,county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84,County,county
30,"Grundy County, Illinois",965,7,0.00725388601,14045,50509,4877,43702,611,17,401,17,216,668,50509,25241,25268,3142,3813,3645,3421,2933,6408,7061,7084,3673,2632,3955,1980,762,37.6,418.088,0.089,50217,48112,39456,14358,2105,19398,815,821,1179,1151,2122,3731,2952,3756,1915,956,74140,87844,33308,62983,42238,0.725388601,1.910550595,27.8069255,120.8094947,1,2815,3273,12771,5671,6088,6683,918,6807,30423,17344,2742,43812,6697,23362,17818,8567,0.09655704924,0.8652319389,0.01209685403,0.0003365736799,0.007939179156,0.0003365736799,0.00427646558,0.01322536578,0.4997327209,0.5002672791,0.06220673543,0.07549149656,0.07216535667,0.06773050347,0.05806885902,0.1268684789,0.1397968679,0.1402522323,0.07271971332,0.05210952504,0.07830287672,0.03920093449,0.01508642024,0.9580819244,0.04191807555,0.04201464068,0.04232395092,0.0607794618,0.05933601402,0.1093927209,0.1923394164,0.1521806372,0.1936282091,0.09872151768,0.04928343128,0.1451180534,0.1687287349,0.6583668419,0.2923497268,0.3138467883,0.3445200536,0.01817497872,0.1347680611,0.6023282979,0.3433843473,0.05428735473,0.8674097686,0.1325902314,0.46253143,0.3527688135,0.1696133362,Grundy County,Grundy
31,"Hamilton County, Illinois",120,2,0.01666666667,2013,8221,198,7920,31,23,49,0,0,0,8221,4018,4203,466,516,534,500,367,891,916,1028,625,653,920,553,252,44.1,434.634,0.063,8148,7642,5759,3175,506,3376,194,218,325,280,441,816,399,464,128,111,56862,67205,27795,47229,36786,1.666666667,1.459676438,24.48607225,18.91476507,1,737,721,2673,592,1458,1215,23,301,4190,3226,805,6496,1725,3274,2569,2126,0.02408466123,0.9633864493,0.003770830799,0.002797713174,0.005960345457,0,0,0,0.4887483275,0.5112516725,0.05668410169,0.06276608685,0.06495560151,0.0608198516,0.04464177107,0.1083809756,0.1114219681,0.1250456149,0.0760248145,0.07943072619,0.1119085269,0.06726675587,0.03065320521,0.9378988709,0.06210112911,0.05746445498,0.06457345972,0.09626777251,0.08293838863,0.1306279621,0.2417061611,0.1181872038,0.1374407583,0.03791469194,0.03287914692,0.2183056872,0.2135663507,0.7917654028,0.1753554502,0.4318720379,0.3598933649,0.002797713174,0.03661355066,0.5096703564,0.3924096825,0.09791996108,0.790171512,0.209828488,0.3982483883,0.3124923975,0.258606009,Hamilton County,Hamilton
32,"Hancock County, Illinois",309,4,0.01294498382,6987,18112,268,17435,148,3,69,0,0,189,18112,9008,9104,964,1039,1103,1030,936,1842,1924,2395,1354,1459,2179,1270,617,46,793.719,0.063,17931,17395,12327,7778,536,7420,415,360,885,795,1110,1574,1144,738,200,199,51549,63252,26880,46788,34923,1.294498382,1.706051237,38.57663428,22.81915892,1,1660,1905,6283,938,3565,2718,192,677,8838,7387,1887,14046,4066,6914,5673,4908,0.01479681979,0.9626214664,0.008171378092,0.0001656360424,0.003809628975,0,0,0.01043507067,0.4973498233,0.5026501767,0.05322438163,0.05736528269,0.06089885159,0.05686837456,0.05167844523,0.10170053,0.1062279152,0.1322327739,0.07475706714,0.08055432862,0.1203069788,0.07011925795,0.03406581272,0.9701076348,0.02989236518,0.05592991914,0.04851752022,0.1192722372,0.1071428571,0.1495956873,0.2121293801,0.1541778976,0.09946091644,0.0269541779,0.02681940701,0.2237196765,0.2567385445,0.8467654987,0.1264150943,0.480458221,0.3663072776,0.01060070671,0.03737853357,0.4879637809,0.4078511484,0.1041850707,0.7755079505,0.2244920495,0.3817358657,0.3132177562,0.2709805654,Hancock County,Hancock
33,"Hardin County, Illinois",53,0,0,1342,4009,69,3793,112,11,1,0,0,23,4009,1976,2033,131,159,246,273,218,355,574,616,267,318,577,162,113,46.2,177.472,0.078,3921,3584,2333,1903,337,1438,131,112,187,185,182,277,153,161,30,20,43081,63443,25795,52260,27500,0,1.322025443,33.47468197,22.5894789,1,430,367,1227,191,797,430,34,216,1956,1778,275,3157,852,1382,1457,1057,0.01721127463,0.9461212272,0.02793714143,0.002743826391,0.0002494387628,0,0,0.005737091544,0.4928909953,0.5071090047,0.03267647792,0.03966076328,0.06136193564,0.06809678224,0.05437765029,0.08855076079,0.1431778498,0.1536542779,0.06660014966,0.07932152657,0.1439261661,0.04040907957,0.02818658019,0.9140525376,0.08594746238,0.09109874826,0.07788595271,0.1300417246,0.128650904,0.1265646732,0.1926286509,0.1063977747,0.111961057,0.02086230876,0.01390820584,0.2990264256,0.2552155772,0.8532684284,0.1328233658,0.5542420028,0.2990264256,0.008480917935,0.05387877276,0.48790222,0.4435021202,0.06859565977,0.7874781741,0.2125218259,0.3447243702,0.3634322774,0.2636567723,Hardin County,Hardin
34,"Henderson County, Illinois",128,0,0,1883,6884,117,6620,5,16,48,0,0,78,6884,3369,3515,330,321,367,380,359,645,649,950,683,503,924,587,186,49.7,378.789,0.099,6823,6369,5186,2660,454,2990,97,150,299,343,530,747,381,348,54,41,52712,65045,28401,46081,29452,0,1.859384079,27.35328298,18.17370621,1,546,873,2547,402,1419,1128,94,264,3051,3060,773,5187,1697,2402,2282,2014,0.0169959326,0.9616502034,0.0007263219059,0.002324230099,0.006972690296,0,0,0.01133062173,0.4893957002,0.5106042998,0.04793724579,0.04662986636,0.05331202789,0.05520046485,0.05214991284,0.09369552586,0.09427658338,0.1380011621,0.09921557234,0.07306798373,0.1342242882,0.08527019175,0.0270191749,0.9334603547,0.06653964532,0.03244147157,0.05016722408,0.1,0.1147157191,0.1772575251,0.2498327759,0.1274247492,0.1163879599,0.01806020067,0.01371237458,0.1826086957,0.2919732441,0.8518394649,0.1344481605,0.4745819398,0.3772575251,0.01365485183,0.03834979663,0.443201627,0.4445090064,0.1122893666,0.7534863451,0.2465136549,0.3489250436,0.3314933178,0.2925624637,Henderson County,Henderson
35,"Henry County, Illinois",846,7,0.008274231678,20732,49464,2773,44823,848,102,274,0,54,590,49464,24536,24928,2741,2990,3321,3200,2581,5281,5859,6451,3838,3363,5476,3017,1346,43.1,822.999,0.092,48734,46576,37565,17909,2158,20023,1176,1000,2108,2136,2499,3707,2750,3178,886,583,57250,69866,29014,53794,36576,0.8274231678,1.710334789,41.91331069,60.10213864,1,4284,4635,15376,4064,8919,6457,746,4641,25973,19128,4363,39625,9839,20114,16148,11856,0.05606097364,0.9061741873,0.01714378134,0.002062105774,0.005539382177,0,0.001091703057,0.01192786673,0.4960375222,0.5039624778,0.05541403849,0.06044800259,0.06713973799,0.06469351448,0.05217936277,0.1067645156,0.1184497817,0.1304180818,0.07759178392,0.06798884037,0.1107067766,0.06099385412,0.02721170953,0.9557188,0.04428119998,0.05873245767,0.04994256605,0.1052789292,0.1066773211,0.1248064726,0.1851370923,0.1373420566,0.1587174749,0.04424911352,0.02911651601,0.213953953,0.2314837936,0.7679168956,0.2029665884,0.4454377466,0.322479149,0.01508167556,0.09382581271,0.5250889536,0.3867054828,0.08820556364,0.8010876597,0.1989123403,0.4066391719,0.3264596474,0.2396894711,Henry County,Henry
36,"Iroquois County, Illinois",492,19,0.03861788618,14003,28169,1914,25375,282,16,91,0,108,383,28169,13751,14418,1488,1653,1815,1794,1502,2898,3141,3733,2043,2209,3133,1925,835,44.5,1117.406,0.063,27740,26068,18840,11865,1672,11779,532,795,1318,1231,1866,2382,1660,1309,442,244,51825,64658,26976,48161,32326,3.861788618,1.746600873,49.71067486,25.20927935,1,2645,3097,9784,1751,5742,4042,507,2794,14291,11118,2760,22276,5893,11150,8917,7267,0.06794703397,0.9008129504,0.01001100501,0.000568000284,0.003230501615,0,0.003834001917,0.0135965068,0.4881607441,0.5118392559,0.05282402641,0.05868152934,0.06443253222,0.06368703184,0.05332102666,0.1028790514,0.1115055558,0.1325215663,0.07252653626,0.07841953921,0.1112215556,0.06833753417,0.02964251482,0.9397260274,0.0602739726,0.04516512437,0.06749299601,0.1118940487,0.1045080228,0.1584175227,0.2022242975,0.1409287715,0.1111299771,0.03752440784,0.02071483148,0.2245521691,0.2629255455,0.8306307836,0.1486543849,0.4874777146,0.343153069,0.017998509,0.09918704959,0.5073307537,0.3946891973,0.09798004899,0.7907983954,0.2092016046,0.3958251979,0.3165536583,0.257978629,Iroquois County,Iroquois
37,"Jackson County, Illinois",1542,26,0.0168612192,22926,58551,2530,43423,8604,102,2003,2,177,1710,58551,28989,29562,3018,2832,2952,5837,8594,8577,5807,5888,3444,3247,4752,2456,1147,31.6,584.072,0.083,57971,53700,39523,21664,4271,23728,3653,1937,3326,2331,3161,3416,2273,1913,968,750,37802,58035,24521,44483,36047,1.68612192,2.633601476,39.15560793,100.2462025,2,8916,5492,20097,2881,14408,5689,1991,15128,37617,17331,3603,50196,8355,31810,15139,10455,0.04321019282,0.7416269577,0.1469488139,0.001742071015,0.03420949258,3.42E-05,0.003023005585,0.02920530819,0.4951068299,0.5048931701,0.05154480709,0.04836808936,0.05041758467,0.09969086779,0.1467780226,0.1464876774,0.09917849396,0.1005619033,0.05882051545,0.05545592731,0.08116001435,0.04194633738,0.01958975936,0.9263252316,0.07367476842,0.1539531355,0.08163351315,0.1401719488,0.09823836817,0.1332181389,0.1439649359,0.09579399865,0.0806220499,0.04079568442,0.03160822657,0.3757585974,0.2314565071,0.8469740391,0.1214177343,0.6072151045,0.2397589346,0.03400454305,0.2583730423,0.6424655429,0.2959983604,0.06153609674,0.8573038889,0.1426961111,0.5432870489,0.2585609127,0.178562279,Jackson County,Jackson
38,"Jasper County, Illinois",264,10,0.03787878788,3443,9598,24,9326,97,16,4,0,32,99,9598,4809,4789,583,650,604,553,499,1042,1079,1345,771,678,965,541,288,42.8,494.614,0.074,9535,8841,6556,3778,694,3656,316,235,334,308,438,851,463,513,127,71,54951,63677,25536,42887,35917,3.787878788,2.750573036,35.87205668,19.40503099,2,885,746,2945,640,1631,1314,147,272,5010,3759,829,7804,1794,3931,3195,2184,0.002500520942,0.9716607627,0.01010627214,0.001667013961,0.0004167534903,0,0.003334027922,0.01031464889,0.5010418837,0.4989581163,0.06074182121,0.06772244218,0.06292977704,0.05761617004,0.05198999792,0.1085642842,0.112419254,0.1401333611,0.08032923526,0.07063971661,0.1005417795,0.05636590956,0.0300062513,0.9272155218,0.07278447824,0.08643326039,0.06427789934,0.09135667396,0.08424507659,0.1198030635,0.2327680525,0.1266411379,0.1403172867,0.03473741794,0.01942013129,0.2420678337,0.20404814,0.8055251641,0.1750547046,0.4461159737,0.3594091904,0.01531569077,0.02833923734,0.5219837466,0.3916440925,0.08637216087,0.8130860596,0.1869139404,0.4095644926,0.3328818504,0.2275474057,Jasper County,Jasper
39,"Jefferson County, Illinois",905,48,0.05303867403,12865,38169,969,32703,3193,44,449,0,24,787,38169,19567,18602,2392,2535,2105,2155,2315,4732,4663,5141,2554,2603,3968,2221,785,41,571.207,0.069,35686,33641,22893,16327,2045,15223,1298,740,1966,1608,2255,2875,1637,1852,577,415,47617,64402,25770,48909,34147,5.303867403,2.371034085,33.70536299,66.8216601,2,4004,3863,12379,2429,7867,4512,855,5466,20897,14266,3006,31195,6974,16234,12358,8792,0.02538709424,0.8567947811,0.08365427441,0.001152767953,0.01176347298,0,0.0006287825198,0.0206188268,0.5126411486,0.4873588514,0.06266865781,0.06641515366,0.05514946684,0.05645943043,0.06065131389,0.1239749535,0.1221672038,0.1346904556,0.06691293982,0.06819670413,0.1039587099,0.05818858236,0.02056642825,0.9426946141,0.05730538587,0.08526571635,0.04861065493,0.1291466859,0.1056296394,0.1481311174,0.1888589634,0.1075346515,0.1216580175,0.03790317283,0.02726138081,0.2630230572,0.2537607567,0.8131774289,0.1595611903,0.516783814,0.2963936149,0.02240037727,0.1432052189,0.5474861799,0.3737588095,0.07875501061,0.8172862794,0.1827137206,0.4253189761,0.3237705992,0.2303439964,Jefferson County,Jefferson
40,"Jersey County, Illinois",473,21,0.044397463,7793,22069,302,21162,105,23,47,0,2,428,22069,10841,11228,1032,1069,1623,1640,1446,2372,2467,3072,1644,1595,2269,1284,556,42.7,369.286,0.129,21704,20547,16592,6953,1157,8665,511,331,757,924,1341,1408,1200,1425,532,236,56747,71313,28924,53594,38125,4.4397463,2.143277901,35.31197608,59.76126904,2,1599,2265,6472,1957,3864,2608,453,907,11649,8580,1840,17960,4109,9182,7183,5148,0.01368435362,0.9589016267,0.004757805066,0.001042185872,0.002129684172,0,9.06E-05,0.0193937197,0.4912320449,0.5087679551,0.04676242693,0.04843898681,0.07354207259,0.07431238389,0.06552177262,0.1074810821,0.1117857628,0.1391997825,0.0744936336,0.07227332457,0.1028139019,0.05818115909,0.02519371063,0.946691854,0.05330814596,0.0589728794,0.03819965378,0.08736295441,0.1066358915,0.1547605309,0.1624927871,0.1384881708,0.1644547028,0.06139642239,0.02723600692,0.1845354876,0.2613964224,0.7469128679,0.2258511252,0.44593191,0.3009809579,0.02052653043,0.04109837328,0.5278444877,0.3887806425,0.08337486973,0.8138112284,0.1861887716,0.4160587249,0.3254791789,0.2332683855,Jersey County,Jersey
41,"Jo Daviess County, Illinois",498,7,0.0140562249,7365,21834,648,20695,110,57,95,12,8,209,21834,10956,10878,923,1122,1335,1220,1012,1917,2255,2740,1567,1978,3350,1753,662,49.7,600.906,0.071,21672,20658,16620,8355,1014,9758,469,364,999,1111,1375,1993,1321,1391,464,271,57083,73074,32710,46528,35040,1.40562249,2.280846386,33.73179445,36.33513395,2,1832,2486,7632,1855,4318,3314,286,1139,9784,9635,2415,16069,5765,7529,6562,7081,0.0296784831,0.9478336539,0.005038014106,0.00261060731,0.004351012183,0.0005496015389,0.0003664010259,0.009572226802,0.501786205,0.498213795,0.04227351837,0.05138774389,0.0611431712,0.05587615645,0.04634972978,0.08779884584,0.1032792892,0.1254923514,0.07176880095,0.09059265366,0.1534304296,0.08028762481,0.0303196849,0.9532115172,0.04678848283,0.04806312769,0.03730272597,0.1023775364,0.1138552982,0.1409100225,0.2042426727,0.1353761017,0.1425497028,0.04755072761,0.02777208444,0.18774339,0.2547653208,0.7821274851,0.1901004304,0.4425087108,0.3396187743,0.01309883668,0.05216634607,0.4481084547,0.4412842356,0.1106073097,0.7359622607,0.2640377393,0.3448291655,0.3005404415,0.3243107081,Jo Daviess County,Jo Daviess
42,"Johnson County, Illinois",355,0,0,3880,12602,403,10647,1462,9,40,0,9,32,12602,7015,5587,603,717,580,697,776,1635,1538,1747,1018,719,1511,757,304,43.2,343.925,0.072,10342,9970,7236,4566,372,4342,265,230,490,545,593,871,544,574,144,86,50923,65981,22469,53213,38125,0,2.817013173,30.78876369,36.64170968,2,985,1138,3538,718,2123,1415,50,1955,6546,4995,1061,10030,2572,5008,4303,2987,0.03197905094,0.8448658943,0.1160133312,0.0007141723536,0.003174099349,0,0.0007141723536,0.002539279479,0.5566576734,0.4433423266,0.04784954769,0.05689573084,0.04602444056,0.05530868116,0.06157752738,0.1297413109,0.12204412,0.1386287891,0.08078082844,0.0570544358,0.1199016029,0.06006983019,0.02412315505,0.9640301682,0.03596983175,0.06103178259,0.05297098111,0.1128512206,0.1255181944,0.1365730078,0.2005988024,0.1252878858,0.1321971442,0.03316444035,0.01980654076,0.2268539843,0.2620912022,0.8148318747,0.1653615845,0.4889451865,0.3258866882,0.003967624187,0.1551341057,0.5194413585,0.3963656562,0.08419298524,0.7959054118,0.2040945882,0.3973972385,0.3414537375,0.2370258689,Johnson County,Johnson
43,"Kane County, Illinois",16621,347,0.02087720354,222374,530839,168385,304340,27979,489,21011,153,844,7638,530839,264211,266628,34620,38458,41207,39340,33704,64192,72293,75567,34839,29601,40562,18715,7741,37,519.359,0.092,527595,481085,376336,156304,46510,178050,6844,4761,11705,12687,20373,30459,23738,33541,16612,17330,76912,101298,34924,57370,43436,2.087720354,3.131081175,41.89104418,1022.104171,3,23310,33060,110567,50153,56370,54197,9124,226499,323814,180569,26456,463821,67018,251521,182699,88878,0.317205405,0.5733188406,0.05270712966,0.000921183259,0.03958073917,0.0002882229829,0.001589935932,0.01438854342,0.4977234152,0.5022765848,0.06521751416,0.07244757827,0.07762617291,0.07410909899,0.06349194389,0.1209255537,0.1361863013,0.1423538964,0.06563006863,0.05576267004,0.07641111523,0.03525551062,0.01458257588,0.9118452601,0.0881547399,0.03843864083,0.02673967987,0.06573996069,0.07125526537,0.1144229149,0.1710699242,0.1333221005,0.1883796686,0.09329963493,0.09733221005,0.1309182814,0.1856781803,0.6209884864,0.2816793036,0.3165964617,0.3043920247,0.01718788559,0.4266811594,0.6100041632,0.3401577503,0.0498380865,0.8737507983,0.1262492017,0.4738178619,0.3441702663,0.1674292959,Kane County,Kane
44,"Kankakee County, Illinois",3388,80,0.02361275089,64994,111061,11317,80148,16543,198,1054,0,120,1681,111061,54615,56446,6620,7211,7433,8489,8489,13385,13198,14203,7709,6715,9911,5150,2548,37.6,676.498,0.117,108902,102509,76664,39419,6393,40050,2925,1822,4199,3228,5055,8038,5548,6014,1819,1402,57981,71986,27164,53860,39516,2.361275089,3.05057581,58.52099297,164.170478,3,8946,8283,30815,7833,17229,13586,1999,30913,64825,38538,7698,93452,17609,51627,35110,21776,0.1018989564,0.7216574675,0.1489541783,0.001782804045,0.009490280116,0,0.0010804873,0.01513582626,0.4917567823,0.5082432177,0.0596068827,0.06492828266,0.06692718416,0.0764354724,0.0764354724,0.1205193542,0.1188355949,0.127884676,0.06941230495,0.06046226848,0.0892392469,0.04637091328,0.022942347,0.941295844,0.05870415603,0.07303370787,0.04549313358,0.1048439451,0.08059925094,0.1262172285,0.2006991261,0.1385268414,0.1501622971,0.04541822722,0.0350062422,0.2233707865,0.2068164794,0.7694132335,0.1955805243,0.4301872659,0.3392259675,0.0179991176,0.2783425325,0.5836882434,0.3469984963,0.06931326028,0.8414474928,0.1585525072,0.4648526485,0.3161325758,0.1960724287,Kankakee County,Kankakee
45,"Kendall County, Illinois",2670,30,0.01123595506,43689,124626,22616,87623,8184,108,4132,0,15,1948,124626,61761,62865,8881,11024,10401,9227,6959,15938,20347,17669,7066,5212,7620,3041,1241,34.9,320.259,0.086,124288,118797,102499,27546,5491,40407,909,711,1279,2055,3891,6677,7027,10151,3973,3734,91764,104526,34423,64213,48517,1.123595506,2.142410091,35.05608781,389.1412888,2,2899,5946,22549,14124,8845,13704,2071,37003,82777,37567,4282,112724,11902,62430,45082,15873,0.1814709611,0.7030876382,0.06566848009,0.0008665928458,0.03315520036,0,0.0001203601175,0.01563076726,0.4955707477,0.5044292523,0.07126121355,0.08845666233,0.08345770545,0.07403752026,0.0558390705,0.1278866368,0.1632644873,0.1417761944,0.05669763934,0.04182112882,0.06114293968,0.02440100782,0.009957793719,0.9558203527,0.04417964727,0.02249610216,0.0175959611,0.03165293142,0.05085752469,0.09629519638,0.1652436459,0.1739055114,0.2512188482,0.09832454773,0.09240973099,0.07174499468,0.1471527211,0.5580468731,0.3495433959,0.2188977157,0.3391491573,0.01661772022,0.2969123618,0.6642032963,0.3014379022,0.03435880153,0.9044982588,0.09550174121,0.5009388089,0.3617383211,0.1273650763,Kendall County,Kendall
46,"Knox County, Illinois",1299,16,0.01231716705,23808,50999,2875,42325,4349,25,509,0,130,786,50999,25743,25256,2750,2558,3066,3426,3666,5708,5801,6371,3471,3803,5701,3275,1403,42.1,716.439,0.109,48258,45551,32108,21683,2707,20830,1563,1652,2650,2376,3361,3830,2405,2058,551,384,43709,58735,24681,43165,31979,1.231716705,2.547108767,46.6832683,71.18400869,2,5865,5737,17837,2609,11602,6235,941,8674,26975,19346,4678,40620,10379,21174,15643,12779,0.05637365439,0.8299182337,0.08527618189,0.0004902056903,0.009980587855,0,0.00254906959,0.0154120669,0.5047746034,0.4952253966,0.05392262593,0.05015784623,0.06011882586,0.0671777878,0.07188376243,0.1119237632,0.1137473284,0.1249240181,0.06806015804,0.07457008961,0.1117865056,0.06421694543,0.02751034334,0.9439056737,0.05609432633,0.07503600576,0.07930868939,0.1272203553,0.1140662506,0.1613538166,0.1838694191,0.1154584734,0.09879980797,0.02645223236,0.01843494959,0.2815650504,0.2754200672,0.8563130101,0.1252520403,0.5569851176,0.2993278925,0.01845134218,0.1700817663,0.5289319398,0.3793407714,0.09172728877,0.7964862056,0.2035137944,0.4151846115,0.3067315045,0.2505735407,Knox County,Knox
47,"Lake County, Illinois",20630,510,0.02472127969,319032,703619,150590,437597,46334,874,52499,308,1265,14152,703619,351343,352276,41245,46814,53083,54971,50498,77870,89060,103477,50948,42584,55222,25780,12067,38.2,443.941,0.076,687874,639566,520751,183758,48308,244672,9827,6141,15277,15901,23559,37750,29869,43197,24368,38783,86244,123830,44287,64865,50445,2.472127969,2.931984497,45.34158401,1584.938089,2,31245,39460,138324,67565,70705,67619,16599,266022,413541,252231,37847,610550,93069,324481,243485,123586,0.2140220773,0.6219232283,0.06585097901,0.001242149516,0.07461282313,0.0004377369002,0.001797847983,0.02011315783,0.4993369991,0.5006630009,0.05861837159,0.06653316639,0.07544281777,0.07812608812,0.07176895451,0.1106706897,0.1265741829,0.147063965,0.07240850517,0.06052139013,0.07848281527,0.03663914704,0.01714990641,0.9297720222,0.0702279778,0.04016397463,0.02509890793,0.06243869343,0.06498904656,0.09628809181,0.1542881899,0.1220777204,0.1765506474,0.09959455925,0.1585101687,0.127701576,0.1612771384,0.5653446246,0.2761452066,0.2889787144,0.2763659103,0.02359089223,0.3780767717,0.587734271,0.3584766756,0.05378905345,0.8677281313,0.1322718687,0.4611600881,0.3460466531,0.1756433524,Lake County,Lake
48,"LaSalle County, Illinois",2408,63,0.0261627907,39566,110401,10473,94724,2678,224,860,21,14,1407,110401,55400,55001,6126,6278,7131,6870,6583,13459,12871,14856,8461,7807,10688,6123,3148,41.8,1135.185,0.12,107246,101963,76962,40892,5283,44644,2526,2161,4607,4688,6161,8760,5741,6648,2008,1344,56243,70670,29093,54035,35253,2.61627907,2.181139664,35.83844349,97.25375159,2,9294,10849,34644,8656,20143,14501,1666,15677,59318,41812,9271,90442,19959,46447,36188,24618,0.09486327117,0.8579994746,0.02425702666,0.002028967129,0.007789784513,0.0001902156683,0.0001268104456,0.01274444978,0.5018070488,0.4981929512,0.05548862782,0.05686542694,0.06459180623,0.06222769721,0.05962808308,0.1219101276,0.1165840889,0.1345639985,0.07663879856,0.07071493918,0.09681071729,0.05546145415,0.02851423447,0.9507394215,0.04926057848,0.05658095153,0.04840516083,0.1031941582,0.1050085118,0.1380028671,0.1962189768,0.128595108,0.1489113879,0.04497804856,0.03010482932,0.2081802706,0.2430113789,0.7760057343,0.1938894364,0.4511916495,0.3248140848,0.01509044302,0.1420005254,0.5372958578,0.3787284535,0.08397568863,0.8192135941,0.1807864059,0.4207117689,0.327786886,0.2229871106,LaSalle County,Lasalle
49,"Lawrence County, Illinois",333,8,0.02402402402,6602,16189,616,13711,1440,34,43,0,10,335,16189,8919,7270,840,901,876,810,1058,2350,2255,2187,1163,978,1455,951,365,41,372.178,0.175,13825,12744,8391,6260,1081,6144,342,277,790,829,1117,963,861,681,210,74,45654,58908,22099,48816,32244,2.402402402,2.056952252,40.78077707,43.49800364,2,1409,1946,5179,891,3355,1824,379,2478,9090,5783,1316,13418,2771,6835,5605,3384,0.03805052814,0.8469331027,0.08894928655,0.002100191488,0.002656124529,0,0.0006177033788,0.02069306319,0.5509296436,0.4490703564,0.05188708382,0.05565507443,0.05411081599,0.05003397369,0.06535301748,0.145160294,0.1392921119,0.135091729,0.07183890296,0.06041139045,0.08987584162,0.05874359133,0.02254617333,0.9218083183,0.07819168174,0.0556640625,0.04508463542,0.1285807292,0.1349283854,0.1818033854,0.1567382813,0.1401367188,0.1108398438,0.0341796875,0.01204427083,0.2293294271,0.3167317708,0.8429361979,0.1450195313,0.5460611979,0.296875,0.02341095806,0.1530668973,0.5614923714,0.357217864,0.08128976466,0.8288343937,0.1711656063,0.4222002594,0.3462227438,0.2090308234,Lawrence County,Lawrence
