NAME,DP05_0031PM,DP05_0032E,DP05_0032M,DP05_0032PE,DP05_0032PM,DP05_0033E,DP05_0033M,DP05_0033PE,DP05_0033PM,DP05_0034E,DP05_0034M,DP05_0034PE,DP05_0034PM,DP05_0035E,DP05_0035M,DP05_0035PE,DP05_0035PM,DP05_0036E,DP05_0036M,DP05_0036PE,DP05_0036PM,DP05_0037E,DP05_0037M,DP05_0037PE,DP05_0037PM,DP05_0038E,DP05_0038M,DP05_0038PE,DP05_0038PM,DP05_0039E,DP05_0039M,DP05_0039PE,DP05_0039PM,DP05_0040E,DP05_0040M,DP05_0040PE,DP05_0040PM,DP05_0041E,DP05_0041M,DP05_0041PE,DP05_0041PM,DP05_0042E,DP05_0042M,DP05_0042PE,DP05_0042PM,DP05_0043E,DP05_0043M,DP05_0043PE,DP05_0043PM,DP05_0044E,DP05_0044M,DP05_0044PE,DP05_0044PM,DP05_0045E,DP05_0045M,DP05_0045PE,DP05_0045PM,DP05_0046E,DP05_0046M,DP05_0046PE,DP05_0046PM,DP05_0047E,DP05_0047M,DP05_0047PE,DP05_0047PM,DP05_0048E,DP05_0048M,DP05_0048PE,DP05_0048PM,DP05_0049E,DP05_0049M,DP05_0049PE,DP05_0049PM,DP05_0050E,DP05_0050M,DP05_0050PE,DP05_0050PM,DP05_0051E,DP05_0051M,DP05_0051PE,DP05_0051PM,DP05_0052E,DP05_0052M,DP05_0052PE,DP05_0052PM,DP05_0053E,DP05_0053M,DP05_0053PE,DP05_0053PM,DP05_0054E,DP05_0054M,DP05_0054PE,DP05_0054PM,DP05_0055E,DP05_0055M,DP05_0055PE,DP05_0055PM,DP05_0056E,DP05_0056M,DP05_0056PE,DP05_0056PM,DP05_0057E,DP05_0057M,DP05_0057PE,DP05_0057PM,DP05_0058E,DP05_0058M,DP05_0058PE,DP05_0058PM,DP05_0059E,DP05_0059M,DP05_0059PE,DP05_0059PM,DP05_0060E,DP05_0060M,DP05_0060PE,DP05_0060PM,DP05_0061E,DP05_0061M,DP05_0061PE,DP05_0061PM,DP05_0062E,DP05_0062M,DP05_0062PE,DP05_0062PM,DP05_0063E,DP05_0063M,DP05_0063PE,DP05_0063PM,DP05_0064E,DP05_0064M,DP05_0064PE,DP05_0064PM,DP05_0065E,DP05_0065M,DP05_0065PE,DP05_0065PM,DP05_0066E,DP05_0066M,DP05_0066PE,DP05_0066PM,DP05_0067E,DP05_0067M,DP05_0067PE,DP05_0067PM,DP05_0068E,DP05_0068M,DP05_0068PE,DP05_0068PM,DP05_0069E,DP05_0069M,DP05_0069PE,DP05_0069PM,DP05_0070E,DP05_0070M,DP05_0070PE,DP05_0070PM,DP05_0071E,DP05_0071M,DP05_0071PE,DP05_0071PM,DP05_0072E,DP05_0072M,DP05_0072PE,DP05_0072PM,DP05_0073E,DP05_0073M,DP05_0073PE,DP05_0073PM,DP05_0074E,DP05_0074M,DP05_0074PE,DP05_0074PM,DP05_0075E,DP05_0075M,DP05_0075PE,DP05_0075PM,DP05_0076E,DP05_0076M,DP05_0076PE,DP05_0076PM,DP05_0077E,DP05_0077M,DP05_0077PE,DP05_0077PM,DP05_0078E,DP05_0078M,DP05_0078PE,DP05_0078PM,DP05_0079E,DP05_0079M,DP05_0079PE,DP05_0079PM,DP05_0080E,DP05_0080M,DP05_0080PE,DP05_0080PM,DP05_0081E,DP05_0081M,DP05_0081PE,DP05_0081PM,DP05_0082E,DP05_0082M,DP05_0082PE,DP05_0082PM,DP05_0083E,DP05_0083M,DP05_0083PE,DP05_0083PM,DP05_0084E,DP05_0084M,DP05_0084PE,DP05_0084PM,DP05_0085E,DP05_0085M,DP05_0085PE,DP05_0085PM,DP05_0086E,DP05_0086M,DP05_0086PE,DP05_0086PM,DP05_0087E,DP05_0087M,DP05_0087PE,DP05_0087PM,DP05_0088E,DP05_0088M,DP05_0088PE,DP05_0088PM,DP05_0089E,DP05_0089M,DP05_0089PE,DP05_0089PM,GEO_ID,DP05_0001E,DP05_0001M,DP05_0001PE,DP05_0001PM,DP05_0002E,DP05_0002M,DP05_0002PE,DP05_0002PM,DP05_0003E,DP05_0003M,DP05_0003PE,DP05_0003PM,DP05_0004E,DP05_0004M,DP05_0004PE,DP05_0004PM,DP05_0005E,DP05_0005M,DP05_0005PE,DP05_0005PM,DP05_0006E,DP05_0006M,DP05_0006PE,DP05_0006PM,DP05_0007E,DP05_0007M,DP05_0007PE,DP05_0007PM,DP05_0008E,DP05_0008M,DP05_0008PE,DP05_0008PM,DP05_0009E,DP05_0009M,DP05_0009PE,DP05_0009PM,DP05_0010E,DP05_0010M,DP05_0010PE,DP05_0010PM,DP05_0011E,DP05_0011M,DP05_0011PE,DP05_0011PM,DP05_0012E,DP05_0012M,DP05_0012PE,DP05_0012PM,DP05_0013E,DP05_0013M,DP05_0013PE,DP05_0013PM,DP05_0014E,DP05_0014M,DP05_0014PE,DP05_0014PM,DP05_0015E,DP05_0015M,DP05_0015PE,DP05_0015PM,DP05_0016E,DP05_0016M,DP05_0016PE,DP05_0016PM,DP05_0017E,DP05_0017M,DP05_0017PE,DP05_0017PM,DP05_0018E,DP05_0018M,DP05_0018PE,DP05_0018PM,DP05_0019E,DP05_0019M,DP05_0019PE,DP05_0019PM,DP05_0020E,DP05_0020M,DP05_0020PE,DP05_0020PM,DP05_0021E,DP05_0021M,DP05_0021PE,DP05_0021PM,DP05_0022E,DP05_0022M,DP05_0022PE,DP05_0022PM,DP05_0023E,DP05_0023M,DP05_0023PE,DP05_0023PM,DP05_0024E,DP05_0024M,DP05_0024PE,DP05_0024PM,DP05_0025E,DP05_0025M,DP05_0025PE,DP05_0025PM,DP05_0026E,DP05_0026M,DP05_0026PE,DP05_0026PM,DP05_0027E,DP05_0027M,DP05_0027PE,DP05_0027PM,DP05_0028E,DP05_0028M,DP05_0028PE,DP05_0028PM,DP05_0029E,DP05_0029M,DP05_0029PE,DP05_0029PM,DP05_0030E,DP05_0030M,DP05_0030PE,DP05_0030PM,DP05_0031E,DP05_0031M,DP05_0031PE,DP05_0031PMA,DP05_0032MA,DP05_0032EA,DP05_0032PEA,DP05_0032PMA,DP05_0033MA,DP05_0033EA,DP05_0033PEA,DP05_0033PMA,DP05_0034MA,DP05_0034EA,DP05_0034PMA,DP05_0034PEA,DP05_0035MA,DP05_0035EA,DP05_0035PMA,DP05_0035PEA,DP05_0036MA,DP05_0036EA,DP05_0036PMA,DP05_0036PEA,DP05_0037EA,DP05_0037MA,DP05_0037PEA,DP05_0037PMA,DP05_0038MA,DP05_0038EA,DP05_0038PEA,DP05_0038PMA,DP05_0039MA,DP05_0039EA,DP05_0039PEA,DP05_0039PMA,DP05_0040MA,DP05_0040EA,DP05_0040PEA,DP05_0040PMA,DP05_0041MA,DP05_0041EA,DP05_0041PMA,DP05_0041PEA,DP05_0042EA,DP05_0042MA,DP05_0042PMA,DP05_0042PEA,DP05_0043EA,DP05_0043MA,DP05_0043PMA,DP05_0043PEA,DP05_0044MA,DP05_0044EA,DP05_0044PMA,DP05_0044PEA,DP05_0045EA,DP05_0045MA,DP05_0045PMA,DP05_0045PEA,DP05_0046MA,DP05_0046EA,DP05_0046PMA,DP05_0046PEA,DP05_0047MA,DP05_0047EA,DP05_0047PMA,DP05_0047PEA,DP05_0048EA,DP05_0048MA,DP05_0048PMA,DP05_0048PEA,DP05_0049EA,DP05_0049MA,DP05_0049PMA,DP05_0049PEA,DP05_0050EA,DP05_0050MA,DP05_0050PMA,DP05_0050PEA,DP05_0051EA,DP05_0051MA,DP05_0051PMA,DP05_0051PEA,DP05_0052EA,DP05_0052MA,DP05_0052PMA,DP05_0052PEA,DP05_0053EA,DP05_0053MA,DP05_0053PMA,DP05_0053PEA,DP05_0054MA,DP05_0054EA,DP05_0054PEA,DP05_0054PMA,DP05_0055EA,DP05_0055MA,DP05_0055PMA,DP05_0055PEA,DP05_0056EA,DP05_0056MA,DP05_0056PMA,DP05_0056PEA,DP05_0057EA,DP05_0057MA,DP05_0057PMA,DP05_0057PEA,DP05_0058MA,DP05_0058EA,DP05_0058PEA,DP05_0058PMA,DP05_0059MA,DP05_0059EA,DP05_0059PEA,DP05_0059PMA,DP05_0060MA,DP05_0060EA,DP05_0060PEA,DP05_0060PMA,DP05_0061EA,DP05_0061MA,DP05_0061PMA,DP05_0061PEA,DP05_0062EA,DP05_0062MA,DP05_0062PEA,DP05_0062PMA,DP05_0063MA,DP05_0063EA,DP05_0063PEA,DP05_0063PMA,DP05_0064EA,DP05_0064MA,DP05_0064PMA,DP05_0064PEA,DP05_0065EA,DP05_0065MA,DP05_0065PMA,DP05_0065PEA,DP05_0066EA,DP05_0066MA,DP05_0066PEA,DP05_0066PMA,DP05_0067MA,DP05_0067EA,DP05_0067PMA,DP05_0067PEA,DP05_0068EA,DP05_0068MA,DP05_0068PMA,DP05_0068PEA,DP05_0069MA,DP05_0069EA,DP05_0069PEA,DP05_0069PMA,DP05_0070MA,DP05_0070EA,DP05_0070PMA,DP05_0070PEA,DP05_0071EA,DP05_0071MA,DP05_0071PMA,DP05_0071PEA,DP05_0072EA,DP05_0072MA,DP05_0072PMA,DP05_0072PEA,DP05_0073EA,DP05_0073MA,DP05_0073PMA,DP05_0073PEA,DP05_0074MA,DP05_0074EA,DP05_0074PEA,DP05_0074PMA,DP05_0075MA,DP05_0075EA,DP05_0075PMA,DP05_0075PEA,DP05_0076EA,DP05_0076MA,DP05_0076PMA,DP05_0076PEA,DP05_0077MA,DP05_0077EA,DP05_0077PEA,DP05_0077PMA,DP05_0078MA,DP05_0078EA,DP05_0078PEA,DP05_0078PMA,DP05_0079EA,DP05_0079MA,DP05_0079PEA,DP05_0079PMA,DP05_0080MA,DP05_0080EA,DP05_0080PEA,DP05_0080PMA,DP05_0081MA,DP05_0081EA,DP05_0081PEA,DP05_0081PMA,DP05_0082EA,DP05_0082MA,DP05_0082PEA,DP05_0082PMA,DP05_0083MA,DP05_0083EA,DP05_0083PMA,DP05_0083PEA,DP05_0084EA,DP05_0084MA,DP05_0084PMA,DP05_0084PEA,DP05_0085MA,DP05_0085EA,DP05_0085PEA,DP05_0085PMA,DP05_0086EA,DP05_0086MA,DP05_0086PMA,DP05_0086PEA,DP05_0087MA,DP05_0087EA,DP05_0087PMA,DP05_0087PEA,DP05_0088MA,DP05_0088EA,DP05_0088PMA,DP05_0088PEA,DP05_0089MA,DP05_0089EA,DP05_0089PEA,DP05_0089PMA,NAME,DP05_0001EA,DP05_0001MA,DP05_0001PMA,DP05_0001PEA,DP05_0002EA,DP05_0002MA,DP05_0002PMA,DP05_0002PEA,DP05_0003EA,DP05_0003MA,DP05_0003PMA,DP05_0003PEA,DP05_0004EA,DP05_0004MA,DP05_0004PMA,DP05_0004PEA,DP05_0005MA,DP05_0005EA,DP05_0005PMA,DP05_0005PEA,DP05_0006MA,DP05_0006EA,DP05_0006PMA,DP05_0006PEA,DP05_0007MA,DP05_0007EA,DP05_0007PEA,DP05_0007PMA,DP05_0008MA,DP05_0008EA,DP05_0008PMA,DP05_0008PEA,DP05_0009MA,DP05_0009EA,DP05_0009PEA,DP05_0009PMA,DP05_0010MA,DP05_0010EA,DP05_0010PEA,DP05_0010PMA,DP05_0011MA,DP05_0011EA,DP05_0011PEA,DP05_0011PMA,DP05_0012MA,DP05_0012EA,DP05_0012PEA,DP05_0012PMA,DP05_0013MA,DP05_0013EA,DP05_0013PEA,DP05_0013PMA,DP05_0014EA,DP05_0014MA,DP05_0014PMA,DP05_0014PEA,DP05_0015EA,DP05_0015MA,DP05_0015PMA,DP05_0015PEA,DP05_0016EA,DP05_0016MA,DP05_0016PEA,DP05_0016PMA,DP05_0017EA,DP05_0017MA,DP05_0017PEA,DP05_0017PMA,DP05_0018MA,DP05_0018EA,DP05_0018PMA,DP05_0018PEA,DP05_0019MA,DP05_0019EA,DP05_0019PEA,DP05_0019PMA,DP05_0020MA,DP05_0020EA,DP05_0020PEA,DP05_0020PMA,DP05_0021MA,DP05_0021EA,DP05_0021PEA,DP05_0021PMA,DP05_0022EA,DP05_0022MA,DP05_0022PEA,DP05_0022PMA,DP05_0023MA,DP05_0023EA,DP05_0023PMA,DP05_0023PEA,DP05_0024MA,DP05_0024EA,DP05_0024PMA,DP05_0024PEA,DP05_0025EA,DP05_0025MA,DP05_0025PMA,DP05_0025PEA,DP05_0026MA,DP05_0026EA,DP05_0026PEA,DP05_0026PMA,DP05_0027MA,DP05_0027EA,DP05_0027PMA,DP05_0027PEA,DP05_0028EA,DP05_0028MA,DP05_0028PMA,DP05_0028PEA,DP05_0029MA,DP05_0029EA,DP05_0029PMA,DP05_0029PEA,DP05_0030MA,DP05_0030EA,DP05_0030PMA,DP05_0030PEA,DP05_0031MA,DP05_0031EA,DP05_0031PEA,state,county
"Jersey County, Illinois",1.0,81.3,3.2,-888888888,-888888888,22069,-555555555,22069,-888888888,21556,109,97.7,0.5,513,109,2.3,0.5,21556,109,97.7,0.5,21350,78,96.7,0.4,105,56,0.5,0.3,23,30,0.1,0.1,0,20,0.0,0.1,23,30,0.1,0.1,0,20,0.0,0.1,0,20,0.0,0.1,47,62,0.2,0.3,0,20,0.0,0.1,0,20,0.0,0.1,44,62,0.2,0.3,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,3,6,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,31,39,0.1,0.2,513,109,2.3,0.5,314,133,1.4,0.6,96,75,0.4,0.3,24,26,0.1,0.1,7,12,0.0,0.1,22069,-555555555,22069,-888888888,21856,102,99.0,0.5,441,108,2.0,0.5,141,93,0.6,0.4,86,74,0.4,0.3,0,20,0.0,0.1,103,80,0.5,0.4,22069,-555555555,22069,-888888888,302,-555555555,1.4,-888888888.0,156,85,0.7,0.4,103,89,0.5,0.4,0,20,0.0,0.1,43,39,0.2,0.2,21767,-555555555,98.6,-888888888.0,21162,20,95.9,0.1,105,56,0.5,0.3,23,30,0.1,0.1,47,62,0.2,0.3,0,20,0.0,0.1,2,6,0.0,0.1,428,90,1.9,0.4,0,20,0.0,0.1,428,90,1.9,0.4,10125,88,-888888888,-888888888,17267,101,17267,-888888888,8399,66,48.6,0.4,8868,103,51.4,0.4,0500000US17083,22069,-555555555,22069,-888888888,10841,62,49.1,0.3,11228,62,50.9,0.3,96.6,1.1,-888888888,-888888888,1032,22,4.7,0.1,1069,228,4.8,1.0,1623,238,7.4,1.1,1640,91,7.4,0.4,1446,51,6.6,0.2,2372,61,10.7,0.3,2467,73,11.2,0.3,3072,35,13.9,0.2,1644,179,7.4,0.8,1595,187,7.2,0.8,2269,90,10.3,0.4,1284,134,5.8,0.6,556,132,2.5,0.6,42.7,0.5,-888888888,-888888888,4631,-555555555,21.0,-888888888.0,18079,74,81.9,0.3,17438,-555555555,79.0,-888888888.0,16295,134,73.8,0.6,5209,208,23.6,0.9,4109,97,18.6,0.4,17438,-555555555,17438,-888888888,8420,60,48.3,0.3,9018,60,51.7,0.3,93.4,1.3,-888888888,-888888888,4109,97,4109,-888888888,1842,50,44.8,1.0,2267,74,55.2,,,,(X),(X),*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,*****,,(X),,,*****,*****,,,,,,,,,,,,,,,,,,,*****,*****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,,"Jersey County, Illinois",,*****,(X),,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),*****,,,*****,,,,,*****,,,*****,,,,,,,,,,,,,,*****,(X),,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,17,083
"Putnam County, Illinois",1.2,92.6,4.6,-888888888,-888888888,5746,-555555555,5746,-888888888,5651,22,98.3,0.4,95,22,1.7,0.4,5651,22,98.3,0.4,5572,34,97.0,0.6,34,26,0.6,0.4,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,25,19,0.4,0.3,0,15,0.0,0.5,3,6,0.1,0.1,0,15,0.0,0.5,13,17,0.2,0.3,0,15,0.0,0.5,9,14,0.2,0.2,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,0,15,0.0,0.5,20,27,0.3,0.5,95,22,1.7,0.4,22,21,0.4,0.4,49,30,0.9,0.5,9,12,0.2,0.2,0,15,0.0,0.5,5746,-555555555,5746,-888888888,5655,37,98.4,0.7,61,30,1.1,0.5,52,31,0.9,0.5,43,24,0.7,0.4,0,15,0.0,0.5,30,31,0.5,0.5,5746,-555555555,5746,-888888888,308,-555555555,5.4,-888888888.0,298,13,5.2,0.2,7,11,0.1,0.2,0,15,0.0,0.5,3,6,0.1,0.1,5438,-555555555,94.6,-888888888.0,5300,15,92.2,0.5,24,20,0.4,0.4,0,15,0.0,0.5,25,19,0.4,0.3,0,15,0.0,0.5,0,15,0.0,0.5,89,21,1.5,0.4,4,6,0.1,0.1,85,20,1.5,0.4,3147,29,-888888888,-888888888,4542,55,4542,-888888888,2310,38,50.9,0.6,2232,41,49.1,0.6,0500000US17155,5746,-555555555,5746,-888888888,2959,42,51.5,0.7,2787,42,48.5,0.7,106.2,3.1,-888888888,-888888888,242,16,4.2,0.3,326,57,5.7,1.0,341,62,5.9,1.1,329,26,5.7,0.5,282,18,4.9,0.3,608,34,10.6,0.6,584,24,10.2,0.4,815,58,14.2,1.0,469,61,8.2,1.1,477,64,8.3,1.1,753,24,13.1,0.4,362,48,6.3,0.8,158,43,2.7,0.8,47.9,0.9,-888888888,-888888888,1139,13,19.8,0.2,4777,27,83.1,0.5,4607,13,80.2,0.2,4447,26,77.4,0.5,1540,72,26.8,1.2,1273,26,22.2,0.5,4607,13,4607,-888888888,2324,40,50.4,0.8,2283,37,49.6,0.8,101.8,3.4,-888888888,-888888888,1273,26,1273,-888888888,612,24,48.1,1.2,661,16,51.9,,,,(X),(X),*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,*****,,(X),,,*****,*****,,,,,,,,,,,,,,,,,,,*****,*****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,,"Putnam County, Illinois",,*****,(X),,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,17,155
"De Witt County, Illinois",0.2,79.7,0.5,-888888888,-888888888,16042,-555555555,16042,-888888888,15724,34,98.0,0.2,318,34,2.0,0.2,15724,34,98.0,0.2,15425,149,96.2,0.9,76,31,0.5,0.2,13,13,0.1,0.1,4,5,0.0,0.1,0,17,0.0,0.2,0,17,0.0,0.2,0,17,0.0,0.2,4,8,0.0,0.1,0,17,0.0,0.2,1,3,0.0,0.1,1,3,0.0,0.1,0,17,0.0,0.2,2,4,0.0,0.1,0,17,0.0,0.2,0,17,0.0,0.2,10,14,0.1,0.1,10,14,0.1,0.1,0,17,0.0,0.2,0,17,0.0,0.2,0,17,0.0,0.2,196,148,1.2,0.9,318,34,2.0,0.2,15,15,0.1,0.1,302,36,1.9,0.2,1,2,0.0,0.1,0,17,0.0,0.2,16042,-555555555,16042,-888888888,15743,148,98.1,0.9,91,34,0.6,0.2,315,37,2.0,0.2,5,7,0.0,0.1,10,14,0.1,0.1,196,148,1.2,0.9,16042,-555555555,16042,-888888888,430,-555555555,2.7,-888888888.0,368,63,2.3,0.4,0,17,0.0,0.2,34,53,0.2,0.3,28,26,0.2,0.2,15612,-555555555,97.3,-888888888.0,15194,17,94.7,0.2,76,31,0.5,0.2,7,7,0.0,0.1,4,8,0.0,0.1,10,14,0.1,0.1,3,5,0.0,0.1,318,34,2.0,0.2,0,17,0.0,0.2,318,34,2.0,0.2,7569,49,-888888888,-888888888,12371,65,12371,-888888888,6145,54,49.7,0.4,6226,66,50.3,0.4,0500000US17039,16042,-555555555,16042,-888888888,8015,64,50.0,0.4,8027,64,50.0,0.4,99.9,1.6,-888888888,-888888888,874,41,5.4,0.3,939,104,5.9,0.6,1029,94,6.4,0.6,978,36,6.1,0.2,818,34,5.1,0.2,1811,45,11.3,0.3,1945,70,12.1,0.4,2226,31,13.9,0.2,1261,145,7.9,0.9,1218,154,7.6,1.0,1650,10,10.3,0.1,865,79,5.4,0.5,428,80,2.7,0.5,43.1,0.9,-888888888,-888888888,3498,28,21.8,0.2,13024,53,81.2,0.3,12544,28,78.2,0.2,12044,65,75.1,0.4,3606,112,22.5,0.7,2943,9,18.3,0.1,12544,28,12544,-888888888,6233,45,49.7,0.3,6311,43,50.3,0.3,98.8,1.3,-888888888,-888888888,2943,9,2943,-888888888,1305,7,44.3,0.2,1638,6,55.7,,,,(X),(X),*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,*****,,(X),,,*****,*****,,,,,,,,,,,,,,,,,,,*****,*****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,,"De Witt County, Illinois",,*****,(X),,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,17,039
"Fayette County, Illinois",1.2,85.5,4.1,-888888888,-888888888,21724,-555555555,21724,-888888888,21596,61,99.4,0.3,128,61,0.6,0.3,21596,61,99.4,0.3,20354,140,93.7,0.6,1043,152,4.8,0.7,49,32,0.2,0.1,23,33,0.1,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,107,17,0.5,0.1,10,22,0.0,0.1,46,46,0.2,0.2,22,34,0.1,0.2,0,20,0.0,0.1,16,26,0.1,0.1,8,14,0.0,0.1,5,9,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,0,20,0.0,0.1,43,70,0.2,0.3,128,61,0.6,0.3,21,24,0.1,0.1,62,32,0.3,0.1,13,17,0.1,0.1,3,6,0.0,0.1,21724,-555555555,21724,-888888888,20460,149,94.2,0.7,1077,147,5.0,0.7,114,6,0.5,0.1,129,17,0.6,0.1,0,20,0.0,0.1,72,77,0.3,0.4,21724,-555555555,21724,-888888888,408,147,1.9,0.7,291,126,1.3,0.6,75,58,0.3,0.3,0,20,0.0,0.1,42,69,0.2,0.3,21316,147,98.1,0.7,20008,20,92.1,0.1,1043,152,4.8,0.7,49,32,0.2,0.1,107,17,0.5,0.1,0,20,0.0,0.1,0,20,0.0,0.1,109,49,0.5,0.2,10,17,0.0,0.1,99,46,0.5,0.2,9315,87,-888888888,-888888888,17138,129,17138,-888888888,9200,173,53.7,0.7,7938,80,46.3,0.7,0500000US17051,21724,-555555555,21724,-888888888,11580,115,53.3,0.5,10144,115,46.7,0.5,114.2,2.4,-888888888,-888888888,1176,30,5.4,0.1,1124,168,5.2,0.8,1398,143,6.4,0.7,1249,31,5.7,0.1,1436,62,6.6,0.3,2765,92,12.7,0.4,2653,71,12.2,0.3,2919,63,13.4,0.3,1753,190,8.1,0.9,1271,133,5.9,0.6,2142,80,9.9,0.4,1323,115,6.1,0.5,515,115,2.4,0.5,41.5,0.7,-888888888,-888888888,4522,116,20.8,0.5,17712,130,81.5,0.6,17202,116,79.2,0.5,16500,161,76.0,0.7,4711,143,21.7,0.7,3980,76,18.3,0.4,17202,116,17202,-888888888,9253,159,53.8,0.6,7949,78,46.2,0.6,116.4,2.9,-888888888,-888888888,3980,76,3980,-888888888,1835,79,46.1,1.2,2145,27,53.9,,,,(X),(X),*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*****,,,(X),,,,,,,,,,,,,,,,,,,,,,,,,*****,,(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,,"Fayette County, Illinois",,*****,(X),,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(X),(X),,,,,,,,,,,,,,,,,,,,,,,,,,,(X),,,,,,,,,,,,(X),(X),,,(X),,,,,,,,,17,051
