county_name,total_cases,total_fatalities,death_rate,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
dickens,51.0,2,0.0392156862745098,43.9,1223,886,41618,57230,23452,26317,46406,37422,2.457514716254641,0.3037003610108303,0.6601985559566786,0.030685920577617324,0.0,0.005415162454873646,0.0,0.0,0.0,0.5157942238267148,0.4842057761732852,0.04918772563176895,0.04648014440433213,0.07806859205776172,0.06588447653429604,0.03700361010830325,0.09025270758122744,0.1457581227436823,0.11101083032490974,0.05776173285198556,0.08709386281588448,0.12454873646209386,0.092057761732852,0.014891696750902529,0.8116634799235182,0.18833652007648186,0.11995249406175773,0.1163895486935867,0.11757719714964372,0.07482185273159145,0.165083135391924,0.167458432304038,0.10451306413301664,0.08669833729216153,0.023752969121140145,0.023752969121140145
dimmit,283.0,7,0.024734982332155476,33.7,3740,4897,27832,50693,18121,20829,41473,21983,8.024020137182676,0.8669230047828941,0.09453249554534372,0.000468911188220951,0.0,0.037700459532964456,0.0,0.0,0.00037512895057676077,0.4863546844227703,0.5136453155772297,0.09518897120885304,0.06996154928256589,0.09200037512895058,0.08102785332458033,0.04904811028791147,0.12604332739379162,0.1366407202475851,0.08656100534558754,0.040795273375222735,0.06011441432992591,0.0869361342961643,0.04829785238675795,0.027384413392103537,0.777830412126954,0.22216958787304594,0.14324569356300998,0.09972801450589304,0.2339075249320036,0.11997582351163495,0.08371109096403748,0.09307948020550016,0.09338168631006348,0.0794802055001511,0.03082502266545784,0.022665457842248413
donley,84.0,1,0.011904761904761904,41.6,2125,1157,43224,57942,23711,25236,46944,29677,3.65409221647071,0.1101269560082669,0.8116327133156186,0.04901092412164157,0.0038382049010924116,0.004133451431945674,0.0,0.0,0.021257750221434897,0.4824328314142309,0.5175671685857691,0.047829937998228524,0.05757307351638617,0.07204015352819604,0.08207853557720697,0.07410687924416888,0.09625036905816356,0.09506938293475052,0.1086507233540006,0.06672571597283733,0.06672571597283733,0.12607026867434307,0.08473575435488633,0.022143489813994686,0.8464780252859723,0.1535219747140277,0.07596899224806201,0.05968992248062016,0.11705426356589148,0.12868217054263567,0.1806201550387597,0.16589147286821707,0.11937984496124032,0.1007751937984496,0.034108527131782945,0.017829457364341085
duval,471.0,21,0.044585987261146494,36.1,4568,5071,37382,50374,17864,22225,43637,24217,6.33127717835244,0.8925583443416997,0.09053280493174813,0.016820783795684722,0.0,0.0,0.0,8.806693086745927e-05,0.0,0.5070893879348305,0.4929106120651695,0.07159841479524437,0.06243945398502863,0.08947600176133863,0.055746367239101716,0.08190224570673713,0.12619991193306912,0.11422280933509467,0.11254953764861296,0.07952443857331573,0.028005284015852047,0.09696169088507266,0.06243945398502863,0.01893439013650374,0.7553426676492262,0.24465733235077375,0.1219025918541726,0.0851609228140131,0.16063799487325547,0.10652235830247793,0.14183993164340644,0.17829678154371975,0.09313585872970664,0.06408430646539448,0.0239248077470806,0.024494446026773
eastland,235.0,6,0.02553191489361702,42.4,10261,7858,35325,60741,23940,22690,48326,30581,19.719267570061685,0.1621784345922277,0.7954022988505747,0.030103995621237004,0.0038861521620142314,0.0065134099616858225,0.0,0.0,0.0019157088122605363,0.5060207991242474,0.4939792008757526,0.053585112205801866,0.06288998357963875,0.05517241379310345,0.0799671592775041,0.06130268199233716,0.0967159277504105,0.1123152709359606,0.10985221674876848,0.07378215654077723,0.06962233169129721,0.12123700054734535,0.0675424192665572,0.03601532567049808,0.8376187038373966,0.16238129616260344,0.10758513931888544,0.07074303405572756,0.19287925696594427,0.12275541795665636,0.15835913312693498,0.14628482972136225,0.057739938080495365,0.07708978328173374,0.034055727554179564,0.032507739938080496
ector,3604.0,93,0.025804661487236404,30.3,95751,38448,60676,82506,28700,35230,54956,35600,176.36451324387872,0.5965126119412412,0.3336448952267876,0.042338735142918485,0.002140935443533617,0.01068573088630938,0.00031577218931174296,0.002052519230526329,0.01230879993937174,0.5068080484015611,0.4931919515984388,0.09173813643884757,0.08398277146935115,0.0804777001679908,0.07253287188490735,0.0793346048426823,0.1650288615781031,0.1250963105177401,0.10805724318247843,0.052752901946419774,0.04645008904775739,0.054653850526076464,0.028185825617966176,0.011708832779679428,0.7854493399077461,0.21455066009225385,0.049293605882126494,0.036397582476806405,0.0927358817415406,0.10249451437810372,0.12876775609192748,0.18851291527120145,0.13438811256111174,0.15756245909843322,0.05893675174192555,0.05091042075682335
edwards,68.0,2,0.029411764705882353,49.3,1034,1183,40313,62107,29814,21774,35163,33487,0.9703140559552492,0.581021897810219,0.4180048661800487,0.0,0.00048661800486618007,0.0,0.0,0.0,0.00048661800486618007,0.5167883211678832,0.4832116788321168,0.0583941605839416,0.06423357664233577,0.030656934306569343,0.07591240875912407,0.04330900243309002,0.0681265206812652,0.07931873479318735,0.17858880778588807,0.059367396593673974,0.06520681265206812,0.16253041362530413,0.10656934306569343,0.007785888077858881,0.877141458639256,0.12285854136074399,0.09912536443148688,0.0728862973760933,0.13556851311953352,0.15597667638483964,0.07580174927113703,0.20408163265306126,0.10349854227405247,0.0641399416909621,0.03498542274052478,0.05393586005830904
el paso,34760.0,75,0.00215765247410817,32.0,420177,278278,44597,60632,20763,25578,38598,31418,826.7524422958866,0.8239547593636514,0.12190236064055088,0.030358596747583125,0.002641902265135725,0.01093888407385388,0.0012200741594978355,0.0005073693911806068,0.008476053358546608,0.4914702251765049,0.5085297748234952,0.07781494507278662,0.07300388943406227,0.07980025165521802,0.07716312463141106,0.0852881977522939,0.14727321782024558,0.1251101290031445,0.11605865906448247,0.055415481809911966,0.04671857353991028,0.06515458649991522,0.036524627113342735,0.014674316603275337,0.7931386746457715,0.2068613253542285,0.08766614983968328,0.06543255407866809,0.125690566151345,0.11788171185139468,0.15311752043473678,0.18301320166789603,0.10383330071803827,0.10418328792280712,0.034483147927925215,0.02469855940750553
ellis,4796.0,581,0.12114261884904087,36.1,115928,42252,72213,90350,30727,36752,53656,43455,180.44802599234765,0.25904713393904216,0.6168101967566543,0.09369928570582453,0.0019900733247254767,0.006538812352669423,0.0002724505146945593,0.0009417311268790199,0.020700316279510536,0.4926852959641787,0.5073147040358214,0.06747296224783521,0.0759663109015743,0.07770762506070908,0.0752851846148379,0.06348096992383231,0.12695009417311268,0.13191343181037446,0.13586396427344555,0.06702874945213755,0.0549165472227816,0.07664151435103472,0.036419526409931416,0.010353119558393251,0.8475340871796402,0.15246591282035982,0.035315186246418336,0.033327363896848136,0.06660100286532951,0.07723853868194842,0.10976002865329514,0.1936246418338109,0.15193409742120345,0.18386461318051572,0.08617478510028652,0.062159742120343836
erath,991.0,13,0.013118062563067608,30.0,26740,10469,48819,67961,25290,23053,42103,32345,38.29656806175901,0.20903042283400028,0.7492888481751121,0.016248011185574462,0.005134757244105877,0.007521334554746638,0.0005062436719541006,0.00021696157369461452,0.01205342076081192,0.4873439082011475,0.5126560917988525,0.05903765488645678,0.06149655272166241,0.056795718624945764,0.1096379152403452,0.1426883949664915,0.1218600838918085,0.1006219565112579,0.10431030326406636,0.055445735499734826,0.0502627645725857,0.08013114121787764,0.038860228532857616,0.01885155006990984,0.8221040044901047,0.17789599550989532,0.1186161449752883,0.04577036028937755,0.09992120908244397,0.11166821860898216,0.1394599240742067,0.1784256142110164,0.10099563068548098,0.12291383138743645,0.053291311510636784,0.028937755175130718
falls,639.0,5,0.00782472613458529,39.3,8635,6361,38032,49617,17830,25760,31817,35503,22.599335044711385,0.2304757500433551,0.5132088560032372,0.2400716804439563,0.003294988149604023,0.004219897103878836,0.00040464766749523086,0.0,0.008324180588473323,0.473379964159778,0.526620035840222,0.060234695647147236,0.05907855945430372,0.06115960460142205,0.05589918492398405,0.06792300132955661,0.14255159257760566,0.11064223365512456,0.13995028614370772,0.0715648303370137,0.058558298167524135,0.09249089542748136,0.052257355916526964,0.02768946181860223,0.8306612581289035,0.16933874187109652,0.15390490738972695,0.07485201451212528,0.10807714340271148,0.12908153523009355,0.15619629558907772,0.1626885621539049,0.09642925338934503,0.08745464960855452,0.022531983960282602,0.008783654764177964
fannin,755.0,16,0.02119205298013245,41.9,18710,11381,50761,65077,24581,30940,50000,36165,38.362884260272665,0.10978785662033652,0.7905779078273591,0.062414045354791524,0.0049451353328456476,0.007081199707388442,0.0003803950256035114,8.778346744696415e-05,0.02472567666422824,0.5276956839795172,0.4723043160204828,0.050387710314557424,0.057732260424286766,0.06610095098756401,0.05963423555230433,0.062355523043160214,0.12190197512801755,0.11815654718361375,0.1413899049012436,0.06967081199707388,0.06408193123628382,0.10601316752011704,0.057000731528895385,0.025574250182882226,0.8399680511182108,0.16003194888178915,0.082168260976208,0.04717521053061892,0.10538794865505682,0.1097212002289265,0.14683999672962145,0.1830594391300793,0.13114217970730113,0.12468318207832554,0.038099910064589966,0.03172267189927234
fayette,510.0,22,0.043137254901960784,47.0,17577,8205,56297,76017,30097,31230,45089,30297,26.38887426700496,0.20793106199632969,0.7147929466209207,0.06351232745551744,0.0005186308146493258,0.004747466687943828,0.0,0.0,0.008497566424638954,0.4927391685949095,0.5072608314050906,0.050107715630734864,0.0611585414505705,0.061437804196920125,0.05549349716747786,0.05266097502593154,0.09243596904172983,0.10444426713476422,0.12116013723769248,0.08577355780738849,0.07504188941195243,0.13073485996968004,0.07859251575839782,0.030958270166759755,0.8924006978536941,0.10759930214630584,0.05944634388441601,0.07279144149112166,0.09760670563582223,0.09154075217822874,0.1372008382044778,0.18749310687107093,0.12970111392963493,0.12506893128929086,0.03793978162567552,0.06121098489026139
fisher,91.0,3,0.03296703296703297,44.4,2514,1406,46827,64120,28355,30858,45313,33750,4.319479037233397,0.30517640999227397,0.6417718259078032,0.02935874323976307,0.0,0.005923255215039918,0.0012876641771825909,0.0,0.016482101467937164,0.4839041977852176,0.5160958022147824,0.06747360288436775,0.04712850888488282,0.05305176409992274,0.06592840587174865,0.06644347154262169,0.10121040432655164,0.11099665207313933,0.11717744012361575,0.06927633273242338,0.07159412825135204,0.12567602369302086,0.08138037599793974,0.0226628895184136,0.8463730569948187,0.15362694300518134,0.08004851425106124,0.08247422680412371,0.08732565191024863,0.13887204366282596,0.15524560339599758,0.17707701637355974,0.0933899332929048,0.14675560946027896,0.02001212856276531,0.01879927228623408
floyd,121.0,9,0.0743801652892562,36.9,2954,2269,48555,57642,23308,28919,41493,29474,5.918501667602352,0.583957765667575,0.37193460490463215,0.027929155313351498,0.0013623978201634875,0.0017029972752043597,0.0,0.0,0.013113079019073569,0.4913147138964578,0.5086852861035422,0.0648841961852861,0.06573569482288827,0.0880449591280654,0.06931198910081744,0.060967302452316074,0.11597411444141688,0.12482970027247955,0.09928474114441416,0.06522479564032697,0.05892370572207085,0.0975817438692098,0.06232970027247956,0.02690735694822888,0.7756256427836818,0.22437435721631813,0.08161512027491409,0.06701030927835051,0.13058419243986255,0.08934707903780069,0.14733676975945018,0.22336769759450173,0.1323024054982818,0.09192439862542956,0.018900343642611686,0.01761168384879725
foard,20.0,0,0.0,49.3,856,538,46354,60131,25636,23833,38977,20962,1.9988727947450091,0.20454545454545456,0.7776988636363636,0.01775568181818182,0.0,0.0,0.0,0.0,0.0,0.5056818181818182,0.4943181818181818,0.04403409090909091,0.04616477272727273,0.06178977272727273,0.07102272727272728,0.033380681818181816,0.06178977272727273,0.12855113636363635,0.15198863636363635,0.07386363636363638,0.05823863636363636,0.11505681818181818,0.11363636363636365,0.040482954545454544,0.8674435542607429,0.1325564457392571,0.01615798922800718,0.07360861759425494,0.13644524236983846,0.1400359066427289,0.15439856373429084,0.23159784560143626,0.11669658886894076,0.06642728904847396,0.03231597845601436,0.03231597845601436
fort bend,17238.0,305,0.017693467919712262,36.0,558076,139849,95561,123548,39472,46297,71336,53339,858.1214556478664,0.2429903887510787,0.3372106548796092,0.20198230318310065,0.002234419253877096,0.19749993913506875,0.00019071011791566014,0.002141093025960922,0.015750491653389098,0.4912165141436575,0.5087834858563425,0.06986617830449238,0.07874840060486216,0.08048237486846413,0.07393736592808199,0.05829237348885901,0.1234584265468484,0.15329035818335762,0.14114307045994953,0.06392305590646817,0.05561431651387315,0.06711778852006244,0.02547265000500445,0.008653640669676551,0.8886115920667075,0.11138840793329256,0.031022523558800426,0.017566552797322697,0.047968365446803336,0.05437514378355854,0.08521102000599008,0.1554945937381989,0.12829617025709586,0.20470004036791228,0.11664590395909386,0.15871968608522405
franklin,183.0,7,0.03825136612021858,43.0,6682,3673,52944,67848,25602,29826,41613,35053,37.55041474589562,0.14186721603146366,0.7922090083341137,0.03820582451540407,0.0020601179885757093,0.00046820863376720653,0.0007491338140275306,0.0,0.024440490682648187,0.5021069388519525,0.4978930611480475,0.05496769360427006,0.06292724037831257,0.07865905047289072,0.07435153104223242,0.049255548272310136,0.09982208071916847,0.10572150950463527,0.12379436276804945,0.07388332240846521,0.06863938571027249,0.12014233542466525,0.07069950369884821,0.017136435995879763,0.8337112622826909,0.16628873771730915,0.04492905937992643,0.04939569101418812,0.12690488702049396,0.13215974776668418,0.1213872832369942,0.17288491854965846,0.15186547556489752,0.12900683131897006,0.02469784550709406,0.04676826064109301
freestone,440.0,4,0.00909090909090909,40.4,11020,6991,48731,67181,24083,31263,50804,31098,22.454487764474536,0.15140291237505707,0.6710132426810087,0.15744076310315086,0.0006088588969506317,0.005733421279618448,0.0,0.0,0.01380080166421432,0.5156527474757725,0.4843472525242275,0.0585011923486732,0.06890253183824649,0.06108884266071338,0.06027703079811254,0.04830280582475011,0.13364452788066367,0.12547567101324267,0.1191333908366736,0.07169313511593688,0.060835151453650614,0.10817393069156224,0.06281394286874017,0.02115784666903445,0.8433534659500194,0.1566465340499806,0.0540422432629279,0.07166788055353243,0.1396941005098325,0.12090313182811363,0.1235251274581209,0.15396941005098325,0.1101238164603059,0.15076474872541878,0.0471959213401311,0.02811361981063365
frio,1008.0,9,0.008928571428571428,31.4,7552,6172,42476,63369,18288,20819,35740,28381,17.109821694025854,0.7878209755594514,0.1564916984634423,0.03903269052284212,0.00046406104980921934,0.008868722285242858,0.0,0.0011859337939568938,0.006135918325255234,0.5970918840878622,0.40290811591213777,0.06012168711972775,0.06094668454161081,0.060534185830669274,0.0909044034237393,0.1042074868516036,0.18320098999690626,0.12297617819944312,0.10797153758894504,0.03996081262246056,0.04640610498092194,0.06991853150458904,0.04336392698772816,0.00948747035165515,0.7795716010932435,0.2204283989067565,0.08585640138408304,0.09472318339100344,0.12326989619377166,0.1055363321799308,0.15873702422145328,0.15938581314878894,0.10121107266435986,0.11872837370242215,0.03222318339100346,0.02032871972318339
gaines,493.0,10,0.02028397565922921,27.9,9884,4751,59032,74857,22710,32571,49333,27473,13.526016331594741,0.41213522956547416,0.5560257861325723,0.019241179075832882,0.004576546429801683,0.00467496678313075,0.0006397322966389449,0.0021652477732395053,0.0005413119433098763,0.5078490231779932,0.4921509768220068,0.10777028689532996,0.09094040647605924,0.10590030018207763,0.08665912110624477,0.06043009694404802,0.14054426455390975,0.11785837311155947,0.10850843954529796,0.05496776733428473,0.03956498203828552,0.04783229171792727,0.026819546282171158,0.012204123812804488,0.6829111418959034,0.3170888581040966,0.07739236534774273,0.030503747603276975,0.09377723548893148,0.11643716227993725,0.11957469060484575,0.17413282203242111,0.1493812096914764,0.14206031026668992,0.0554296670733833,0.04131078961129511
galveston,12172.0,168,0.013802168912257641,37.5,224321,86982,69369,95026,35448,37876,64771,47458,863.1751452088341,0.24276573042810976,0.5768032553830914,0.12350766916649596,0.002283782089889908,0.032471284573923315,0.0006206261904252358,0.0010639306121575473,0.020483721555906803,0.4930431778506768,0.5069568221493232,0.06473161738853951,0.06663324049417743,0.07165633818318562,0.0677399729125712,0.0608549966522873,0.1335630363601344,0.13106218796718935,0.13487460599408724,0.07211798623616203,0.06143893558022434,0.08328314312006824,0.03860417195319928,0.013439767158174076,0.8581900407514164,0.14180995924858364,0.05981658150208506,0.04002315805371662,0.08711959121000831,0.0828319950327653,0.1089267584598216,0.1533465904800262,0.11294585546353865,0.16983411785435598,0.08848725887515628,0.09666809306852604
garza,121.0,5,0.04132231404958678,39.0,2623,1684,55039,71609,19177,25668,36124,31192,7.038170433863808,0.5203562340966921,0.4074427480916031,0.042461832061068704,0.003657760814249364,0.021787531806615777,0.0,0.0011132315521628498,0.0031806615776081427,0.6472646310432572,0.35273536895674296,0.04277989821882952,0.037849872773536894,0.04357506361323155,0.0626590330788804,0.08206106870229007,0.17096055979643765,0.18638676844783714,0.1410623409669211,0.06393129770992366,0.04452926208651401,0.0648854961832061,0.04834605597964377,0.01097328244274809,0.8247446083995459,0.17525539160045406,0.05589680589680589,0.056511056511056514,0.052825552825552825,0.1074938574938575,0.21928746928746928,0.18611793611793606,0.16031941031941033,0.12346437346437344,0.013513513513513514,0.02457002457002457
gillespie,351.0,10,0.02849002849002849,50.3,16326,9813,58325,80569,33515,25433,47274,36044,24.766631575565253,0.22916666666666666,0.7498855311355311,0.000724969474969475,0.00026709401709401707,0.0016025641025641025,0.0,0.0012973137973137973,0.017055860805860804,0.4857677045177045,0.5142322954822954,0.049679487179487176,0.04952686202686202,0.061889499389499385,0.05918040293040293,0.04502442002442002,0.08104395604395605,0.0995497557997558,0.10958485958485957,0.06726953601953603,0.08684371184371184,0.14957264957264954,0.09916819291819293,0.04166666666666666,0.812270318362926,0.187729681637074,0.04852104133619483,0.04590836987963049,0.10926565270131566,0.11113184659886162,0.12120929364560977,0.1996827470374172,0.103107212839414,0.15069515722683588,0.047121395913035366,0.06335728282168518
glasscock,12.0,0,0.0,36.0,960,233,75833,94304,30902,30061,42404,24722,1.5885041178914436,0.43776223776223777,0.5622377622377622,0.0,0.0,0.0,0.0,0.0,0.0,0.5503496503496503,0.4496503496503497,0.04755244755244755,0.04825174825174825,0.08881118881118881,0.09230769230769233,0.11048951048951047,0.08531468531468532,0.16013986013986015,0.0937062937062937,0.04755244755244755,0.1048951048951049,0.060839160839160834,0.04825174825174825,0.011888111888111888,0.7972027972027972,0.2027972027972028,0.050925925925925916,0.0,0.16435185185185186,0.05787037037037038,0.11342592592592593,0.09027777777777778,0.17824074074074073,0.1851851851851852,0.11342592592592593,0.04629629629629629
goliad,157.0,6,0.03821656050955414,46.0,5154,2647,60492,76236,29918,35709,61554,39438,8.83908775825664,0.3583853405922188,0.5837206214314168,0.049395830566989776,0.0,0.005709733103173549,0.0,0.0,0.002788474306201036,0.4958172885406985,0.5041827114593016,0.0414287611207011,0.06984464214579737,0.07037578010888328,0.052449873854733764,0.0678528747842252,0.08923117779843315,0.10038507502323728,0.13198778382684906,0.09082459168769087,0.07117248705351215,0.11167175673881292,0.0906918071969194,0.012083388660204487,0.8931071620893914,0.10689283791060852,0.0917568071615069,0.06452816113390526,0.10966057441253264,0.09101081685938082,0.07571801566579635,0.15218202163371874,0.1174934725848564,0.1782916822081313,0.07348004475941812,0.04587840358075345
gonzales,1110.0,20,0.018018018018018018,36.5,10461,7731,53006,73239,26618,30835,40978,31465,19.374961328825915,0.504959597425848,0.4193642038031645,0.06561184497024243,0.000822567377945517,0.002516088450186287,0.0001935452653989452,0.0,0.0065321527072144,0.5055402332220448,0.4944597667779552,0.0729181787390526,0.07591813035273624,0.07736971984322834,0.06720859340978373,0.06362800599990323,0.11951420138384865,0.1095950065321527,0.12207867615038467,0.07214399767745681,0.058402283834131714,0.09207916001354816,0.051047563748971785,0.018096482314801373,0.8007751177394035,0.19922488226059654,0.05433878569448295,0.060715275852509014,0.11034100360410314,0.11990573884114222,0.12655946770169116,0.21264208483504296,0.11546991960077628,0.11006376490158026,0.04782367618519545,0.042140282783476576
gray,408.0,10,0.024509803921568627,36.6,12359,7532,47170,66873,24911,30902,48117,31497,24.49852803642435,0.2849900815516861,0.6393652193079127,0.0443905664536037,0.007978840643597091,0.006744544853427375,0.0008375578576151643,0.0,0.015693189332157815,0.5247079567996473,0.4752920432003527,0.07233854970244655,0.07189772977738594,0.07128058188230108,0.056116376460216,0.06233193740357064,0.13749173462640513,0.1331716993608111,0.12268018514436853,0.06779810447432225,0.047608551906546184,0.0820806700462861,0.04994489750936743,0.02525898170597311,0.819055737083866,0.1809442629161339,0.06725,0.042625,0.159875,0.128625,0.114875,0.174875,0.113,0.128125,0.0355,0.03525
grayson,2340.0,64,0.02735042735042735,39.9,80788,41729,54370,70460,27276,30519,45691,35604,137.8170322384226,0.1308105164903547,0.7580662725575606,0.05322028624766646,0.011932171748599877,0.014040136901057872,0.0005133789670192906,0.0015634723086496575,0.029853764779091473,0.4879978220286248,0.5120021779713753,0.06274113254511512,0.06430460485376477,0.07078406969508401,0.06585252022401991,0.060446484131922835,0.120784069695084,0.1168792781580585,0.128414747977598,0.07281425015556939,0.06359676415681394,0.10260578718108276,0.051275668948350964,0.01950062227753578,0.8312705427209964,0.16872945727900354,0.06620514210647037,0.04946097545718039,0.09983943949788353,0.10129908042621516,0.1454844965281398,0.1765957003148654,0.15061409179056234,0.12473674333256875,0.054507162666555455,0.03125716787955877
gregg,2470.0,84,0.0340080971659919,35.4,70968,40044,49287,67886,25839,27262,46156,35192,451.73019240617464,0.1855636711095276,0.5780604725735663,0.2005522535507798,0.003052779892140509,0.013288094968176593,0.0009798046868673782,0.001166048552966136,0.017336874665975676,0.4875378560901744,0.5124621439098256,0.07548544868576611,0.07538827797301892,0.06829481594247494,0.06676437721670689,0.06959852300516624,0.13845207054593744,0.1192851474565566,0.11798953795326088,0.06563071890132315,0.055695013522924185,0.08142095972273956,0.043929259721120065,0.02206584935300501,0.8102835856567139,0.18971641434328615,0.07515593428797329,0.05271018185012738,0.11420539400860932,0.1184661337081613,0.14954317842396556,0.18659404374945093,0.10506896248792058,0.12321005007467276,0.04212422032856013,0.03292190108055873
grimes,1157.0,35,0.03025064822817632,40.3,14468,9388,50298,72230,23513,28611,42188,31545,35.087184605831105,0.23944987332609485,0.5849800941006152,0.15074194715888528,0.0032573289902280127,0.0016286644951140064,0.0,0.0005428881650380022,0.019399203764024608,0.5389793702497285,0.4610206297502714,0.05551936301121969,0.058052841114730365,0.07148027506333696,0.06670285921100254,0.06156351791530944,0.1148389431777054,0.13058269996380745,0.13279044516829533,0.07061165399927614,0.07303655446977922,0.10499457111834963,0.041730003619254434,0.01809627216793341,0.8632095071885648,0.1367904928114352,0.07210280905265552,0.060047765267826674,0.12441715000568634,0.11440918912771522,0.12646423291254408,0.17150005686341407,0.10883657454793584,0.1348800181962925,0.04173774593426589,0.045604458091663816
guadalupe,3806.0,79,0.02075669994745139,36.7,112769,41595,70931,86049,30817,36663,52101,39372,218.11819158329257,0.3768411146277161,0.5070034872403102,0.07180749917814577,0.001766180859498379,0.01661757027659424,0.0015856952242211725,0.003416335239175696,0.020962117354338426,0.495368609680476,0.5046313903195241,0.06387902305703991,0.07289685890535462,0.0734640994733687,0.0754623332925092,0.06149403430516254,0.126868509768785,0.13949605832264386,0.13793614676060514,0.0636082946041241,0.05121279900990737,0.08100582066173767,0.03961015102780124,0.013065870810960634,0.8851510396233817,0.11484896037661828,0.04451390588811268,0.03172839738640857,0.06564106426648088,0.06950119569924869,0.12448453122940477,0.1981094770934152,0.14960363040653776,0.18560641723313312,0.07567740599167717,0.05513397480558119
hale,2407.0,60,0.024927295388450354,33.1,18237,10678,47080,56831,19854,28851,41728,32002,33.95409483616674,0.5907718465101282,0.3420690059508105,0.04356110573681588,0.00029314337642540966,0.0030486911148242604,0.0002052003634977868,0.0006449154281359012,0.01940609151936212,0.5203588074927447,0.4796411925072553,0.07011989564095798,0.06871280743411602,0.08926215812153725,0.0809368862310556,0.07850379620672471,0.13771875824465746,0.11684694984316828,0.11863512443936328,0.05959604842728579,0.04798757072083956,0.07088206841966406,0.03933984111628998,0.021458095154339992,0.8090897855774578,0.19091021442254216,0.08693701776422035,0.05239547819845685,0.1121478557329984,0.11537771397810875,0.17566840122016866,0.20653149111788985,0.12838686524313656,0.08657814462587475,0.02144267001614929,0.01453436210299659
hall,41.0,1,0.024390243902439025,43.5,1237,1393,32921,54817,22846,20659,40734,30060,3.479375025467124,0.3438516590761223,0.562459336369551,0.07774886141834743,0.0009759271307742355,0.002927781392322707,0.0,0.0,0.012036434612882237,0.5029277813923227,0.4970722186076773,0.04033832140533507,0.0494469746258946,0.09596616785946648,0.08945998698763825,0.0468445022771633,0.08165256994144438,0.10735198438516592,0.1206896551724138,0.05627846454131425,0.08132726089785296,0.12264150943396225,0.07905009759271307,0.02895250487963565,0.7440318302387268,0.25596816976127323,0.0937740199846272,0.1083781706379708,0.19139123750960801,0.1652574942352037,0.10684089162182936,0.13604919292851653,0.07916986933128363,0.0830130668716372,0.013066871637202151,0.023059185242121444
hamilton,182.0,4,0.02197802197802198,46.0,4724,3273,47500,70251,28074,28403,41516,29388,9.892154106577822,0.12323134599105093,0.8470189865763695,0.005079211512879429,0.007497883661869633,0.002902406578788245,0.0,0.0,0.014270165679042206,0.4921997823195066,0.5078002176804934,0.05671786189382029,0.060708670939654125,0.05490385778207764,0.06203894062159875,0.04909904462450115,0.1006167613979925,0.10799371145241264,0.112347321320595,0.07751844237513605,0.0662716168823316,0.12698028782198573,0.07243923086225662,0.052364252025637915,0.8253356539035306,0.1746643460964694,0.06145431145431145,0.0859073359073359,0.12387387387387387,0.12194337194337194,0.11422136422136422,0.17631917631917632,0.11486486486486487,0.12676962676962678,0.037323037323037316,0.037323037323037316
hansford,187.0,6,0.03208556149732621,34.3,3468,1398,39229,54819,20127,28285,40861,24109,6.030593274698036,0.4719668289165314,0.524788173787633,0.0005408328826392644,0.0007211105101856861,0.0,0.0,0.0,0.0019830539030106366,0.501712637461691,0.49828736253830896,0.08418965206417882,0.06544077879935101,0.08527131782945736,0.07860104561023977,0.07769965747250766,0.11862267892554534,0.13268433387416625,0.09807102938525328,0.054624121146565716,0.04921579232017307,0.08779520461510726,0.048674959437533805,0.01910942851992068,0.8028555738605162,0.1971444261394838,0.07493261455525606,0.03881401617250674,0.12237196765498652,0.2215633423180593,0.14393530997304582,0.1595687331536388,0.10296495956873317,0.07870619946091645,0.04582210242587601,0.011320754716981131
