county_state,total_cases,total_fatalities,death_rate,total_tests,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_private,health_ins_noninst_pop_public,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,state,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,race_pop_minority,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_race_pop_minority,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Franklin County, Illinois",982.0,9.0,0.009164969450101831,16107,39127,657,37527,280,79,185,25,17,357,39127,19285,19842,2275,2589,2270,2333,2065,4521,4681,5170,2865,2602,4357,2482,917,42.3,408.92,0.126,38660,36128,22185,19750,2532,16135,1579,1183,2274,1957,2362,3006,1638,1482,406,248,41414,54762,23510,45801,33559,0.9164969450101832,2.5097758581031004,41.16594678866256,95.6837523231928,Illinois,2,5036,4319,13999,1888,9355,4644,478,1600,20734,14994,3399,31371,7756,16053,12716,9441,0.01679147391826616,0.9591075216602346,0.007156183709458941,0.0020190661180259158,0.004728192808035372,0.000638944974058834,0.00043448258236000715,0.00912413422956015,0.4928821529889846,0.5071178470110154,0.0581439926393539,0.06616914151353286,0.05801620364454213,0.059626344979170395,0.05277685485725969,0.11554680910879955,0.11963605694277608,0.13213382063536688,0.07322309402714239,0.06650139290004345,0.1113553300789736,0.06343445702456105,0.023436501648478034,0.9345059493016037,0.06549405069839627,0.0978617911372792,0.07331887201735358,0.14093585373411838,0.12128912302448094,0.14638983576076853,0.18630306786488998,0.10151843817787419,0.09185001549426712,0.025162689804772233,0.015370312984195847,0.31211651688875114,0.26767895878524944,0.8676169817167648,0.11701270529903936,0.5797954756740006,0.2878215060427642,0.012216627904004906,0.04089247833976538,0.5299154036854347,0.38321363764152633,0.08687095867303908,0.8017737112479874,0.19822628875201267,0.41027934674265853,0.32499297160528534,0.2412911800035781
"Fulton County, Illinois",518.0,1.0,0.0019305019305019305,15188,35418,1043,32549,1315,87,49,10,0,365,35418,18496,16922,1723,1909,2116,2029,2053,4203,4578,4793,2484,2591,3758,1938,1243,43.0,865.702,0.061,32889,30898,22996,14362,1991,14090,1042,767,1783,1450,1976,3063,1792,1500,417,300,50180,62429,25538,47362,32055,0.19305019305019305,1.4625331752216386,42.882150319046815,40.91246179401226,Illinois,1,3592,3426,11873,1917,7018,4855,462,2869,18611,13626,3181,28479,6939,14033,11855,8287,0.02944830312270597,0.9189959907391722,0.037128014004178665,0.002456378112823988,0.001383477327912361,0.00028234231181884916,0.0,0.010305494381387994,0.5222203399401434,0.47777966005985656,0.04864758032638771,0.053899147326218304,0.059743633180868484,0.057287255068044496,0.057964876616409734,0.1186684736574623,0.12925631035066915,0.13532667005477442,0.07013383025580214,0.07315489299226383,0.10610424078152352,0.05471794003049297,0.03509514935908295,0.9394630423545867,0.06053695764541336,0.07395315826827538,0.05443577004968062,0.12654364797728887,0.10290986515259049,0.14024130589070263,0.21738821859474805,0.12718239886444288,0.10645848119233499,0.029595457771469127,0.021291696238467,0.25493257629524485,0.24315117104329312,0.8426543647977289,0.1360539389638041,0.498083747338538,0.34457061745919093,0.013044214806030833,0.08100400926082783,0.5254672765260602,0.3847196340843639,0.08981308938957593,0.8040826698289005,0.19591733017109944,0.39621096617539103,0.3347168106612457,0.23397707380428032
"Gallatin County, Illinois",107.0,2.0,0.018691588785046728,1088,5157,75,4936,12,27,22,0,5,80,5157,2472,2685,264,285,343,249,268,540,610,660,375,353,693,405,112,45.3,322.99,0.068,5157,4973,3189,2857,184,2314,260,115,334,253,353,393,295,214,62,35,42500,57026,25572,47340,34425,1.8691588785046729,2.0748497188287764,21.097537327903822,15.966438589430012,Illinois,2,709,606,2003,276,1315,688,112,221,2559,2081,517,3947,1210,1949,1645,1451,0.014543339150668994,0.9571456273026954,0.002326934264107039,0.005235602094240838,0.0042660461508629045,0.0,0.0009695559433779329,0.015512895094046927,0.47934845840605,0.52065154159395,0.051192553810354854,0.055264688772542175,0.0665115377157262,0.048283885980221056,0.0519681985650572,0.10471204188481675,0.11828582509210782,0.12798138452588714,0.07271669575334497,0.06845064960248207,0.1343804537521815,0.07853403141361257,0.021718053131665697,0.964320341283692,0.03567965871630793,0.11235955056179775,0.04969749351771824,0.14433880726015558,0.10933448573898012,0.1525496974935177,0.16983578219533277,0.1274848746758859,0.09248055315471046,0.02679343128781331,0.01512532411408816,0.30639585133967157,0.26188418323249785,0.865600691443388,0.11927398444252377,0.5682800345721694,0.29732065687121867,0.021718053131665697,0.04285437269730463,0.49621873182082604,0.40352918363389567,0.10025208454527826,0.7653674617025402,0.23463253829745975,0.37793290672871827,0.3189839053713399,0.2813651347682761
"Greene County, Illinois",290.0,15.0,0.05172413793103448,4737,13218,86,12746,194,40,25,0,0,127,13218,6668,6550,660,883,720,791,765,1526,1577,1863,1090,859,1332,771,381,42.9,543.02,0.066,12932,12105,7886,6106,827,5005,369,346,578,633,788,979,588,545,102,77,46052,58630,23946,43873,33333,5.172413793103448,2.193977908912089,35.8374943259192,24.34164487495857,Illinois,2,1293,1421,4281,647,2714,1567,167,472,6922,5144,1152,10734,2484,5345,4530,2962,0.006506279316084128,0.9642911181721895,0.014676955666515357,0.003026176426085641,0.0018913602663035256,0.0,0.0,0.00960811015282191,0.5044636102284763,0.4955363897715237,0.04993191103041307,0.06680284460584052,0.05447117566954154,0.05984263882584355,0.05787562414888788,0.1154486306551672,0.11930700559842639,0.14094416704493873,0.08246330761083372,0.06498713875018913,0.10077167498865183,0.05832955061280073,0.02882433045846573,0.9360501082585834,0.06394989174141665,0.07372627372627373,0.06913086913086913,0.11548451548451548,0.12647352647352647,0.15744255744255745,0.1956043956043956,0.11748251748251748,0.1088911088911089,0.02037962037962038,0.015384615384615385,0.25834165834165834,0.2839160839160839,0.8553446553446553,0.12927072927072927,0.5422577422577423,0.3130869130869131,0.01263428657890755,0.03570888182781056,0.5236798305341201,0.3891662883946134,0.08715388107126645,0.8120744439400817,0.1879255560599183,0.40437282493569376,0.3427144802541988,0.2240883643516417
"Grundy County, Illinois",965.0,7.0,0.0072538860103626935,14045,50509,4877,43702,611,17,401,17,216,668,50509,25241,25268,3142,3813,3645,3421,2933,6408,7061,7084,3673,2632,3955,1980,762,37.6,418.088,0.08900000000000001,50217,48112,39456,14358,2105,19398,815,821,1179,1151,2122,3731,2952,3756,1915,956,74140,87844,33308,62983,42238,0.7253886010362693,1.910550594943476,27.806925498426022,120.80949465184362,Illinois,1,2815,3273,12771,5671,6088,6683,918,6807,30423,17344,2742,43812,6697,23362,17818,8567,0.09655704923874953,0.8652319388623809,0.012096854026015166,0.0003365736799382288,0.007939179156189986,0.0003365736799382288,0.004276465580391613,0.013225365776396285,0.4997327209012255,0.5002672790987744,0.06220673543328912,0.07549149656496862,0.07216535666910848,0.06773050347462828,0.05806885901522501,0.1268684788849512,0.1397968678849314,0.14025223227543607,0.0727197133184185,0.052109525035142254,0.07830287671504088,0.03920093448692312,0.015086420241937081,0.9580819244478961,0.04191807555210387,0.04201464068460666,0.04232395092277554,0.060779461800185584,0.05933601402206413,0.10939272089906175,0.192339416434684,0.15218063717909064,0.193628209093721,0.09872151768223528,0.04928343128157542,0.14511805340756778,0.1687287349211259,0.6583668419424683,0.2923497267759563,0.31384678832869367,0.34452005361377463,0.018174978716664358,0.13476806113761905,0.6023282979271021,0.3433843473440377,0.054287354728860204,0.8674097685560989,0.13259023144390109,0.4625314300421707,0.35276881347878597,0.16961333623710625
"Hamilton County, Illinois",120.0,2.0,0.016666666666666666,2013,8221,198,7920,31,23,49,0,0,0,8221,4018,4203,466,516,534,500,367,891,916,1028,625,653,920,553,252,44.1,434.634,0.063,8148,7642,5759,3175,506,3376,194,218,325,280,441,816,399,464,128,111,56862,67205,27795,47229,36786,1.6666666666666667,1.4596764383894905,24.486072253983696,18.9147650666998,Illinois,1,737,721,2673,592,1458,1215,23,301,4190,3226,805,6496,1725,3274,2569,2126,0.02408466123342659,0.9633864493370636,0.00377083079917285,0.0027977131735798565,0.005960345456757086,0.0,0.0,0.0,0.48874832745408103,0.511251672545919,0.056684101690791876,0.06276608685074808,0.06495560150833232,0.060819851599562096,0.04464177107407858,0.10838097555041966,0.11142196813039776,0.12504561488869967,0.07602481449945263,0.07943072618902809,0.11190852694319425,0.06726675586911568,0.030653205206179295,0.9378988708885616,0.06210112911143839,0.057464454976303314,0.06457345971563981,0.09626777251184834,0.08293838862559241,0.13062796208530805,0.24170616113744076,0.1181872037914692,0.13744075829383887,0.037914691943127965,0.03287914691943128,0.21830568720379148,0.21356635071090047,0.7917654028436019,0.17535545023696683,0.4318720379146919,0.35989336492890994,0.0027977131735798565,0.03661355066293638,0.5096703564043303,0.39240968252037467,0.09791996107529498,0.7901715119815108,0.20982848801848925,0.3982483882739326,0.31249239751855007,0.258606009001338
"Hancock County, Illinois",309.0,4.0,0.012944983818770229,6987,18112,268,17435,148,3,69,0,0,189,18112,9008,9104,964,1039,1103,1030,936,1842,1924,2395,1354,1459,2179,1270,617,46.0,793.7189999999997,0.063,17931,17395,12327,7778,536,7420,415,360,885,795,1110,1574,1144,738,200,199,51549,63252,26880,46788,34923,1.2944983818770228,1.7060512367491163,38.576634275618375,22.81915892148229,Illinois,1,1660,1905,6283,938,3565,2718,192,677,8838,7387,1887,14046,4066,6914,5673,4908,0.014796819787985865,0.9626214664310954,0.008171378091872792,0.00016563604240282687,0.003809628975265018,0.0,0.0,0.010435070671378091,0.49734982332155475,0.5026501766784452,0.05322438162544169,0.057365282685512366,0.06089885159010601,0.05686837455830389,0.05167844522968198,0.10170053003533569,0.1062279151943463,0.1322327738515901,0.07475706713780919,0.08055432862190813,0.12030697879858657,0.07011925795053003,0.034065812720848056,0.9701076348223746,0.029892365177625342,0.05592991913746631,0.04851752021563342,0.1192722371967655,0.10714285714285714,0.1495956873315364,0.21212938005390836,0.15417789757412398,0.09946091644204852,0.026954177897574125,0.026819407008086254,0.22371967654986524,0.25673854447439354,0.8467654986522911,0.12641509433962264,0.4804582210242588,0.36630727762803234,0.01060070671378092,0.037378533568904596,0.48796378091872794,0.407851148409894,0.1041850706713781,0.7755079505300353,0.22449204946996468,0.3817358657243816,0.3132177561837456,0.2709805653710247
"Hardin County, Illinois",53.0,0.0,0.0,1342,4009,69,3793,112,11,1,0,0,23,4009,1976,2033,131,159,246,273,218,355,574,616,267,318,577,162,113,46.2,177.472,0.078,3921,3584,2333,1903,337,1438,131,112,187,185,182,277,153,161,30,20,43081,63443,25795,52260,27500,0.0,1.3220254427538038,33.47468196557745,22.58947890371439,Illinois,1,430,367,1227,191,797,430,34,216,1956,1778,275,3157,852,1382,1457,1057,0.017211274632077826,0.946121227238713,0.027937141431778497,0.0027438263906211027,0.0002494387627837366,0.0,0.0,0.005737091544025941,0.4928909952606635,0.5071090047393365,0.032676477924669496,0.03966076328261412,0.0613619356447992,0.06809678223996009,0.054377650286854574,0.08855076078822649,0.1431778498378648,0.15365427787478175,0.06660014966325767,0.07932152656522824,0.143926166126216,0.04040907957096533,0.028186580194562234,0.9140525376179546,0.0859474623820454,0.09109874826147427,0.07788595271210014,0.13004172461752433,0.1286509040333797,0.12656467315716272,0.1926286509040334,0.10639777468706536,0.11196105702364395,0.02086230876216968,0.013908205841446454,0.29902642559109877,0.25521557719054244,0.8532684283727399,0.13282336578581364,0.5542420027816412,0.29902642559109877,0.008480917934647045,0.0538787727612871,0.4879022200049888,0.44350212022948365,0.06859565976552756,0.7874781741082564,0.21252182589174357,0.344724370167124,0.3634322773759042,0.2636567722624096
"Henderson County, Illinois",128.0,0.0,0.0,1883,6884,117,6620,5,16,48,0,0,78,6884,3369,3515,330,321,367,380,359,645,649,950,683,503,924,587,186,49.7,378.789,0.099,6823,6369,5186,2660,454,2990,97,150,299,343,530,747,381,348,54,41,52712,65045,28401,46081,29452,0.0,1.8593840790238232,27.35328297501453,18.173706205829628,Illinois,1,546,873,2547,402,1419,1128,94,264,3051,3060,773,5187,1697,2402,2282,2014,0.016995932597327134,0.9616502033701336,0.000726321905868681,0.002324230098779779,0.006972690296339338,0.0,0.0,0.011330621731551424,0.48939570017431727,0.5106042998256828,0.047937245787332945,0.04662986635676932,0.053312027890761185,0.05520046484601976,0.0521499128413713,0.09369552585705986,0.09427658338175479,0.1380011621150494,0.09921557234166183,0.07306798373038931,0.13422428820453225,0.08527019174898315,0.027019174898314933,0.933460354682691,0.0665396453173091,0.032441471571906355,0.05016722408026756,0.1,0.11471571906354515,0.17725752508361203,0.24983277591973244,0.1274247491638796,0.11638795986622073,0.018060200668896322,0.0137123745819398,0.1826086956521739,0.2919732441471572,0.8518394648829432,0.13444816053511705,0.4745819397993311,0.37725752508361204,0.013654851830331202,0.03834979662986636,0.44320162696106913,0.44450900639163277,0.11228936664729808,0.7534863451481697,0.24651365485183033,0.34892504357931436,0.33149331783846603,0.2925624636839047
"Henry County, Illinois",846.0,7.0,0.008274231678486997,20732,49464,2773,44823,848,102,274,0,54,590,49464,24536,24928,2741,2990,3321,3200,2581,5281,5859,6451,3838,3363,5476,3017,1346,43.1,822.9989999999997,0.092,48734,46576,37565,17909,2158,20023,1176,1000,2108,2136,2499,3707,2750,3178,886,583,57250,69866,29014,53794,36576,0.8274231678486997,1.7103347889374092,41.913310690603275,60.102138641723755,Illinois,1,4284,4635,15376,4064,8919,6457,746,4641,25973,19128,4363,39625,9839,20114,16148,11856,0.056060973637392854,0.9061741872877244,0.017143781335921073,0.002062105773896167,0.005539382176936762,0.0,0.001091703056768559,0.011927866731360181,0.4960375222383956,0.5039624777616044,0.055414038492641114,0.06044800258774058,0.06713973799126638,0.06469351447517387,0.05217936276888242,0.10676451560731037,0.11844978165938864,0.1304180818372958,0.07759178392366166,0.06798884036875304,0.11070677664564127,0.06099385411612486,0.027211709526120006,0.9557188000164156,0.04428119998358435,0.05873245767367527,0.0499425660490436,0.1052789292313839,0.10667732108075713,0.12480647255655995,0.18513709234380463,0.1373420566348699,0.15871747490386057,0.044249113519452626,0.02911651600659242,0.21395395295410277,0.23148379363731708,0.7679168955700943,0.2029665884233132,0.4454377465914199,0.3224791489786745,0.015081675562024907,0.0938258127122756,0.5250889535824034,0.38670548277535177,0.08820556364224487,0.8010876597121138,0.19891234028788615,0.40663917192301474,0.3264596474203461,0.23968947113051917
"Iroquois County, Illinois",492.0,19.0,0.03861788617886179,14003,28169,1914,25375,282,16,91,0,108,383,28169,13751,14418,1488,1653,1815,1794,1502,2898,3141,3733,2043,2209,3133,1925,835,44.5,1117.406,0.063,27740,26068,18840,11865,1672,11779,532,795,1318,1231,1866,2382,1660,1309,442,244,51825,64658,26976,48161,32326,3.8617886178861784,1.7466008733004368,49.71067485533743,25.209279348777443,Illinois,1,2645,3097,9784,1751,5742,4042,507,2794,14291,11118,2760,22276,5893,11150,8917,7267,0.067947033973517,0.9008129504064752,0.010011005005502503,0.000568000284000142,0.0032305016152508075,0.0,0.0038340019170009583,0.013596506798253399,0.488160744080372,0.511839255919628,0.052824026412013204,0.05868152934076467,0.0644325322162661,0.06368703184351591,0.05332102666051333,0.10287905143952572,0.11150555575277787,0.13252156626078312,0.07252653626326813,0.0784195392097696,0.1112215556107778,0.06833753416876709,0.02964251482125741,0.9397260273972603,0.06027397260273973,0.04516512437388573,0.06749299600984804,0.11189404873079209,0.10450802275235589,0.15841752270990747,0.20222429747856355,0.14092877154257577,0.11112997707785041,0.03752440784446897,0.020714831479752102,0.22455216911452586,0.2629255454622634,0.8306307835979285,0.1486543849223194,0.4874777145767892,0.3431530690211393,0.0179985089992545,0.0991870495935248,0.5073307536653768,0.3946891973445987,0.0979800489900245,0.7907983953991977,0.2092016046008023,0.39582519791259896,0.31655365827682913,0.2579786289893145
"Jackson County, Illinois",1542.0,26.0,0.016861219195849545,22926,58551,2530,43423,8604,102,2003,2,177,1710,58551,28989,29562,3018,2832,2952,5837,8594,8577,5807,5888,3444,3247,4752,2456,1147,31.6,584.072,0.083,57971,53700,39523,21664,4271,23728,3653,1937,3326,2331,3161,3416,2273,1913,968,750,37802,58035,24521,44483,36047,1.6861219195849546,2.6336014756366244,39.155607931546854,100.24620252297663,Illinois,2,8916,5492,20097,2881,14408,5689,1991,15128,37617,17331,3603,50196,8355,31810,15139,10455,0.043210192823350584,0.741626957695001,0.1469488138545883,0.0017420710150125533,0.03420949257911906,3.415825519632457e-05,0.0030230055848747247,0.02920530819285751,0.4951068299431265,0.5048931700568735,0.05154480709125378,0.048368089357995595,0.05041758466977507,0.09969086779047326,0.1467780225786067,0.14648767740943794,0.0991784939625284,0.10056190329797954,0.05882051544807091,0.055455927311232944,0.08116001434646718,0.04194633738108657,0.01958975935509214,0.9263252315813079,0.07367476841869211,0.15395313553607554,0.08163351314902226,0.14017194875252867,0.09823836817262306,0.1332181389076197,0.14396493594066082,0.09579399865138233,0.08062204989885367,0.04079568442346595,0.03160822656776804,0.3757585974376264,0.23145650708024276,0.8469740391099123,0.12141773432231963,0.6072151045178692,0.23975893459204314,0.034004543047941115,0.2583730423049991,0.6424655428600707,0.29599836040375055,0.061536096736178714,0.8573038889173541,0.1426961110826459,0.5432870488975423,0.25856091270857884,0.1785622790387867
"Jasper County, Illinois",264.0,10.0,0.03787878787878788,3443,9598,24,9326,97,16,4,0,32,99,9598,4809,4789,583,650,604,553,499,1042,1079,1345,771,678,965,541,288,42.8,494.61400000000003,0.07400000000000001,9535,8841,6556,3778,694,3656,316,235,334,308,438,851,463,513,127,71,54951,63677,25536,42887,35917,3.787878787878788,2.7505730360491767,35.872056678474685,19.405030993865925,Illinois,2,885,746,2945,640,1631,1314,147,272,5010,3759,829,7804,1794,3931,3195,2184,0.002500520941862888,0.9716607626588872,0.010106272140029173,0.0016670139612419254,0.00041675349031048136,0.0,0.003334027922483851,0.010314648885184413,0.5010418837257762,0.4989581162742238,0.06074182121275266,0.06772244217545322,0.06292977703688268,0.05761617003542405,0.05198999791623255,0.1085642842258804,0.11241925401125234,0.14013336111689936,0.08032923525734528,0.0706397166076266,0.10054177953740362,0.056365909564492604,0.030006251302354656,0.9272155217619298,0.07278447823807027,0.08643326039387308,0.06427789934354486,0.09135667396061269,0.08424507658643327,0.11980306345733041,0.2327680525164114,0.12664113785557987,0.14031728665207877,0.034737417943107224,0.019420131291028448,0.24206783369803064,0.20404814004376368,0.8055251641137856,0.175054704595186,0.4461159737417943,0.35940919037199126,0.015315690768910189,0.02833923734111273,0.5219837466138779,0.39164409251927484,0.08637216086684726,0.8130860595957491,0.18691394040425088,0.40956449260262556,0.332881850385497,0.2275474057095228
"Jefferson County, Illinois",905.0,48.0,0.05303867403314917,12865,38169,969,32703,3193,44,449,0,24,787,38169,19567,18602,2392,2535,2105,2155,2315,4732,4663,5141,2554,2603,3968,2221,785,41.0,571.207,0.069,35686,33641,22893,16327,2045,15223,1298,740,1966,1608,2255,2875,1637,1852,577,415,47617,64402,25770,48909,34147,5.303867403314917,2.3710340852524303,33.70536299090885,66.82166009870328,Illinois,2,4004,3863,12379,2429,7867,4512,855,5466,20897,14266,3006,31195,6974,16234,12358,8792,0.02538709423878016,0.8567947811050852,0.08365427441117138,0.0011527679530509052,0.011763472975451283,0.0,0.0006287825198459483,0.020618826796615055,0.5126411485760696,0.48735885142393043,0.06266865781131284,0.06641515365872828,0.055149466844821714,0.056459430427834106,0.06065131389347376,0.1239749534962928,0.1221672037517357,0.13469045560533416,0.06691293982027299,0.06819670413162514,0.10395870994786345,0.058188582357410465,0.02056642825329456,0.9426946141343945,0.05730538586560556,0.08526571635025948,0.04861065493004007,0.1291466859357551,0.10562963936149247,0.14813111738816265,0.18885896341062866,0.10753465151415621,0.12165801747355974,0.0379031728305853,0.02726138080536031,0.2630230572160547,0.25376075674965515,0.8131774288904946,0.15956119030414503,0.5167838139657098,0.2963936149247849,0.02240037726951191,0.14320521889491472,0.5474861798841992,0.37375880950509577,0.07875501061070503,0.8172862794414315,0.18271372055856847,0.4253189761324635,0.32377059917734285,0.23034399643689907
"Jersey County, Illinois",473.0,21.0,0.04439746300211417,7793,22069,302,21162,105,23,47,0,2,428,22069,10841,11228,1032,1069,1623,1640,1446,2372,2467,3072,1644,1595,2269,1284,556,42.7,369.286,0.129,21704,20547,16592,6953,1157,8665,511,331,757,924,1341,1408,1200,1425,532,236,56747,71313,28924,53594,38125,4.439746300211417,2.1432779011282794,35.311976075037386,59.761269043505585,Illinois,2,1599,2265,6472,1957,3864,2608,453,907,11649,8580,1840,17960,4109,9182,7183,5148,0.013684353618197472,0.9589016267162083,0.004757805065929584,0.0010421858715845757,0.0021296841723684808,0.0,9.062485839865875e-05,0.01939371969731297,0.4912320449499298,0.5087679550500702,0.04676242693370792,0.0484389868140831,0.07354207259051158,0.07431238388690017,0.06552177262223027,0.10748108206080928,0.11178576283474558,0.13919978250033985,0.0744936336036975,0.07227332457293036,0.10281390185327835,0.05818115909193892,0.025193710634827133,0.9466918540361223,0.053308145963877625,0.0589728793998846,0.038199653779572997,0.08736295441431044,0.10663589151759954,0.1547605308713214,0.1624927870744374,0.13848817080207732,0.16445470282746683,0.06139642238892094,0.02723600692440854,0.18453548759376803,0.26139642238892097,0.7469128678592037,0.22585112521638775,0.445931909982689,0.3009809578765147,0.020526530427296207,0.04109837328379174,0.5278444877429879,0.388780642530246,0.08337486972676605,0.8138112284199556,0.1861887715800444,0.4160587249082423,0.3254791789387829,0.23326838551814763
"Jo Daviess County, Illinois",498.0,7.0,0.014056224899598391,7365,21834,648,20695,110,57,95,12,8,209,21834,10956,10878,923,1122,1335,1220,1012,1917,2255,2740,1567,1978,3350,1753,662,49.7,600.906,0.071,21672,20658,16620,8355,1014,9758,469,364,999,1111,1375,1993,1321,1391,464,271,57083,73074,32710,46528,35040,1.405622489959839,2.280846386369882,33.731794449024456,36.335133947738925,Illinois,2,1832,2486,7632,1855,4318,3314,286,1139,9784,9635,2415,16069,5765,7529,6562,7081,0.02967848309975268,0.947833653934231,0.005038014106439498,0.002610607309700467,0.004351012182834112,0.0005496015388843089,0.0003664010259228726,0.009572226802235045,0.501786205001374,0.498213794998626,0.04227351836585142,0.05138774388568288,0.061143171200879365,0.05587615645323807,0.046349729779243384,0.08779884583676835,0.10327928918200971,0.12549235137858386,0.07176880095264267,0.09059265365943024,0.1534304296052029,0.08028762480534946,0.030319684895117705,0.9532115171650055,0.04678848283499446,0.04806312769010043,0.03730272596843615,0.10237753638040582,0.11385529821684771,0.1409100225456036,0.20424267267882762,0.13537610166017627,0.14254970280795246,0.04755072760811642,0.02777208444353351,0.18774339003894241,0.25476532076245134,0.7821274851403976,0.19010043041606886,0.4425087108013937,0.3396187743390039,0.013098836676742696,0.05216634606576898,0.44810845470367316,0.44128423559585966,0.11060730970046716,0.7359622606943299,0.26403773930567004,0.3448291655216635,0.3005404415132362,0.3243107080699826
"Johnson County, Illinois",355.0,0.0,0.0,3880,12602,403,10647,1462,9,40,0,9,32,12602,7015,5587,603,717,580,697,776,1635,1538,1747,1018,719,1511,757,304,43.2,343.925,0.07200000000000001,10342,9970,7236,4566,372,4342,265,230,490,545,593,871,544,574,144,86,50923,65981,22469,53213,38125,0.0,2.8170131725123,30.788763688303447,36.64170967507451,Illinois,2,985,1138,3538,718,2123,1415,50,1955,6546,4995,1061,10030,2572,5008,4303,2987,0.031979050944294554,0.8448658943024917,0.1160133312172671,0.0007141723535946675,0.0031740993493096334,0.0,0.0007141723535946675,0.0025392794794477066,0.5566576733851769,0.44334232661482303,0.04784954769084272,0.056895730836375176,0.04602444056498969,0.055308681161720365,0.061577527376606885,0.12974131090303126,0.1220441199809554,0.13862878908109824,0.08078082843993017,0.05705443580384066,0.11990160292017141,0.06006983018568481,0.024123155054753213,0.9640301682459872,0.03596983175401276,0.061031782588668815,0.05297098111469369,0.11285122063565177,0.12551819438046982,0.13657300783049287,0.20059880239520958,0.12528788576692768,0.1321971441731921,0.033164440350069095,0.019806540764624597,0.22685398433901427,0.2620912022109627,0.8148318747121143,0.16536158452326116,0.488945186549977,0.3258866881621373,0.003967624186637042,0.15513410569750832,0.5194413585145216,0.39636565624504044,0.08419298524043803,0.7959054118393906,0.20409458816060944,0.3973972385335661,0.3414537375019838,0.23702586890969687
