county_state,total_cases,total_fatalities,death_rate,total_tests,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,obes_percent,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"Humboldt County, California",553.0,9.0,0.0162748643761302,42400,38.0,75848,65631,45528,63753,26747,42593,36973,1.62748643761302,0.40731247422072947,31.229744858876906,38.04971394332227,0.08800000000000001,0.11313417005479937,0.7461625714454069,0.00988450886806906,0.04359642920275764,0.02982293323905486,0.002717871663425844,0.0019003005126392082,0.05278121501384715,0.4983943197218785,0.5016056802781215,0.0542395851747098,0.05735519415473455,0.050107536385598964,0.06706293088209299,0.09400595132873726,0.13512020505568323,0.12541983383418773,0.11070355312002829,0.06718814448176301,0.07199045430440162,0.10464910730068941,0.042653644452300986,0.019503859525072182,0.9031600029671389,0.09683999703286106,0.07009784952180884,0.07693441686476127,0.12694639467816538,0.11349438885510531,0.15187867396391913,0.18289199697790554,0.10525733871413566,0.10437282326275638,0.03479094108758546,0.03333517607385704
"Plumas County, California",63.0,0.0,0.0,4309,52.2,12977,9297,53270,71648,32710,56033,40080,0.0,0.3369164126423873,23.04401304882614,7.324146456294442,0.046,0.087116958126103,0.8327183271832719,0.010374886357559229,0.020696293919460932,0.010695759131504359,0.0021926306219583933,0.006738328252847746,0.029466816407294507,0.5039306914808278,0.49606930851917214,0.04593828546981122,0.047756564522166964,0.04422696400877052,0.053050965292261616,0.03732819936895021,0.09166265575699235,0.09861489919247018,0.11824161719878068,0.0851382426867747,0.11128937376330285,0.16899299427776887,0.07540510187710572,0.02235413658484411,0.9651100086281277,0.034889991371872306,0.049956505530011186,0.07580464769479309,0.10699639617248664,0.0894743382627066,0.14775692804771964,0.18615633155213124,0.13135329936622345,0.1302348701379396,0.04933515595874239,0.03293152727724618
"Amador County, California",328.0,16.0,0.04878048780487805,12203,50.5,23231,17120,61198,78014,30100,51994,43642,4.878048780487805,0.8670596632213381,32.258320336249966,63.62391770887294,0.142,0.1356631155991435,0.7867773401358746,0.019799624626609214,0.007137381374078088,0.012318591556742182,0.0018239974622644003,0.00026434745829918843,0.03621560178698882,0.5366782098390124,0.4633217901609876,0.04055090010309551,0.040709508578075024,0.045652806048269844,0.05228792725157948,0.040445161119775835,0.09897168838721615,0.11443601469771868,0.13494937746173571,0.07938354172724629,0.08953448412593513,0.1624150783790214,0.06754077559544265,0.03312273652488831,0.95759934453093,0.042400655469070056,0.042086586231369766,0.03903477643718949,0.1049680624556423,0.11185237757274663,0.12157558552164656,0.19588360539389638,0.1382540809084457,0.15294535131298795,0.041944641589779987,0.05145493257629524
"Imperial County, California",12469.0,336.0,0.026946828133771757,93652,32.4,78870,88182,45834,63186,17590,45736,34311,2.6946828133771756,6.918919518799663,51.96652905402406,43.14917947219974,0.08900000000000001,0.8379888578150664,0.10971833799440671,0.021673991210547344,0.005970613042127225,0.013184178985217739,0.0017035113419452213,0.0006658676255160474,0.009094641985173348,0.5118857371154615,0.4881142628845386,0.08374395170240156,0.07539841079593376,0.08110267678785457,0.07533182403338216,0.07771784969148134,0.14543658720646335,0.12114906556576553,0.11411306432281262,0.05291428064100857,0.048541749900119856,0.06896169041594531,0.03872575132063746,0.016863097616193902,0.906972249229796,0.09302775077020395,0.08221168032321766,0.09696529495880336,0.1293778514197517,0.10086932837006606,0.12479288194838505,0.16083709739655447,0.11637197267176612,0.11979935084095604,0.03879065755725537,0.029983884513244206
"Yolo County, California",3164.0,58.0,0.018331226295828063,68725,31.0,153567,68326,65923,92571,32598,60255,49132,1.8331226295828063,1.4717853537820325,31.968536168985516,211.85593831671812,0.08,0.3154244407541272,0.4710922563809152,0.024258409039106508,0.00247933499862776,0.13657274964298508,0.004274875916958559,0.001200128385827321,0.04469780488145243,0.48551705531289396,0.5144829446871061,0.057992250333756636,0.05869465105569433,0.06071347167371393,0.09484270410322965,0.14139186982793508,0.13701465738195248,0.11620312870679189,0.11060718123334125,0.05444303344078669,0.04975415974732181,0.06866315931471739,0.03279420589179308,0.016885527288965797,0.9411861090044287,0.058813890995571286,0.07672425520337368,0.0513263501564413,0.08747109236838525,0.07403074411644674,0.10114270167324174,0.16600462522105836,0.11836484831995647,0.15036049517072508,0.07740443477077949,0.09717045299959189
"Alachua County, Florida",10044.0,74.0,0.007367582636399841,110327,31.3,193648,69927,49078,70309,27896,46014,39606,0.7367582636399841,3.816863514068129,41.92583641144907,300.7292296404821,0.096,0.09587380485506256,0.6154597412862723,0.19752762703877666,0.003306124310274066,0.05967364372900421,0.00048261814644230623,0.0023560885889309436,0.025320352045236902,0.48375058902214724,0.5162494109778528,0.0538176235426452,0.052578776962013775,0.04490628847644671,0.08674206150151245,0.15674069345007371,0.15455941143386992,0.10608478878805844,0.10122440603766701,0.05563409184185325,0.05545168498335538,0.07924437958867253,0.035861948409260186,0.01715384498457142,0.9081139997390256,0.09188600026097435,0.12491756656499876,0.049748578023246226,0.11273802654356607,0.09541670101393125,0.1246599620806199,0.17374907262385625,0.10701920699035529,0.11253194295606297,0.04758470035446377,0.05163424284889952
"Baker County, Florida",1750.0,19.0,0.010857142857142857,9005,37.6,16486,8508,61769,73897,24070,44644,35984,1.0857142857142856,6.2983624257693,32.40957351088717,47.477060301078204,0.136,0.024257692999820047,0.8148281446823826,0.1356847219722872,0.0024113730430088175,0.00741407234119129,0.00032391578189670686,0.001079719272989023,0.01400035990642433,0.5309699478135684,0.4690300521864315,0.05661328054705776,0.054273888788914884,0.08536980385099874,0.0613280547057765,0.07086557495051286,0.13230160158358828,0.12643512686701458,0.14741767140543457,0.06399136224581609,0.06366744646391938,0.08821306460320316,0.036854417851358644,0.012668706136404535,0.875099348275314,0.12490065172468606,0.07397101449275362,0.02701449275362319,0.1087536231884058,0.0958840579710145,0.13379710144927537,0.20892753623188406,0.13078260869565217,0.14144927536231883,0.042666666666666665,0.0367536231884058
"Bay County, Florida",6655.0,132.0,0.019834710743801654,39992,39.4,112263,67805,51829,69260,28017,43702,34967,1.9834710743801653,3.6469350401683456,21.915586194802774,240.57289682293796,0.105,0.06276235464319768,0.7652864392104427,0.10768185355267917,0.005419712629190825,0.022287129689503624,0.00016439977641630407,0.0036989949693668417,0.032699115529202884,0.4974079635251696,0.5025920364748304,0.06241163512017624,0.0609868370579016,0.05798928113457766,0.055545204458521936,0.06270207472517837,0.14313740533312874,0.12112427527098563,0.13451189706382,0.07399085937243126,0.06232395523942087,0.09557107002334476,0.05080501090518517,0.01890049429532776,0.8578905603673876,0.1421094396326124,0.06857647544836822,0.05495804783543925,0.09873360019373495,0.1043747061923959,0.15641248450832632,0.18783743358167496,0.12927534580264677,0.12619837889428626,0.040969244576133566,0.032664282966993835
"Bradford County, Florida",1221.0,15.0,0.012285012285012284,7493,40.1,13537,10327,46197,57048,20481,42369,33407,1.2285012285012284,4.52574224396753,27.773453426739316,91.7765440666204,0.112,0.039586344934949405,0.7409466622187627,0.19741280255013158,0.003743652470439972,0.005856406834945698,0.0,0.0010378442492308833,0.011416286741539716,0.5500945179584121,0.4499054820415879,0.052559398050335444,0.06182586456132547,0.0562289187886875,0.051410356202972685,0.055635864931984136,0.15441639793913786,0.12932280662737686,0.12817376478001408,0.06353089439934764,0.06909077430594165,0.09826161088253826,0.05941658326846807,0.020126765261870343,0.876268440351326,0.123731559648674,0.1188702324029801,0.06860891804737018,0.11019681974869343,0.09296119203825197,0.13288112976759703,0.21405537640386968,0.11664628044034249,0.10508173023462693,0.030134549093739575,0.010563771822528633
"Brevard County, Florida",11055.0,366.0,0.03310719131614654,119049,47.2,383031,224697,54359,73762,30987,50501,39170,3.310719131614654,1.9165822942816328,20.639276847755234,568.1824226418737,0.101,0.10002461824385238,0.7484119499036075,0.09656419467136378,0.002734012010929113,0.023442809392380134,0.0008529701391104146,0.002985395486886451,0.02498405015187029,0.4889373933787326,0.5110626066212673,0.047137002260717605,0.04778193090248402,0.05599436901013856,0.05492468897796147,0.05426935826132786,0.11055325168860348,0.10253671932428121,0.1369883912844482,0.0837713762638521,0.07531969043425195,0.12413662778602239,0.07480305404918101,0.03178353975673014,0.8923059438572565,0.1076940561427435,0.05569099297473,0.04936038586557618,0.10337807137115096,0.10454458075565343,0.1441272587466359,0.19516532103037293,0.12250969906679249,0.13189420153087972,0.047853098458634793,0.04547639019957359
"Broward County, Florida",83450.0,1520.0,0.01821449970041941,643892,40.1,1181016,582981,57333,82204,31464,46308,40321,1.8214499700419409,4.3710528920970635,33.72661460513076,1586.8531840529297,0.079,0.2905003323466818,0.3721224774782089,0.27485463433746204,0.0016698522013188061,0.03525808068612697,0.0004955082128129205,0.00530130932545409,0.019797805411934415,0.48697667182952004,0.51302332817048,0.058440112908827016,0.05736528959731315,0.060921844317186016,0.05906133145047197,0.05986273479677616,0.13511346142866645,0.1336882205755333,0.14570089008150744,0.06971161526772895,0.06091136845645001,0.0884146932327511,0.04756407429270917,0.02324436359407925,0.8538294252330735,0.14617057476692655,0.06471745581215327,0.04363659821020162,0.09762230093477675,0.09912064132487304,0.13475240731401228,0.17979644855209298,0.12107235430032488,0.13669790408275764,0.05618483245563622,0.06639905701317132
"Calhoun County, Florida",702.0,14.0,0.019943019943019943,5254,40.2,5717,5967,38609,53151,18921,34667,33217,1.9943019943019942,4.860149543062863,36.37496538355026,25.459384666907557,0.146,0.05794793685959568,0.7698006092495153,0.12288839656604819,0.010869565217391304,0.008100249238438106,0.0,0.002146219883688729,0.028247022985322626,0.5571863749653836,0.44281362503461646,0.045416782054832454,0.06563278870119081,0.05351703129327056,0.06258654112434228,0.06016338964275824,0.14289670451398503,0.12628080864026586,0.13486568817502076,0.06680974799224591,0.05767100526170036,0.10599556909443368,0.05600941567432844,0.022154527831625588,0.8166653235554839,0.18333467644451606,0.08165057067603161,0.08208955223880597,0.15364354697102722,0.13257243195785778,0.16527655838454786,0.15188762071992976,0.11962247585601404,0.08735733099209833,0.01646180860403863,0.009438103599648815
"Charlotte County, Florida",3509.0,157.0,0.04474209176403534,39463,58.6,107759,93573,49225,66950,30528,40153,36244,4.474209176403534,1.983001231958588,22.301276037840342,259.80352573090573,0.08,0.07031770968726336,0.8414559716084407,0.052974219288628686,0.0021587531222803666,0.012483470280411859,0.000649886411157702,0.002311335149247827,0.017648654452569593,0.48757304158142795,0.5124269584185721,0.030437288786916372,0.0326073442815647,0.03747866677215547,0.03886885857341456,0.03994258394837076,0.07386100342461882,0.07505905489562259,0.11248686099212224,0.08343411282028097,0.0856324242458492,0.21007719520327317,0.1273494806559897,0.05276512539982142,0.8872847361504945,0.1127152638495055,0.052383453709783326,0.050216677609980304,0.12319107025607354,0.11634931057124097,0.1666973079448457,0.20295469468154959,0.1168220617202889,0.10344057780695995,0.0334865397242285,0.034458305975049244
"Citrus County, Florida",3162.0,130.0,0.041113219481340925,29476,56.2,81126,80673,41424,56165,25983,38757,32799,4.111321948134092,2.2098443604240776,20.600054512289727,245.89155386304782,0.08800000000000001,0.05502246884762417,0.8831480148441159,0.027214212332357237,0.0030750522409443205,0.01687784354972849,3.494377546527637e-05,0.0008246731009805224,0.013802791308784167,0.4848518733358027,0.5151481266641973,0.03811667027752347,0.036572155401958246,0.046489198879003685,0.04437859484090099,0.040206308050346994,0.07883315744966349,0.08019596469280928,0.11511178513771342,0.07975567312194679,0.08141200807900088,0.19615338919678238,0.11903247674491743,0.04374261812743296,0.8964741611143041,0.10352583888569583,0.07917211051273064,0.06223511041713139,0.1454383225518626,0.13675472419616966,0.17682674229629394,0.18614766897167076,0.08921003154775183,0.08192855549536343,0.02252955610082534,0.01975717791020044
"Clay County, Florida",5948.0,117.0,0.01967047747141896,55256,39.5,146020,66348,62653,78932,29138,49708,40114,1.9670477471418961,2.869396162882132,26.656246532652165,342.75382328479236,0.104,0.09666121539285352,0.7343685929442185,0.09765016329700758,0.0009889479041540637,0.0290220028848334,0.00048241361178247007,0.0037628261719032663,0.03706383779324717,0.49314731464463,0.50685268535537,0.05582007901934961,0.06917328779348839,0.06676121973457604,0.07038414595906238,0.05752782320505955,0.12455437042611595,0.1294074513606476,0.14421754924236943,0.07324485867693242,0.05969386032196285,0.09458201272607109,0.04247169438132866,0.01216164715303607,0.8964527142703411,0.10354728572965886,0.04976974849450939,0.026771846644322733,0.08395324123273114,0.09274094661979891,0.12998991798141638,0.21173601460530259,0.14824654622741765,0.1568162620234884,0.0626720074116461,0.03730346875936674
"Collier County, Florida",14087.0,253.0,0.01795982111166324,89967,50.3,223351,153160,65675,106539,43256,42175,38407,1.795982111166324,3.870884420287864,24.72150625683526,182.29688200509437,0.065,0.2749517753804387,0.6326438082885893,0.06787993031473777,0.001810827594924187,0.012106989959386902,0.0,0.0015360434378795455,0.009070625024043613,0.49278691587757817,0.5072130841224218,0.04587796286017334,0.04723814443754431,0.05251674809437187,0.05084331257797001,0.048664274212605996,0.09633657761828084,0.09855683360720155,0.11902000978231599,0.06302449425975896,0.06939673886162419,0.15741834788773418,0.11079022427882898,0.04031633152158979,0.8349930526589118,0.1650069473410882,0.041449674334123256,0.030643810929318442,0.08039477231769096,0.09142767947098807,0.1282371471953002,0.18548764740105858,0.12507272495068894,0.14119283109364136,0.0668643839309787,0.10922932837621149
"Columbia County, Florida",4211.0,71.0,0.016860603182142008,19229,40.7,36914,28395,44491,62378,23901,40989,35294,1.6860603182142009,6.0936256421387744,27.82577237537081,86.64660522851233,0.128,0.059619419723609,0.7273279791621445,0.17508139787280225,0.002662614861442732,0.009044208089139714,0.0006801244483033065,0.0005933000506475653,0.024990955791910862,0.5163591635916359,0.4836408364083641,0.05974965632009261,0.06737573258085522,0.05536502423847768,0.061847912596773025,0.06375804934519934,0.1261269083279068,0.11696693437522611,0.12939729397293973,0.06704290572317488,0.0725851964401997,0.10528905289052891,0.05482960711960061,0.019665726069025394,0.8755128045748384,0.12448719542516161,0.08373023814288573,0.06411847108264959,0.12075245147088252,0.11783069841905143,0.15761456874124474,0.18951370822493496,0.10746447868721233,0.10286171703021812,0.03201921152691615,0.0240944566740044
"DeSoto County, Florida",1652.0,29.0,0.017554479418886198,11834,40.6,13204,20053,35057,48458,18311,28839,29763,1.7554479418886197,4.538586224896289,32.511882194565786,57.16883961344007,0.123,0.3118766999093382,0.5499326904585291,0.12093738838979093,0.0012362977004862772,0.005329816753207505,0.0012637709827193055,0.0005494656446605676,0.008873870161268166,0.5675155910876672,0.43248440891233275,0.05142998434022913,0.0576938926893596,0.051457457622462156,0.06799637352674524,0.05936976290557433,0.14244896837825216,0.12016813648726614,0.11860215939998352,0.05486414461935767,0.06277644990246985,0.11783290749745873,0.07612846506772164,0.019231297563119865,0.8156414914785016,0.1843585085214984,0.0841947315771924,0.06293764588196066,0.20698566188729575,0.1450483494498166,0.15421807269089696,0.1776425475158386,0.08369456485495165,0.052850950316772255,0.019256418806268757,0.013171057019006335
"Dixie County, Florida",885.0,11.0,0.012429378531073449,5669,47.3,6514,8083,38237,51366,20527,40159,35970,1.242937853107345,5.384194196021172,34.489262030784204,23.311421703150593,0.112,0.0393624140658271,0.8443146559591166,0.08115836223155078,0.002311857394901746,0.0009734136399586299,0.00030419176248707184,0.0,0.03157510494615806,0.5608079333211656,0.4391920666788343,0.04459451238060473,0.04848816694043925,0.05919571697998418,0.05457200219018069,0.04057918111577539,0.10689298533795705,0.1181480805499787,0.13998904909655047,0.07641297073675245,0.08407860315142666,0.1338443754943116,0.07799476790168522,0.015209588124353593,0.8278782176221521,0.17212178237784798,0.09723926380368098,0.09110429447852761,0.1437116564417178,0.12269938650306748,0.21901840490797547,0.15782208588957056,0.053067484662576686,0.06855828220858896,0.02745398773006135,0.01932515337423313
"Duval County, Florida",34260.0,513.0,0.01497373029772329,310764,36.1,586484,307637,53473,74331,30012,45788,39181,1.497373029772329,3.706873512949713,33.62413427840936,1211.4125056525131,0.123,0.09324961670754758,0.5348890805200875,0.2916084650016392,0.0019107818516839441,0.04595614290397726,0.0007227645962202008,0.0033649669075521325,0.028298181511292115,0.484904715173404,0.5150952848265961,0.06761311320029993,0.06332629683768849,0.0608572117949123,0.05844871779613061,0.06950441935927135,0.16340755375561683,0.12652816563860256,0.1307414071620778,0.06731448591204128,0.058655376535469025,0.08114655566964464,0.03673656637045581,0.01572012996778937,0.880352253647386,0.11964774635261399,0.0719467700564637,0.046296844974561706,0.09578793804513146,0.10434920016817772,0.14817134940051413,0.18716826520160165,0.12923724628725095,0.12755264724721843,0.04320982428813698,0.04627991433094329
"Escambia County, Florida",13296.0,269.0,0.02023164861612515,103324,37.2,204093,107812,49286,65836,26730,42764,34050,2.023164861612515,4.268077374952652,33.16748094837604,474.1799473339726,0.117,0.055511328252900276,0.6461341414089534,0.21754482829463087,0.00452616508625394,0.030598160001540822,0.0011524065716064997,0.0011973472178529927,0.043335623166261134,0.49601633271486445,0.5039836672851356,0.06049010984777961,0.05632667997765808,0.05919646124511271,0.06942045826618987,0.08499881228292062,0.1439416798813567,0.10874673377803173,0.12175705086639146,0.06929847651209224,0.0638060875315387,0.09480871334929797,0.04923247796303311,0.01797625849859721,0.8979970388956902,0.10200296110430979,0.058842849924204146,0.04321205996294425,0.10501937005221493,0.12652854977261244,0.17307562742125654,0.20180225703217114,0.1183341755095166,0.1095081691089776,0.03175846387064174,0.03191847734546067
"Flagler County, Florida",2076.0,37.0,0.017822736030828516,23068,50.9,67066,46436,53872,68685,27689,42014,33855,1.7822736030828517,1.93766975611122,21.53090844603739,220.83913056921128,0.08800000000000001,0.10106497167231354,0.7490176313013935,0.10354772771819785,0.0011200403214515723,0.025210240902005805,0.00013067137083601677,0.002856102819701509,0.017052613894100187,0.4777625327845136,0.5222374672154865,0.04042412193505633,0.04730303624263807,0.05382727111509348,0.05649670054788639,0.04174016931276193,0.08691512894464201,0.1005796208663512,0.12252307749745657,0.07395999589318548,0.08147359971625645,0.1727288849065233,0.09036858660245102,0.031659806419697775,0.8731861316945675,0.12681386830543248,0.05424696645253391,0.037879347264269364,0.10263604814295207,0.10780476999187773,0.15277265007753082,0.21772625464569642,0.14039233060129463,0.12119422087671368,0.03623027886485023,0.02911713308228113
"Franklin County, Florida",747.0,4.0,0.00535475234270415,5462,45.0,5386,4785,42855,66555,25037,38306,36964,0.535475234270415,6.365030674846625,46.540558963871845,21.528375227693388,0.092,0.054447852760736194,0.7694274028629857,0.13437286980231766,0.0006816632583503749,0.004516019086571234,0.005368098159509203,0.014996591683708248,0.016189502385821404,0.5720858895705522,0.4279141104294479,0.04396728016359918,0.04780163599182004,0.04720518064076346,0.043029993183367414,0.05402181322426721,0.14544989775051126,0.11886503067484662,0.13454328561690526,0.07293796864349011,0.07788002726653033,0.1328391274710293,0.05845262440354465,0.023006134969325152,0.8166913580246914,0.18330864197530863,0.08796835001163603,0.0754014428671166,0.10914591575517803,0.1275308354666046,0.1508028857342332,0.1505701652315569,0.11217128228996974,0.12729811496392832,0.023039329764952293,0.036071677914824296
"Gadsden County, Florida",3051.0,55.0,0.01802687643395608,18259,40.7,23028,19410,40922,52613,20158,37202,33793,1.802687643395608,6.630158419714453,39.67881435121803,89.12944949970365,0.18,0.10124519199426299,0.3251189777690853,0.5533607145185475,0.0014777147575895865,0.006084707825368885,0.0003259664906447617,0.002238303235760697,0.010148423408740248,0.4734119999130756,0.5265880000869244,0.058652237216680794,0.06317230588695483,0.06332442358258904,0.05287176478258035,0.06380250776886803,0.12145511441423822,0.12986504987287306,0.13616706869200512,0.06597561770649978,0.07925331942542974,0.09755090510028902,0.04861246930482213,0.019297216246169892,0.8505319890349858,0.14946801096501416,0.11592505854800937,0.04918032786885246,0.12283372365339579,0.13331381733021078,0.17459016393442622,0.1845433255269321,0.0939695550351288,0.08911007025761124,0.024063231850117096,0.01247072599531616
"Gilchrist County, Florida",602.0,18.0,0.029900332225913626,5016,42.5,8762,6620,42357,56315,21379,37574,32596,2.9900332225913626,3.4175418677263694,28.475730911155267,50.37246743590843,0.128,0.05665625887028101,0.8647175702526256,0.061254612546125464,0.00022707919386886176,0.0021572523417541867,0.0,0.0,0.014987226795344876,0.5250638660232756,0.4749361339767244,0.04831109849560034,0.043883054215157535,0.06307124609707636,0.08555208629009367,0.0841896111268805,0.10116378086857791,0.10383196139653704,0.12886744252057905,0.07845586148169174,0.06301447629860914,0.11512915129151291,0.06017598637524837,0.024354243542435424,0.8191587350322382,0.18084126496776173,0.0752572569497773,0.05268007986484411,0.12916602672400554,0.14513899554599907,0.16955920749500844,0.16525879281216402,0.1465212716940562,0.07617877438181539,0.02257717708493319,0.017662417447396713
"Glades County, Florida",595.0,6.0,0.01008403361344538,1661,47.2,5312,6322,39879,53454,21020,41576,26925,1.008403361344538,4.452592980618125,12.429843597994463,16.566701958052015,0.184,0.20878545236848015,0.6026341390406346,0.13185661902267454,0.038614083663847935,0.00404100875551897,0.0,0.0008980019456708823,0.01317069520317294,0.5465090174362044,0.45349098256379555,0.03285190451245978,0.049689440993788817,0.0556761206315947,0.05575095412706728,0.05350594926289007,0.1178627553693033,0.11546808351418095,0.12871361221282646,0.06862231534834992,0.06271046920601661,0.14136047294769138,0.09309286836788147,0.024695053505949263,0.8011031530419034,0.19889684695809665,0.06293706293706294,0.09519512745319197,0.11369275885404918,0.1570042860365441,0.17933679224001806,0.19219490187232122,0.06722309948116399,0.09248815700428603,0.021655763591247462,0.018272050530115047
"Gulf County, Florida",934.0,15.0,0.016059957173447537,6198,44.3,8651,5900,44291,57476,21255,37162,35538,1.6059957173447537,5.81750233572096,38.604796013702895,29.01046400479925,0.114,0.047337278106508875,0.7474929928371223,0.17751479289940827,0.0036748676424789785,0.005356586733104952,0.0016817190906259732,0.0012457178449081284,0.015696044845842416,0.5970725630644659,0.4029274369355341,0.04864528184366241,0.04777327935222672,0.03631267517907194,0.04989099968857054,0.058922454064154466,0.1455621301775148,0.1261912176891934,0.14487698536281532,0.07686079103083152,0.0659607598878854,0.11859233883525382,0.059545312986608534,0.02086577390221115,0.8858883099728481,0.11411169002715198,0.050195932076880015,0.07408098525844374,0.13342041425639112,0.1356596379921627,0.16719537227094608,0.15282701996641165,0.13454002612427693,0.11065497294271319,0.029483112520992723,0.011942526590781863
"Hamilton County, Florida",901.0,9.0,0.009988901220865706,5770,41.5,5587,5420,34583,48405,15097,40309,28155,0.9988901220865706,6.3143878337655055,40.43731165463593,27.772479378413422,0.134,0.09334921858574532,0.5488821921648328,0.33891653234284114,0.005816805662625272,0.0005606559674819539,0.0,0.0010512299390286635,0.011423365337444811,0.5803490083397576,0.4196509916602425,0.04688485528067839,0.060620926483986266,0.05130002102459878,0.056976662695353564,0.07407666970355316,0.13918284392739505,0.12481603476066998,0.14149554979325812,0.0874623309271848,0.05242133295956269,0.10421192795570818,0.045693461349779245,0.014857383138271778,0.8572858833166469,0.14271411668335304,0.1426978818283166,0.09409141583054627,0.14046822742474915,0.1253065774804905,0.11549609810479376,0.1995540691192865,0.0782608695652174,0.07558528428093646,0.006465997770345597,0.022073578595317726
"Hardee County, Florida",1578.0,16.0,0.010139416983523449,8700,35.1,10491,14689,37594,54735,18257,31787,27364,1.0139416983523448,5.795504627589247,31.95240193918026,42.70509518775624,0.15,0.4346261201704128,0.4724915528132804,0.07646540326134861,0.0016527104451300133,0.007786102541501395,0.0007712648743940062,0.0001836344939033348,0.006023211400029382,0.5400690465697077,0.45993095343029233,0.06482297634787719,0.07631849566622595,0.0776039371235493,0.07246217129425592,0.07257235199059792,0.13486117232260908,0.11848097546643162,0.12241075363596297,0.0542456294990451,0.05174820038195975,0.08689584251505802,0.05075657411488174,0.016820919641545466,0.8782946344524631,0.12170536554753687,0.09907359752959341,0.06471950591868245,0.1648224395265054,0.14668039114770973,0.14307771487390633,0.16932578486875965,0.08093154915079774,0.08401955738548636,0.029850746268656716,0.017498713329902212
"Hendry County, Florida",2191.0,43.0,0.0196257416704701,10978,33.9,15522,16671,40728,56431,18900,33562,27355,1.9625741670470103,5.460163979365515,27.35813791212899,34.70506275140997,0.123,0.528796072469908,0.3271363421137887,0.10982630149276049,0.014229820320482468,0.008074363894634536,0.0,0.002168116230966681,0.009768983477459067,0.5342288234854338,0.46577117651456623,0.07077528845914223,0.06982829516285792,0.08271238816756797,0.07376579360530316,0.07279387943280086,0.1388840431629576,0.12535200737657937,0.12677249732100582,0.06407157275649812,0.04328756199067959,0.07396516061504722,0.04111944575971291,0.016672066189847234,0.738264724509183,0.261735275490817,0.09337324353537874,0.05994844932235803,0.1612205870125551,0.11931487486488734,0.1657936309969236,0.15365427787478175,0.1254676976802195,0.08056872037914692,0.01995510102269893,0.02070341731105014
"Hernando County, Florida",3609.0,165.0,0.0457190357439734,33209,48.9,102030,87461,46030,59196,24551,41360,35617,4.57190357439734,1.975412707448439,18.177190524149406,386.4324754217642,0.115,0.1286672943031046,0.7837610018829093,0.04755988089503875,0.0028188903971624996,0.012353855585234488,0.0001368393396680825,0.006442396111573324,0.018259841485308927,0.4802896615142094,0.5197103384857906,0.04500919560362569,0.04843565266891448,0.056722643079213556,0.05437995358409598,0.048090817532950914,0.10083964618820336,0.10135416210535535,0.12602355826071726,0.07157244821999387,0.07215812059377326,0.14873341507203222,0.09147983535490652,0.03520055173621754,0.87402825193243,0.12597174806757003,0.06673828204674943,0.05159026937354673,0.1208713506751336,0.13053942698630697,0.1712786064916169,0.20221373111597613,0.11501067431772753,0.09676235025360003,0.026352646822860717,0.01864266191648196
"Highlands County, Florida",2545.0,110.0,0.04322200392927309,23622,53.4,52489,58656,37314,55174,23722,35994,30834,4.322200392927309,2.492629846916289,23.135914437664663,100.36567743711232,0.106,0.19593343845799746,0.6760070910177177,0.0897346744889864,0.002262465597790423,0.014593392816916583,0.00014691335050587165,0.0008325089861999392,0.020489515283885564,0.4870373453736986,0.5129626546263014,0.04735506997972596,0.045170958168872,0.05123358243308097,0.0447498065640885,0.04708083172544833,0.09489623020342602,0.08799130272965006,0.10049852596938326,0.06339800785496714,0.06961733969304904,0.16991998119509114,0.13040028990901167,0.04768807357420593,0.8733896442116312,0.1266103557883688,0.07834056452006045,0.06286257495246916,0.16262857699995126,0.1568273777604446,0.16908789548091455,0.19031833471457124,0.08055867011163652,0.05874323599668503,0.02069419392580315,0.019938575537464046
