county_state,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"Coleman County, Texas",46.5,4525,3383,43981,64448,27842,31159,41204,29188,6.64415787614992,0.17459182457394828,0.7702300083422715,0.030270527946609463,0.004647836968180193,0.009414849243236802,0.0,0.0,0.010844952925753784,0.5029197950184722,0.49708020498152783,0.06006435466571326,0.06423549040638779,0.061613633655106664,0.04588249314741986,0.03634846859730664,0.11786437850077464,0.0979621022524133,0.11738767727326897,0.08556787033726612,0.07353116434274819,0.13347634370158504,0.08914312954355857,0.016922893576450958,0.7701603254367073,0.22983967456329266,0.09017341040462427,0.04190751445086705,0.14479768786127167,0.10578034682080925,0.2014450867052023,0.18554913294797687,0.09046242774566474,0.06878612716763005,0.02023121387283237,0.05086705202312139
"Nolan County, Texas",38.5,8963,5179,44346,66804,25820,26882,46875,30213,16.410141700027523,0.36930375517840436,0.5634103968996392,0.049645863958305496,0.004677268475210477,0.004409995990912735,0.0,0.0,0.00855271949752773,0.512428170519845,0.48757182948015504,0.07309902445543232,0.07904583723105706,0.06695175731658426,0.0777762929306428,0.0608044901777362,0.1063076306294267,0.11024989977281839,0.11238807964720032,0.07423493251369771,0.06187358011492717,0.09962581852198316,0.05592676733930242,0.0217158893491915,0.827460263780859,0.172539736219141,0.07332236240629,0.05522033278478698,0.1545072225269702,0.11848601206801974,0.1411592612909124,0.1634668129456939,0.12781130005485464,0.10769793380874017,0.029438654232949352,0.028890107880782594
"Hudspeth County, Texas",37.6,1241,1620,29318,45074,14190,18147,26940,21827,0.8966147215035473,0.7837969741337237,0.17569546120058566,0.011957052220595413,0.0,0.01805758906783797,0.0,0.0,0.010492923377257199,0.49267935578330896,0.5073206442166911,0.050512445095168376,0.08833577354807223,0.06832601268911664,0.05734504636408004,0.06686188384577843,0.1581259150805271,0.0846754514397267,0.12396290873596877,0.08150317227916057,0.06442166910688141,0.09394826744753539,0.05197657393850659,0.010004880429477794,0.7657684335208765,0.2342315664791235,0.15888888888888889,0.11222222222222222,0.13666666666666666,0.14777777777777779,0.21222222222222223,0.11,0.03666666666666667,0.04777777777777778,0.01888888888888889,0.01888888888888889
"Medina County, Texas",39.3,32565,14981,61059,78044,26274,30122,46881,36149,37.22312218802604,0.5162768070701748,0.43943325090201485,0.02345238577857056,0.002006729638788665,0.007216118701098634,0.00022296995986540724,0.0,0.011391737949487168,0.5179186767746382,0.48208132322536185,0.0586005594518993,0.06204645883163741,0.06976932744152106,0.07078282725909109,0.07066120728098269,0.1237077877325982,0.1143835894109539,0.13554546560181618,0.06865447764219403,0.0648234483317793,0.09719463250496616,0.04384400210807962,0.019986216402481046,0.8666453469779342,0.13335465302206587,0.0713639301874596,0.05345830639948287,0.07718164188752424,0.09767291531997414,0.10342598577892695,0.20045248868778281,0.11435035552682611,0.17252747252747253,0.06341305753070459,0.046153846153846156
"Ward County, Texas",33.2,7216,3169,64630,75278,26570,39173,60592,36077,13.865436098242823,0.5291731399965476,0.40773347143103744,0.046003797686863454,0.004747108579319869,0.005782841360262385,0.0,0.0,0.006559640945969274,0.5061280856205765,0.49387191437942346,0.07319178318660452,0.0783704470913171,0.07785258070084584,0.0709476954945624,0.07526324874848955,0.1396513032970827,0.12169860176074573,0.11349905057828413,0.056102192301053,0.05567063697566028,0.07716209218021751,0.04514068703607803,0.01544968064905921,0.8232116406726496,0.17678835932735035,0.07937310414560161,0.05232558139534884,0.0955510616784631,0.06774519716885744,0.10288169868554095,0.1807381193124368,0.18250758341759352,0.1423154701718908,0.05030333670374115,0.046258847320525785
"Henderson County, Texas",43.9,44883,32678,45798,64314,25280,27732,43754,32546,92.08341296881456,0.1251802137708178,0.7848993288590604,0.06313696246582153,0.0070594084016902805,0.006587124036788466,0.00045985582898334574,0.00039771314939100174,0.01227939348744718,0.48591846880437484,0.5140815311956252,0.05638826746209297,0.05817797663435247,0.06314939100174,0.06500124285359185,0.05413870246085011,0.10648769574944071,0.10800397713149391,0.12664678100919713,0.07435993040019885,0.07138951031568481,0.12399950285856326,0.07084265473527218,0.02141436738752175,0.812503144654088,0.18749685534591196,0.07217095677513356,0.0638821434353246,0.1238465274405051,0.12650153796341265,0.1482596729804112,0.17526307268900762,0.12345798931520155,0.09975716367168529,0.03853003075926825,0.028330904970050187
"Harrison County, Texas",37.9,41879,21476,51202,68884,25418,30864,50660,33857,74.05362039921951,0.1294470702978468,0.6364168354715283,0.211328681821592,0.0028209167979593368,0.007337384650011254,0.00022507314877335134,0.0006452096931502738,0.01177882811913872,0.4884987620976817,0.5115012379023183,0.06533123265061144,0.07467927076299798,0.07082301748068122,0.0726836221772076,0.05988446245029635,0.11766824217870808,0.12189961737564708,0.12383524645509791,0.0688873884012304,0.0640558181408958,0.09661640033010728,0.04439942981468977,0.019236251781829094,0.8510815939278937,0.14891840607210627,0.07731403712796657,0.05185855192315975,0.10014213722703191,0.11995520523754145,0.13722703191626826,0.16832493431537235,0.15307748632467588,0.12202265581255115,0.04126286772623509,0.02881509238919757
"Menard County, Texas",49.1,1095,775,40606,51494,25067,24932,34269,25909,2.3535880855007667,0.34291097503532736,0.6212906264719736,0.00659444182760245,0.005652378709373528,0.0,0.0,0.0,0.023551577955723033,0.5261422515308526,0.4738577484691474,0.012246820536975978,0.0659444182760245,0.055110692416391896,0.03250117757889778,0.025906735751295335,0.14036740461610928,0.08337258596325954,0.16580310880829016,0.07583608101742817,0.07724917569477155,0.15402731983042864,0.08195949128591616,0.02967498822421102,0.6856316297010607,0.31436837029893927,0.08165322580645161,0.08669354838709678,0.21774193548387097,0.07258064516129033,0.15725806451612903,0.1280241935483871,0.14818548387096775,0.06350806451612903,0.038306451612903226,0.006048387096774193
"Lamar County, Texas",40.8,27453,19037,43562,59148,23833,28920,47543,31120,54.59990894871034,0.07679883711540014,0.7470927885003634,0.12385932326576758,0.0039166599370104175,0.008661067592667366,0.002240975530969878,0.0003835904062020512,0.037046757651619154,0.48285956553339254,0.5171404344666074,0.06716869902285391,0.0603448275862069,0.06906646208511669,0.06613906161673262,0.057397238149075346,0.11976096261002989,0.1141888072357264,0.12860373092142455,0.06579584914802551,0.06525074699184366,0.10611321973673585,0.061959945086005004,0.018210449810223694,0.8281230844673286,0.17187691553267131,0.11116864288303216,0.062237870864184745,0.11437891575622637,0.12121369026044633,0.14642986589343965,0.17470097861544037,0.11225599337233988,0.10091648112670222,0.0350023300367628,0.021695231191425465
"Fayette County, Texas",47.0,17577,8205,56297,76017,30097,31230,45089,30297,26.388874267004958,0.20793106199632969,0.7147929466209207,0.06351232745551744,0.0005186308146493258,0.004747466687943828,0.0,0.0,0.008497566424638954,0.49273916859490946,0.5072608314050906,0.05010771563073486,0.061158541450570494,0.06143780419692013,0.05549349716747786,0.05266097502593154,0.09243596904172983,0.10444426713476422,0.12116013723769249,0.08577355780738849,0.07504188941195244,0.13073485996968004,0.07859251575839783,0.030958270166759755,0.8924006978536941,0.10759930214630584,0.05944634388441601,0.07279144149112166,0.09760670563582222,0.09154075217822874,0.1372008382044778,0.18749310687107093,0.12970111392963493,0.12506893128929084,0.037939781625675524,0.06121098489026139
"Williamson County, Texas",36.1,419178,110149,83679,101648,35825,41219,61035,45919,471.28596184695505,0.24311032772546423,0.6007699356995543,0.06043938321661604,0.001643086041927154,0.06381852437212673,0.0006944220454334161,0.002272998935598996,0.027251321963279115,0.49224846648464965,0.5077515335153503,0.06698516479242284,0.07468262445997302,0.07713207489891985,0.0684138527711424,0.05532039229153583,0.13970974676363276,0.1630525730613577,0.13600047053734227,0.05436603631106313,0.049195817530172256,0.07232614309268258,0.030808811950130632,0.012006291539624746,0.9064766478137708,0.09352335218622918,0.025424310745390664,0.019787816015656295,0.04834796342286872,0.06813577943852502,0.10623505041372444,0.17873124506449065,0.15058310539386796,0.21527404236812892,0.09964292662828891,0.08783776050905845
"Polk County, Texas",43.6,23622,17889,46182,63446,24686,27868,45098,31397,45.255405399013284,0.1503647804001087,0.708175679913038,0.10138595647720383,0.014486694399732424,0.0065430524489411964,0.0012960678972343583,0.0006480339486171792,0.017099734515124275,0.5409620168488827,0.4590379831511173,0.054100382549072894,0.055145598595229633,0.060162635616781986,0.056587996738925936,0.056274431925078916,0.1145138700169325,0.12013713234525576,0.1330141940339068,0.07991721888914438,0.08393084850638627,0.12475698726926855,0.04590588874720405,0.0155528147668123,0.8161161229057858,0.1838838770942142,0.07987417850924002,0.06701117789136662,0.1143627478514857,0.12458574397573442,0.14357130820648206,0.1855866988709768,0.10155591754198731,0.10531932820311184,0.038813683087120146,0.03931921586249509
"Refugio County, Texas",41.9,4239,2855,48112,59434,23810,26053,41603,33363,9.391499369227656,0.5017965726920951,0.41846323935876173,0.055279159756771695,0.0006909894969596462,0.0019347705914870095,0.0,0.0,0.02183526810392482,0.4955776672194583,0.5044223327805417,0.06495301271420674,0.06053067993366501,0.06923714759535655,0.07863460475400774,0.049474847982310666,0.10406301824212272,0.10378662244333886,0.12285793255942509,0.07241569928137093,0.05983969043670536,0.12078496406854616,0.06398562741846324,0.02943615257048093,0.8413012729844414,0.1586987270155587,0.07334109429569266,0.09507178890182383,0.09856422196352348,0.11602638727202173,0.1307722157547536,0.23127667830811022,0.09701202949165696,0.11292200232828871,0.027939464493597205,0.017074117190531625
"Caldwell County, Texas",35.4,21963,12887,52278,69537,23881,28604,39793,33974,75.9325353884754,0.514770174633463,0.4030337431463008,0.05857346440907225,0.003284944808096423,0.00968575638269607,0.000628004154489022,0.0,0.010023912465882467,0.5046496461438129,0.49535035385618703,0.06224487331223884,0.07108523948696892,0.06294533948455351,0.08118161397067704,0.0825825463153064,0.1332576507813821,0.12364435641651168,0.12340281635709283,0.0684524528393034,0.05685852998719838,0.08084345788749064,0.03598946885340934,0.01751165430786696,0.786834094368341,0.21316590563165905,0.07576559546313799,0.04620037807183365,0.09149338374291115,0.10699432892249527,0.15198487712665407,0.19916824196597355,0.13353497164461248,0.12332703213610587,0.04,0.031531190926275994
"Wilbarger County, Texas",37.8,8069,4777,48773,59930,24078,27337,40755,28676,13.292191326809112,0.28971021230435456,0.5875561754222842,0.09460715946071595,0.00604370060437006,0.00697350069735007,0.0,0.0020920502092050207,0.01301720130172013,0.49178676584534325,0.5082132341546568,0.05214628854796219,0.05749263908259724,0.07105222377188905,0.07678599101193244,0.05121648845498218,0.1445064311173098,0.11607004494033783,0.11514024484735781,0.08050519138385247,0.05733767240043391,0.10297536029753603,0.05942972260963893,0.015341701534170154,0.8574685534591195,0.1425314465408805,0.05092152764582938,0.08436253087592628,0.13167395021850656,0.10963328899866996,0.1333840015200456,0.20083602508075243,0.1445943378301349,0.09006270188105643,0.03496104883146495,0.019570587117613527
"Reagan County, Texas",31.4,2408,634,70478,75412,25397,40210,55625,36204,3.192338387869114,0.7068230277185501,0.2835820895522388,0.007196162046908316,0.0,0.0,0.0,0.0,0.002398720682302772,0.5199893390191898,0.48001066098081024,0.07036247334754797,0.10581023454157783,0.08368869936034115,0.07249466950959488,0.059168443496801705,0.1489872068230277,0.14712153518123666,0.09994669509594882,0.06396588486140725,0.055170575692963755,0.045042643923240935,0.02638592750533049,0.02185501066098081,0.7534983853606028,0.2465016146393972,0.06277244986922406,0.018308631211857017,0.08544027898866609,0.07672188317349608,0.10985178727114212,0.1874455100261552,0.15605928509154315,0.24498692240627726,0.02877070619006103,0.02964254577157803
"Hale County, Texas",33.1,18237,10678,47080,56831,19854,28851,41728,32002,33.95409483616674,0.5907718465101282,0.3420690059508105,0.043561105736815875,0.00029314337642540966,0.0030486911148242604,0.00020520036349778678,0.0006449154281359012,0.01940609151936212,0.5203588074927447,0.4796411925072553,0.070119895640958,0.06871280743411602,0.08926215812153725,0.0809368862310556,0.07850379620672471,0.13771875824465746,0.11684694984316829,0.11863512443936329,0.05959604842728579,0.04798757072083956,0.07088206841966406,0.03933984111628998,0.02145809515433999,0.8090897855774578,0.19091021442254216,0.08693701776422035,0.052395478198456844,0.11214785573299839,0.11537771397810874,0.17566840122016866,0.20653149111788982,0.12838686524313656,0.08657814462587475,0.02144267001614929,0.01453436210299659
"Shelby County, Texas",37.2,12621,9356,40764,54312,20969,27438,40960,31363,32.024072731020674,0.18074417144202842,0.6173561504042704,0.1796059345317529,0.0015307323965774394,0.016288562681529162,0.0,0.0013737342020566764,0.0031007143417850695,0.4934453253787581,0.5065546746212418,0.06990344611036974,0.07700761441243426,0.07524138472407567,0.0742993955569511,0.06299552555145616,0.11280320276316823,0.11468718109741738,0.11865138550906665,0.06550749666378837,0.06048355443912395,0.09392416987204646,0.057539838291859643,0.016955805008242404,0.7555327220992728,0.24446727790072717,0.113646147223418,0.06209642703400775,0.1404433921653035,0.1219328454584589,0.15658631080499355,0.19274644855789927,0.06758501937150237,0.10299182092122255,0.015820060266896255,0.02615152819629789
"Runnels County, Texas",40.8,6330,3766,41732,58250,23042,30129,40562,30662,9.809051728238844,0.3389912706110572,0.6176527643064985,0.030746847720659554,0.0015518913676042677,0.0024248302618816685,0.0,0.0005819592628516004,0.008050436469447139,0.5075654704170708,0.4924345295829292,0.05557710960232784,0.06120271580989331,0.07623666343355966,0.06517943743937925,0.06595538312318137,0.10155189136760427,0.11241513094083413,0.11968962172647915,0.06411251212415131,0.07177497575169738,0.10979631425800195,0.06789524733268672,0.028612997090203686,0.8436540176359854,0.15634598236401467,0.08082155241397707,0.0461456388370232,0.1467057882101894,0.1395038676980528,0.16964523873032808,0.16057615364097091,0.08535609495865565,0.11256335022672713,0.03814350493464924,0.020538810349426513
"San Jacinto County, Texas",44.7,13432,12743,44658,59016,21808,26261,42038,31342,48.87016616805125,0.12807793234839498,0.7469355476472914,0.10230418059599554,0.00481685179194076,0.0,0.0004673065171285812,0.0,0.017398181099248716,0.4931162155361444,0.5068837844638556,0.05542974226248248,0.05517811567633632,0.07325928322369603,0.05489054243502642,0.05025342391890435,0.10172903411337575,0.1133398037312628,0.12340486717710918,0.07667421546425106,0.07606312232646752,0.13922139544915346,0.06596211222545742,0.014594341996477227,0.8040320832430089,0.1959679167569911,0.05681458838410457,0.06661747654685359,0.13871613787287868,0.13861073047327924,0.14978391483082112,0.1853062084958364,0.11320754716981132,0.0987667334246864,0.03172762727943502,0.020449035522293664
"Tom Green County, Texas",33.9,75721,34164,51675,72478,28444,29332,42988,31676,77.17866151204895,0.39431835594980674,0.5379854596223588,0.040028604021589226,0.002111249212538096,0.011484174144007629,0.00042565508317300325,0.0009704935896344474,0.012676008376892037,0.4966798903512506,0.5033201096487494,0.06848790288253623,0.06448674510071,0.06824102293429588,0.07483867672347744,0.08439037678987962,0.15688795055590554,0.10977644595031753,0.10840583658250047,0.062205233854902696,0.05363254047979841,0.08349650111521632,0.04448095619157884,0.020669810838881038,0.8490306430422895,0.15096935695771047,0.05902946836382184,0.04314762004126962,0.11439567828244186,0.12084115833159445,0.15093552201432844,0.18246736685910367,0.12318286151491967,0.12044701027103476,0.04333310148153301,0.042220212839952705
"Victoria County, Texas",35.7,57304,28877,55631,76886,28576,30793,51404,32818,104.26184608199013,0.46464064368815916,0.45045123409807547,0.05659454169837991,0.0016853321735348483,0.01088398390779602,0.0,0.0017940632815048386,0.013950201152549744,0.489279112754159,0.5107208872458411,0.07141459171468957,0.06927258888768077,0.07316516255300641,0.06878329890181581,0.06686963140154398,0.13867565510492552,0.11866913123844731,0.11671197129498749,0.06130259867348048,0.0610525171251495,0.08875720343590301,0.043090138088507125,0.022235511579862997,0.841618014095502,0.15838198590449803,0.06563421828908554,0.04360250737463127,0.10364429695181908,0.09789823008849557,0.14045599803343167,0.16801868239921336,0.1264749262536873,0.1554203539823009,0.05285152409046214,0.045999262536873156
"Waller County, Texas",29.0,30369,13242,57654,78075,24495,27024,44726,32173,97.37657718029287,0.2981375157540961,0.43153219837157664,0.24450357092844138,0.0006201612419228999,0.00856222617880649,0.00048012483245643865,0.0009602496649128773,0.015203953027787225,0.49750935243163225,0.5024906475683678,0.06743753375877728,0.07609978594434554,0.06411667033428692,0.10800808210134635,0.13211434973093003,0.1167103446896193,0.10070618360773802,0.11020865425010502,0.0583351671434573,0.05109328425390602,0.0739592293996439,0.030627963270450316,0.010582751515394003,0.800168820467472,0.19983117953252807,0.054163571283852234,0.04369554940230972,0.10913757006821098,0.10224893631390558,0.136827176335517,0.1646518538529074,0.11933544944958466,0.15445397447153372,0.055244141284527586,0.060241777537651114
"Wichita County, Texas",34.3,75743,40658,46575,62083,23921,25985,41341,31862,210.03706217713997,0.1882747424479206,0.6563443535784187,0.09950082689769227,0.006994492406196423,0.020725545828339072,0.0004475868242576886,0.0034137978121349132,0.024298654205040283,0.5183283011424843,0.48167169885751565,0.06537043499370344,0.06496836547360756,0.06056835940463366,0.07937459224081689,0.09093598749791379,0.1496988271707961,0.1140587780121076,0.11320912166775403,0.06533250390690194,0.054802834210805805,0.07664355399110895,0.04525937277154865,0.019777268658301598,0.861900810184195,0.13809918981580502,0.09568100769535567,0.06325206982127589,0.11474213259368939,0.10798523492732164,0.15013242685241185,0.1793706074951513,0.11991407895560051,0.11186419469875498,0.033012867302037494,0.024045379658401284
"Wilson County, Texas",40.2,32961,13554,72445,89915,30935,36950,57074,43634,59.96752661013891,0.3941034897713598,0.5738204904767833,0.013320054774057014,0.0010996306900701274,0.003900576787418565,0.0009129009502468982,0.0011618739366778704,0.011680982613386447,0.5020332793891863,0.4979667206108137,0.05938005726378688,0.06311465206025146,0.07512759865554587,0.07238889580480518,0.057201543632515874,0.11261878086227645,0.12270218681273082,0.14600190879289596,0.07572928337275406,0.06574961616664592,0.09122785177808208,0.03697248848499938,0.02178513631271007,0.8565628089958555,0.14343719100414448,0.04329962073324905,0.034576485461441216,0.07490518331226295,0.08824273072060683,0.10284450063211126,0.1674462705436157,0.1584070796460177,0.1952591656131479,0.06706700379266751,0.0679519595448799
"Hockley County, Texas",33.5,13595,7421,48116,65147,23440,28465,47456,33347,25.497802710724002,0.4736205854416717,0.47267075382091356,0.03320093256195493,0.006087557205768069,0.0031085398497539074,0.0007339607978585614,0.0012088766082376306,0.009368793713841637,0.49339435281927296,0.5066056471807271,0.06726534841550816,0.0721440290130386,0.07866332786460582,0.08544167170365254,0.07676366462308955,0.13353769104567825,0.11480010361799499,0.11410931698471635,0.06419998273033417,0.05526293066229168,0.07810206372506692,0.03984975390726189,0.019860115706761074,0.8156427015250545,0.18435729847494553,0.051346589478983136,0.054241127611376797,0.1262270324691669,0.11741756858796878,0.1707777498112258,0.17757362194815002,0.11943116033224264,0.11490057890762648,0.03372766171658696,0.03435690913667254
"Maverick County, Texas",29.6,22777,19871,38035,54137,16891,21905,42442,23796,45.30775194767842,0.952320165602898,0.0248231844057271,0.004071071243746766,0.011247196825944454,0.004640331205796102,0.000552009660169053,0.002346041055718475,0.0,0.4957046748318096,0.5042953251681904,0.09556667241676729,0.08273244781783681,0.08459548042090737,0.08959806796618941,0.08504398826979472,0.12851474900810764,0.11990684836984647,0.10883215456270484,0.04688632051060893,0.04454027945489046,0.06506813869242711,0.03872692772123512,0.009987924788683803,0.6988283822662831,0.3011716177337169,0.1051695590850555,0.09854663641381002,0.1612804317164408,0.1071932299012694,0.12356656650518183,0.15876617403569018,0.11988716502115655,0.07665419758385969,0.03378917029496535,0.015146869442570675
"Midland County, Texas",31.7,114797,31960,78888,109874,39179,42172,64365,42259,182.38630430967265,0.44048503599400707,0.462623481978635,0.06050160176376725,0.004123171370452026,0.020195622251726615,0.0004385056701219289,0.0006090356529471235,0.011023545318342936,0.5027162990121442,0.49728370098785585,0.08685457446678929,0.08027089905843088,0.07312691084936113,0.06520335700451904,0.07039843112415801,0.1763523636673691,0.1273128128920667,0.1083413523027638,0.057998465230154575,0.051865476204977036,0.05636015932372681,0.03149932397042523,0.014415873905258414,0.8253654584954525,0.17463454150454752,0.032547338335119684,0.03060021436227224,0.06504108610217935,0.07690246516613077,0.10369774919614148,0.1672561629153269,0.13756698821007501,0.1862808145766345,0.08638799571275456,0.11371918542336548
"Live Oak County, Texas",42.2,6273,3721,55766,67552,24244,29286,49242,39518,11.66015033254945,0.39445681761940116,0.5647941928565536,0.027715911902994307,0.0,0.009651076466221232,0.0,0.0,0.0033820011548296625,0.5472242844180484,0.4527757155819517,0.054029530644229974,0.04446094201105337,0.06656768126701311,0.06326816794522808,0.04685308916934752,0.147075806318568,0.12628887239132228,0.11515301493029778,0.0671450960983255,0.06928977975748576,0.11317330693722676,0.06244328961478182,0.02425142291512002,0.8082050319188885,0.19179496808111152,0.04108843537414966,0.08299319727891157,0.1036734693877551,0.11537414965986395,0.10421768707482994,0.24081632653061225,0.08598639455782313,0.1491156462585034,0.04217687074829932,0.0345578231292517
"Llano County, Texas",57.6,12501,9925,52178,82567,35822,23514,42361,36338,22.09727081575758,0.10237403100775194,0.8662790697674418,0.0012596899224806201,0.0013565891472868217,0.0039728682170542635,0.0,0.0,0.024757751937984497,0.49118217054263563,0.5088178294573643,0.038565891472868215,0.042926356589147285,0.03929263565891473,0.03464147286821705,0.04215116279069767,0.0874031007751938,0.06933139534883721,0.11782945736434108,0.06603682170542635,0.10242248062015503,0.19292635658914728,0.12955426356589148,0.03691860465116279,0.8324440745998336,0.16755592540016642,0.05688375927452597,0.05429278059121423,0.099399364032505,0.12472029207396067,0.14038393593216347,0.1740666588152161,0.11718289954069014,0.12436697679896361,0.05028854080791426,0.058414792132846546
"Fannin County, Texas",41.9,18710,11381,50761,65077,24581,30940,50000,36165,38.362884260272665,0.10978785662033651,0.7905779078273591,0.06241404535479152,0.0049451353328456476,0.007081199707388442,0.00038039502560351134,8.778346744696415e-05,0.024725676664228237,0.5276956839795172,0.4723043160204828,0.050387710314557424,0.05773226042428676,0.06610095098756401,0.059634235552304314,0.06235552304316021,0.12190197512801755,0.11815654718361375,0.1413899049012436,0.06967081199707388,0.06408193123628383,0.10601316752011704,0.05700073152889539,0.025574250182882223,0.8399680511182108,0.16003194888178915,0.082168260976208,0.04717521053061892,0.10538794865505682,0.1097212002289265,0.14683999672962145,0.1830594391300793,0.13114217970730113,0.12468318207832557,0.03809991006458997,0.03172267189927234
"Karnes County, Texas",34.7,8062,4353,52252,83800,26875,33956,44872,34310,20.584697998787956,0.5396763501657244,0.366868135439007,0.07915773055176448,0.0020796776499642554,0.0009098589718593618,0.0,0.0,0.01130824722168064,0.5935529992851108,0.4064470007148892,0.0553714174302983,0.0649249366348216,0.05725612530057841,0.07584324429713395,0.06550984597387405,0.18580620003899395,0.13179957106648468,0.11197764346526289,0.059790732436472344,0.05199194124910639,0.0718138688503282,0.045817898225775006,0.022096575030870216,0.8612369201936593,0.13876307980634078,0.0916156382477626,0.0605275553462082,0.09962317475270843,0.11799340555817239,0.10880829015544041,0.16957136128120584,0.11398963730569948,0.10833725859632595,0.05204898728214791,0.07748469147432878
"Brazos County, Texas",26.2,160590,43733,46839,70257,26539,23430,45944,36787,374.36060343664445,0.25328819807201874,0.5605425355736725,0.10164101955810632,0.0009626219815413814,0.06252936909481599,0.0002098607163549931,0.0013504080878495208,0.019475986915640554,0.5067406349655327,0.4932593650344673,0.06179941877705949,0.054728025073793415,0.05763413977636147,0.09943291984689293,0.20044435725593426,0.15982718426227116,0.10778172660623286,0.09072826230764669,0.043518725506745196,0.03784792397567441,0.050991591884777344,0.02558932082685122,0.009676403899759572,0.8690955276515169,0.1309044723484831,0.1208935777263355,0.05520347108901623,0.1130507381124056,0.10511935030928618,0.13020378733254906,0.1500638811936296,0.11144422096568125,0.11903406575335534,0.04455238890364692,0.05043451861409434
"Cass County, Texas",43.4,17684,11986,45345,56515,22545,31162,41784,29961,32.11139892225577,0.0443713231628278,0.7638847342706152,0.1720676704224416,0.0003323694618938412,0.0036560640808322533,3.323694618938412e-05,0.0001994216771363047,0.015455179978063616,0.48831721341443146,0.5116827865855685,0.049257154252667266,0.0650779406388141,0.07185827766144846,0.06401435836075381,0.04719646358892545,0.10489580217369628,0.11014723967161898,0.13052148768571142,0.07139296041479709,0.07046232592149433,0.12141456442982018,0.06806926579585867,0.025692159404393924,0.8457781819406555,0.1542218180593446,0.08991432691492068,0.058953261514971586,0.12435321062006956,0.12910340147595215,0.1551446263465943,0.17601153617779286,0.11162948511324115,0.11010263805242175,0.02502332683009585,0.019764186953940114
"Gaines County, Texas",27.9,9884,4751,59032,74857,22710,32571,49333,27473,13.52601633159474,0.41213522956547416,0.5560257861325723,0.019241179075832882,0.004576546429801683,0.004674966783130751,0.0006397322966389449,0.0021652477732395058,0.0005413119433098764,0.5078490231779932,0.4921509768220068,0.10777028689532996,0.09094040647605925,0.10590030018207765,0.08665912110624477,0.06043009694404803,0.14054426455390975,0.11785837311155947,0.10850843954529797,0.05496776733428473,0.03956498203828552,0.047832291717927265,0.026819546282171154,0.012204123812804488,0.6829111418959034,0.3170888581040966,0.07739236534774273,0.030503747603276975,0.09377723548893149,0.11643716227993725,0.11957469060484574,0.17413282203242111,0.1493812096914764,0.14206031026668992,0.0554296670733833,0.041310789611295105
"Gray County, Texas",36.6,12359,7532,47170,66873,24911,30902,48117,31497,24.498528036424347,0.28499008155168615,0.6393652193079127,0.0443905664536037,0.00797884064359709,0.006744544853427375,0.0008375578576151642,0.0,0.015693189332157815,0.5247079567996473,0.4752920432003527,0.07233854970244655,0.07189772977738594,0.07128058188230108,0.056116376460216,0.06233193740357064,0.13749173462640513,0.1331716993608111,0.12268018514436853,0.06779810447432225,0.04760855190654618,0.0820806700462861,0.049944897509367425,0.02525898170597311,0.819055737083866,0.1809442629161339,0.06725,0.042625,0.159875,0.128625,0.114875,0.174875,0.113,0.128125,0.0355,0.03525
"Madison County, Texas",34.7,6486,3820,49428,65516,17856,26016,46455,26530,30.313368306995805,0.22862400906002264,0.5531568516421291,0.14941959229898075,0.0019110985277463193,0.031214609286523216,0.001840317100792752,0.0009909399773499433,0.03284258210645526,0.5752406568516422,0.4247593431483579,0.045866364665911666,0.0692242355605889,0.06710079275198189,0.03999150622876557,0.09201585503963759,0.19259626274065686,0.1337061155152888,0.11303793884484711,0.04303510758776897,0.057474518686296716,0.07800113250283126,0.052519818799547,0.01543035107587769,0.8573734688063812,0.14262653119361884,0.0656986431801952,0.06308021899547726,0.12616043799095453,0.13782432754106166,0.11235420138062366,0.1923351582956439,0.07498214710783146,0.1609140680790288,0.040466555582004286,0.026184241847179244
