county_state,sex_age_median_age_in_years,health_ins_noninst_pop_private,health_ins_noninst_pop_public,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_workers_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,pop_density,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more
"El Paso County, Texas",32.0,420177,278278,44597,60632,20763,25578,38598,31418,826.7524422958865,0.8239547593636514,0.12190236064055088,0.030358596747583132,0.0026419022651357244,0.010938884073853882,0.0012200741594978355,0.0005073693911806068,0.008476053358546608,0.49147022517650485,0.5085297748234952,0.07781494507278662,0.07300388943406227,0.07980025165521802,0.07716312463141106,0.0852881977522939,0.14727321782024558,0.1251101290031445,0.11605865906448247,0.055415481809911966,0.046718573539910276,0.06515458649991523,0.03652462711334274,0.014674316603275337,0.7931386746457715,0.2068613253542285,0.08766614983968328,0.06543255407866809,0.125690566151345,0.11788171185139468,0.15311752043473678,0.183013201667896,0.10383330071803827,0.10418328792280712,0.034483147927925215,0.02469855940750553
"Terrell County, Texas",51.9,579,357,33750,48627,23852,35329,73304,30262,0.36556140180499114,0.6357308584686775,0.3074245939675174,0.02668213457076566,0.002320185614849188,0.0,0.0,0.0,0.027842227378190254,0.4976798143851508,0.5023201856148491,0.009280742459396751,0.06612529002320186,0.037122969837587005,0.018561484918793503,0.037122969837587005,0.08468677494199536,0.14849187935034802,0.1368909512761021,0.05568445475638051,0.08932714617169374,0.1751740139211137,0.09164733178654293,0.04988399071925754,0.845707656612529,0.154292343387471,0.20959595959595959,0.005050505050505051,0.1994949494949495,0.08585858585858586,0.17424242424242425,0.07323232323232323,0.09848484848484848,0.13383838383838384,0.012626262626262626,0.007575757575757576
"Uvalde County, Texas",33.9,13464,10120,41752,53379,19092,22076,37407,25009,17.403592064286777,0.7126143137472695,0.2674293753933874,0.003184123810581658,0.003961642415491132,0.010033692472879411,0.0,0.0001851234773593987,0.002591728683031582,0.4843940908586027,0.5156059091413974,0.07427153911659076,0.07541930467621903,0.07449368728942204,0.08056573734681033,0.07234625495205302,0.12999370580176978,0.11440630900810841,0.1058536043541042,0.046910289162871634,0.05783257432707616,0.09478322040801214,0.060350253619163984,0.012773519937798511,0.7867730042886164,0.21322699571138365,0.07151906023263849,0.09812276862835426,0.14603247725440516,0.1189680985834389,0.15536105032822758,0.16722330991592768,0.11562823908787286,0.08533916849015317,0.02787055165265461,0.013935275826327306
"Archer County, Texas",44.5,6429,2718,64476,80073,31806,32469,49105,37377,9.729997819081158,0.08271703265445443,0.8842871771532598,0.008647172602116282,0.003072021845488679,0.0053475935828877,0.0,0.0,0.01592900216179315,0.4922061667994084,0.5077938332005917,0.04892479235407896,0.05097280691773808,0.07259073842302878,0.06405734440778245,0.060188872454204116,0.1002389350324269,0.11104790078507225,0.1458641483672773,0.0746387529866879,0.07873478211400614,0.10331095687791558,0.06701558766640119,0.02241438161338036,0.885819098933853,0.11418090106614696,0.03751500600240096,0.05972388955582233,0.08673469387755102,0.11794717887154862,0.10354141656662665,0.16506602641056423,0.13865546218487396,0.187875150060024,0.05942376950780312,0.04351740696278512
"Hidalgo County, Texas",29.1,308592,315557,38398,56090,16490,21866,35026,28811,540.7024894662229,0.9202862292777514,0.06392712879493377,0.004260709757249034,0.0007228725589806319,0.009158347941873512,0.00013892339081386738,0.00029903848531120605,0.0012067497930865598,0.4891080529651314,0.5108919470348686,0.09424421554788207,0.0899116894614835,0.0940440716797604,0.0867941543862706,0.07783712762939007,0.13324519154356837,0.12871134427217681,0.10719941039971086,0.04284962484797896,0.03891032259659591,0.059505126626316095,0.03452246261724604,0.01222525839162033,0.6953582946692962,0.30464170533070384,0.11779256553374291,0.08334504148944775,0.1460198655477927,0.1184354497422077,0.12992221526828707,0.16170027971849335,0.09482329199289848,0.09341405574785315,0.03210589282141017,0.02244134213786673
"Somervell County, Texas",40.9,5411,2679,53162,68502,26523,30574,63241,30517,46.88840741376351,0.18849365206450874,0.790460940180716,0.006176369667162301,0.0030881848335811506,0.0040032025620496394,0.006862632963513668,0.0006862632963513668,0.00022875443211712226,0.47946928971748826,0.5205307102825117,0.057646116893514815,0.04346334210225323,0.08818483358115063,0.04746654466430287,0.08017842845705135,0.11666476037973236,0.10934461855198445,0.1330207022761066,0.07137138282054215,0.07251515498112776,0.10865835525563308,0.046094018071600136,0.02539174196500057,0.8294963188033189,0.17050368119668108,0.05217659771534424,0.06205619018215498,0.1460327261500463,0.0691571472676752,0.1518987341772152,0.15158999691262737,0.11855510960172892,0.1571472676752084,0.058042605742513124,0.03334362457548626
"Haskell County, Texas",42.4,2638,2341,46013,53831,21308,26002,37900,30476,6.432053750665737,0.28662420382165604,0.6469271819590291,0.03305216044069547,0.005680840075744534,0.007574453434326046,0.0,0.0012050266827336891,0.018936133585815116,0.5286624203821656,0.4713375796178344,0.041831640557755206,0.0569805474264073,0.0554312274057497,0.06300568084007574,0.07385092098467895,0.12205198829402651,0.12738853503184713,0.11378894818385264,0.03924944052332587,0.08934412119125495,0.11671544155620589,0.06386641418488552,0.036495093819934585,0.8065254722381225,0.1934745277618775,0.096,0.07152941176470588,0.1487058823529412,0.12470588235294118,0.10541176470588236,0.23152941176470587,0.09458823529411765,0.09270588235294118,0.02023529411764706,0.014588235294117647
"Mills County, Texas",50.6,2953,1818,41827,60535,24274,23375,36765,36603,6.5515927908422045,0.1974704202366381,0.7957976336189311,0.002039983680130559,0.002039983680130559,0.0010199918400652795,0.0,0.0,0.0016319869441044472,0.4751121991024072,0.5248878008975928,0.03610771113831089,0.06405548755609955,0.09200326397388821,0.07792737658098735,0.03406772745818033,0.06507547939616483,0.07466340269277846,0.12076703386372908,0.08017135862913097,0.06691146470828234,0.14504283965728273,0.0971032231742146,0.046103631170950635,0.7930306230200633,0.20696937697993664,0.10171428571428572,0.054285714285714284,0.16,0.10457142857142857,0.13714285714285715,0.20514285714285715,0.10114285714285715,0.060571428571428575,0.03485714285714286,0.04057142857142857
"Newton County, Texas",44.3,8291,5473,40950,54380,21144,30362,51548,31327,15.05552776816822,0.035356050366365514,0.7352208863911218,0.19712598705271395,0.0014939176211140356,0.011809063100234758,0.0,0.0,0.018994095468449882,0.5145479120722771,0.4854520879277228,0.04830333641602049,0.045528917976808705,0.06388276303620971,0.10073273102368926,0.05093547698655474,0.08472647079746745,0.12463541296151384,0.14263356334922103,0.060112399516255244,0.08230774702994949,0.1147471010884257,0.06203315074340186,0.019420929074482465,0.8348954578226387,0.1651045421773612,0.09381277621534753,0.06327842507030935,0.17838489353153877,0.10747288067496986,0.1420249096022499,0.16070711128967458,0.09742868621936521,0.11430293290478104,0.030333467255926075,0.012253917235837686
"Kimble County, Texas",52.9,2268,1890,42500,64992,28899,23284,34747,23662,3.523623384772799,0.25272232304900183,0.7243647912885662,0.00022686025408348456,0.003856624319419238,0.0,0.0,0.003629764065335753,0.015199637023593466,0.4886569872958258,0.5113430127041743,0.061252268602540835,0.046052631578947366,0.046052631578947366,0.07531760435571688,0.036297640653357534,0.05603448275862069,0.09800362976406533,0.0998185117967332,0.08166969147005444,0.11070780399274047,0.1590290381125227,0.09051724137931035,0.03924682395644283,0.7702020202020202,0.2297979797979798,0.07546201232032854,0.058521560574948665,0.10677618069815195,0.15195071868583163,0.1971252566735113,0.15965092402464065,0.10061601642710473,0.07905544147843943,0.018993839835728953,0.05184804928131417
"Van Zandt County, Texas",42.9,31896,20363,51935,69340,26151,30777,45337,35293,64.52669583154317,0.1055952030606239,0.8408254855797528,0.026173484402589757,0.00548116539140671,0.004929370217775162,0.0007173337257210124,0.0,0.016277957622130666,0.4896078575632725,0.5103921424367275,0.05573131253678634,0.06145158917010006,0.07085050029429076,0.06880885815185403,0.05216303708063567,0.10311212477928193,0.11317319011183048,0.13209976456739259,0.06776044732195409,0.07366465567981166,0.11674146556798116,0.06658328428487345,0.01785977045320777,0.8280002233763333,0.17199977662366672,0.05674228906449146,0.05047157787407596,0.12444557736426204,0.10415498343104766,0.1426459342340046,0.20219219984705583,0.12087687993882233,0.12592403772622993,0.039663522814172826,0.03288299770583737
"Martin County, Texas",32.2,4001,1230,69722,94582,29225,32131,53162,36635,6.135814181228387,0.4584966156038475,0.5304595653722836,0.008550053437833986,0.0014250089063056644,0.0007125044531528322,0.0003562522265764161,0.0,0.0,0.5226220163876024,0.4773779836123976,0.08336302101888136,0.08318489490559317,0.09707873174207339,0.07890986818667617,0.07142857142857142,0.11417883861774136,0.10794442465265408,0.15211970074812967,0.0553972212326327,0.0397221232632704,0.06733167082294264,0.041859636622728895,0.007481296758104738,0.8740754104275663,0.1259245895724337,0.04428044280442804,0.03075030750307503,0.08733087330873308,0.08671586715867159,0.14083640836408365,0.14329643296432965,0.13161131611316113,0.13345633456334563,0.0897908979089791,0.11193111931119311
"Yoakum County, Texas",31.2,5154,2076,68814,82418,26519,43250,68603,36103,10.717568133647612,0.6583829191459573,0.3223661183059153,0.0029168125072920313,0.0012833975032084937,0.0005833625014584063,0.0,0.0033835025084587565,0.011083887527709719,0.5177925562944814,0.4822074437055186,0.09135456772838642,0.11247229028118072,0.07793723019484308,0.05460273013650683,0.07910395519775988,0.14339050285847627,0.11865593279663983,0.10068836775172092,0.07245362268113406,0.03605180259012951,0.06872010267180026,0.03710185509275464,0.0074670400186676,0.7757554544393886,0.22424454556061135,0.02466367713004484,0.07361733931240658,0.06053811659192825,0.0758594917787743,0.09267563527653214,0.2428998505231689,0.11136023916292975,0.20814648729446936,0.05717488789237668,0.053064275037369206
"Red River County, Texas",45.6,7083,5109,37955,50123,21666,26969,40186,29032,11.759059505151953,0.07348268839103869,0.7317311608961303,0.1694501018329939,0.0022810590631364563,0.0004887983706720978,0.0,0.0,0.022566191446028512,0.4876578411405295,0.5123421588594704,0.04219959266802444,0.044562118126272914,0.07421588594704684,0.06663951120162932,0.05515274949083503,0.09556008146639511,0.1160081466395112,0.12,0.08407331975560081,0.06509164969450101,0.13580448065173117,0.07470468431771894,0.025987780040733197,0.8547652562722531,0.14523474372774695,0.10340729001584786,0.08399366085578447,0.13074484944532488,0.14362123613312203,0.13708399366085577,0.18700475435816163,0.10400158478605388,0.08795562599049128,0.012876386687797147,0.009310618066561015
"Sutton County, Texas",38.4,2580,1026,60543,71175,29360,33276,54185,33618,2.658303156606038,0.6170763260025873,0.38033635187580855,0.0007761966364812419,0.0,0.0,0.0,0.0,0.0018111254851228978,0.547477360931436,0.45252263906856405,0.06545924967658473,0.07736093143596377,0.06597671410090557,0.043208279430789136,0.06002587322121604,0.14877102199223805,0.1257438551099612,0.09650711513583442,0.08641655886157827,0.061578266494178524,0.10478654592496765,0.03648124191461837,0.027684346701164295,0.8244016649323621,0.1755983350676379,0.07345013477088949,0.018867924528301886,0.09905660377358491,0.0876010781671159,0.16442048517520216,0.192722371967655,0.10512129380053908,0.16981132075471697,0.0761455525606469,0.012803234501347708
"Upshur County, Texas",40.9,24738,13276,50906,66328,24458,29996,46059,30788,69.93207314144567,0.08396085260859967,0.8049498393387132,0.08261178836861341,0.007211361573744757,0.005862297333758493,0.0,0.004881159704677574,0.01052270107189286,0.49606318526331283,0.5039368147366872,0.062498466972454564,0.07115700654909367,0.0669135863033187,0.06686452942186465,0.05587578797615836,0.10711570065490937,0.11582329711300253,0.13203659643356472,0.07986460300718683,0.06774755328803748,0.10037037945497805,0.05786259167504722,0.01586990115038387,0.8309838144253002,0.16901618557469977,0.06718438301510402,0.055072670276432034,0.1023795953263038,0.10522941008834426,0.16450555713878598,0.17846964947278426,0.1347249928754631,0.13009404388714735,0.029566828156169848,0.03277286976346538
"Wharton County, Texas",37.2,23557,13888,49619,70765,26281,29122,43442,31191,38.255270215651414,0.40872662511130897,0.44867752882000433,0.1383119539842603,0.000649803855502876,0.0015402758056364467,0.0,0.00019253447570455584,0.001901277947582489,0.49084257899930206,0.5091574210006979,0.06803687035209742,0.06989001468075377,0.07809679670766047,0.07244109648383913,0.06360857741089264,0.12177805588313158,0.11097205843421337,0.12242785973863445,0.07429424081249549,0.055594329859690504,0.0897451324877861,0.05128637096580106,0.02182859618300402,0.8181663713377187,0.18183362866228123,0.07374147876245411,0.07229942317776612,0.11516780283167279,0.08986628211851075,0.1518091242789722,0.1815023597273204,0.09209491347666492,0.1345700052438385,0.06633455689564761,0.022614053487152595
"Borden County, Texas",42.5,526,226,81985,85046,33781,48405,54375,41094,0.7409941355606986,0.08421052631578947,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.021052631578947368,0.5203007518796993,0.47969924812030074,0.13533834586466165,0.02556390977443609,0.045112781954887216,0.06315789473684211,0.03458646616541353,0.13533834586466165,0.09172932330827067,0.08721804511278196,0.06466165413533835,0.05714285714285714,0.15789473684210525,0.07368421052631578,0.02857142857142857,0.9533834586466166,0.04661654135338346,0.02681992337164751,0.038314176245210725,0.038314176245210725,0.06130268199233716,0.09578544061302682,0.18773946360153257,0.1724137931034483,0.3065134099616858,0.038314176245210725,0.034482758620689655
"Marion County, Texas",50.1,5681,4726,37283,60527,27052,28721,43750,30370,26.472626836517154,0.0402657939105425,0.7083209362292968,0.23415650104135674,0.0042646037885549935,0.0,0.0037687196270951104,0.0,0.009223445403153823,0.48745413071506494,0.5125458692849351,0.04314192204700982,0.053158782108499454,0.054943965089755034,0.06010116036893782,0.03758801943865913,0.09035009421799067,0.10076366160864822,0.135574729743132,0.08439948428047209,0.08767231974610731,0.1487652484379649,0.08886244173361103,0.014678171179212536,0.8762306610407876,0.12376933895921238,0.10495626822157435,0.08925768109441579,0.15451895043731778,0.12177618300067279,0.17515137923301188,0.12379457277416461,0.08925768109441579,0.06257008297824625,0.02870598788966136,0.050011213276519396
"Grayson County, Texas",39.9,80788,41729,54370,70460,27276,30519,45691,35604,137.8170322384226,0.1308105164903547,0.7580662725575606,0.05322028624766646,0.011932171748599875,0.014040136901057872,0.0005133789670192906,0.0015634723086496577,0.029853764779091473,0.48799782202862474,0.5120021779713753,0.06274113254511512,0.06430460485376478,0.07078406969508401,0.06585252022401991,0.060446484131922835,0.12078406969508401,0.1168792781580585,0.128414747977598,0.07281425015556939,0.06359676415681394,0.10260578718108276,0.051275668948350964,0.01950062227753578,0.8312705427209964,0.16872945727900357,0.06620514210647038,0.04946097545718039,0.09983943949788351,0.10129908042621515,0.1454844965281398,0.1765957003148654,0.15061409179056237,0.12473674333256876,0.054507162666555455,0.03125716787955877
"Palo Pinto County, Texas",40.5,15680,10934,45979,64671,24983,27099,43976,29479,29.72760456417465,0.19864392414450682,0.7521630116184624,0.02217749055337783,0.005685630539958329,0.00766324116255253,0.0013066355899283117,0.0006709750326658897,0.011689091358547869,0.49394356746830526,0.5060564325316947,0.060952784546385565,0.0710174100363739,0.061588445103647985,0.06953420206942826,0.05516121058021683,0.11653776883144401,0.10541370907935163,0.12815623123918493,0.06402514390648727,0.07624395239608715,0.11025179220962672,0.06127061482501677,0.01984673517674895,0.8140272137921208,0.1859727862078792,0.07020946470131885,0.062354538401861906,0.14264934057408843,0.09959270752521335,0.1565166795965865,0.1778510473235066,0.10589604344453064,0.11326609775019394,0.033553141970519784,0.038110938712179986
"DeWitt County, Texas",40.9,11832,6600,53779,81174,28728,31431,46202,30306,22.481341641583498,0.3490090530951798,0.5515537068754588,0.09126498654269635,0.000342549547345241,4.893564962074871e-05,0.0,0.0,0.0077807682896990455,0.5175923660386592,0.48240763396134084,0.06371421580621482,0.06743332517739173,0.055493026669929044,0.058233423048690974,0.04301443601663812,0.11969659897235135,0.1389283092733056,0.1217518962564228,0.06909713726449719,0.0703205285050159,0.10281379985319306,0.0632737949596281,0.02622950819672131,0.8700519143413368,0.1299480856586632,0.06475733634311512,0.08112302483069977,0.09424379232505643,0.10905756207674944,0.1248589164785553,0.1691591422121896,0.12570541760722348,0.1248589164785553,0.034424379232505645,0.07181151241534989
"Callahan County, Texas",42.9,8738,4562,44602,59335,24537,30114,41783,30405,15.310683454677264,0.0944081336238199,0.8641975308641975,0.004793028322440087,0.0007988380537400146,0.002832244008714597,0.0,0.0,0.032970225127087874,0.4911401597676108,0.5088598402323893,0.0532316630355846,0.05802469135802469,0.08119099491648511,0.06158315177923021,0.04611474219317357,0.11038489469862019,0.10704429920116194,0.13253449527959332,0.07516339869281045,0.07494553376906318,0.11365286855482934,0.0673202614379085,0.018809005083514886,0.8148933060508623,0.18510669394913767,0.12295544275239707,0.0486933634141756,0.1218274111675127,0.10847903741304757,0.13649182177100957,0.19345741680767062,0.11449520586576424,0.08610641097950743,0.04718932130099643,0.02030456852791878
"Gregg County, Texas",35.4,70968,40044,49287,67886,25839,27262,46156,35192,451.7301924061746,0.1855636711095276,0.5780604725735663,0.2005522535507798,0.003052779892140509,0.013288094968176591,0.0009798046868673782,0.001166048552966136,0.017336874665975676,0.4875378560901744,0.5124621439098256,0.07548544868576611,0.07538827797301893,0.06829481594247494,0.06676437721670689,0.06959852300516624,0.13845207054593744,0.11928514745655659,0.11798953795326089,0.06563071890132315,0.05569501352292419,0.08142095972273956,0.04392925972112006,0.022065849353005006,0.8102835856567139,0.18971641434328618,0.07515593428797329,0.05271018185012738,0.11420539400860932,0.1184661337081613,0.14954317842396556,0.18659404374945093,0.10506896248792058,0.12321005007467276,0.042124220328560134,0.03292190108055873
"Lubbock County, Texas",30.7,201564,85161,50473,71043,27089,26321,45699,35418,336.59295849504923,0.3500169180040736,0.5396080330664048,0.0680966250240501,0.0035395118326510843,0.020991594074054418,0.0006037405375281138,0.0007397480212569745,0.016403829439980894,0.4930470320513246,0.5069529679486754,0.06779475475528604,0.0654793102761947,0.06893257346062749,0.0844142058158127,0.12470891081226324,0.14689803419427178,0.11432921772476067,0.10414855997930032,0.0548972645909492,0.04867741015212935,0.0675890849018424,0.037587824344676134,0.014542848991885992,0.8646938514636329,0.13530614853636713,0.09109060926148772,0.04895485136159023,0.10753665819851138,0.10726924276864108,0.14146276240139055,0.17478272496323038,0.12135312207514373,0.12195034986852074,0.04180594553639078,0.04379373356509337
"Kaufman County, Texas",35.6,77950,32365,65390,81752,27411,35454,52527,41538,152.31690524225831,0.2062988815070221,0.6529391977125557,0.10763602724749811,0.003935749726684047,0.011857707509881422,0.00038684719535783365,0.0019510554200655957,0.014994533680935162,0.49079135480615593,0.5092086451938441,0.0718610713985367,0.07399714069464301,0.08352535531073921,0.07317298797409806,0.05595828778067446,0.13183920612227734,0.13982003195694223,0.1336388865528551,0.06671432175594988,0.051433857539315446,0.07219746026406526,0.03569085863257926,0.010150534017324027,0.848698338864792,0.1513016611352081,0.04951290011776041,0.04097527031367091,0.07646397601969811,0.08291403489990365,0.12886735895514398,0.1825554009206723,0.12150733326196339,0.20356492880847876,0.07552724547692967,0.03811155122577883
"Floyd County, Texas",36.9,2954,2269,48555,57642,23308,28919,41493,29474,5.918501667602351,0.583957765667575,0.37193460490463215,0.027929155313351498,0.0013623978201634877,0.0017029972752043597,0.0,0.0,0.013113079019073569,0.49131471389645776,0.5086852861035422,0.0648841961852861,0.06573569482288828,0.0880449591280654,0.06931198910081744,0.060967302452316074,0.11597411444141689,0.12482970027247957,0.09928474114441417,0.06522479564032697,0.05892370572207085,0.09758174386920981,0.06232970027247956,0.02690735694822888,0.7756256427836818,0.22437435721631813,0.08161512027491409,0.06701030927835051,0.13058419243986255,0.08934707903780069,0.14733676975945018,0.22336769759450173,0.1323024054982818,0.09192439862542956,0.018900343642611683,0.01761168384879725
"Chambers County, Texas",35.4,28005,9562,76850,98290,34372,40931,75949,40444,67.47349506742827,0.2182319070783282,0.6747245110691948,0.07837784175518714,0.0021095999205797676,0.012558324233098382,0.0,0.0,0.013997815943611635,0.505733148019458,0.49426685198054204,0.06934379033058671,0.0806611734339323,0.07793110294847612,0.07500248188225951,0.06264270822992157,0.1311922962374665,0.13623051722426288,0.14047453588801748,0.06328799761739302,0.05383202620867666,0.0702620867666038,0.029807405936662364,0.00933187729574109,0.8572961373390557,0.1427038626609442,0.053810333357971765,0.05018848399733905,0.07280656367802499,0.07864587183088181,0.11545568778180205,0.11826446891861926,0.11368172074802277,0.18190553625545125,0.11715573952250721,0.09808559390937985
"Bell County, Texas",30.8,225691,101779,54184,69605,25911,30068,42257,35690,325.53940923951455,0.2443635386107832,0.4640189810540095,0.21235930761229094,0.0031148096635070536,0.028538786100819318,0.006299746373847287,0.0008356806414287217,0.04046914994331397,0.49941560794305684,0.5005843920569432,0.0866039808786919,0.07750499655208687,0.07255811779006299,0.06900209212356385,0.08993793756355263,0.17038534812234832,0.1280607533982398,0.10830537991327621,0.05157259902523405,0.043218714571231547,0.06167673768978132,0.029023831508082142,0.012149510863848339,0.8823664782092189,0.11763352179078114,0.06425428930231784,0.04024417627930573,0.09381159504661471,0.1060204090119011,0.15059754992057617,0.20969552814763684,0.13783152169393134,0.1297810231119169,0.036501692434360994,0.03126221505143836
"Hutchinson County, Texas",37.3,13267,7558,50651,65818,24725,28051,52628,30403,24.307543215163058,0.22989198460896573,0.7069676880997636,0.02197394650224839,0.014510222057391869,0.003801400027815122,0.005655741504798108,0.00018543414769829863,0.0170135830513189,0.5005331231746326,0.4994668768253674,0.06601455658059431,0.07964396643641927,0.0669417273190858,0.06958416392378657,0.06225951508970377,0.12210838625932965,0.12577071067637105,0.11483009596217143,0.06559732974827315,0.07023318344073061,0.08817393723054101,0.053358676000185436,0.015483751332807936,0.8270592620201267,0.17294073797987328,0.07453761646502573,0.07259073842302878,0.10123765818384091,0.09219858156028368,0.1542205534696148,0.1642330691141705,0.12918926435822556,0.1311361424002225,0.05979696843276318,0.020859407592824362
"Orange County, Texas",37.8,52513,27767,55700,74104,28826,35328,59191,37068,251.80282880092037,0.07335181505586161,0.810475091317953,0.08435756184039882,0.003295774983045201,0.011981391364355658,0.0,0.0004402298713814889,0.016098135567004176,0.4953180958273347,0.5046819041726653,0.06811664901781146,0.0690922935976299,0.06910419170226183,0.06359536925767725,0.06304805644460837,0.12675050864397303,0.12187228574488083,0.13168822206622485,0.07103168465263483,0.06214380049258153,0.08855759277547087,0.04837769343343605,0.01662165217080919,0.8459682356754421,0.15403176432455792,0.06083341148519804,0.0544874800712745,0.08749882772202945,0.1090062208884304,0.14417456000500173,0.17146519115946107,0.11941604926693551,0.15227109318828347,0.06417831129450749,0.03666885491887836
"Winkler County, Texas",32.5,4668,1974,59167,70223,24217,36946,60245,30938,9.27408474578286,0.6009997436554729,0.36029223276083056,0.020379389900025635,0.009997436554729556,0.0,0.0,0.0,0.008331197128941297,0.5097410920276852,0.4902589079723148,0.08318379902589079,0.09151499615483209,0.08279928223532428,0.08946423993847731,0.07023840041015124,0.12099461676493208,0.12496795693411945,0.12073827223788772,0.056523968213278646,0.045629325813893874,0.06049730838246604,0.0376826454755191,0.01576518841322738,0.7848890042840452,0.21511099571595482,0.08242612752721618,0.060653188180404355,0.06998444790046657,0.11119751166407466,0.13841368584758942,0.15902021772939348,0.1547433903576983,0.14968895800933127,0.038102643856920686,0.03576982892690513
"Burnet County, Texas",44.2,29864,16358,59238,79066,30507,27171,46182,36201,46.01388965718395,0.22120218579234974,0.7375956284153006,0.01816393442622951,0.006382513661202186,0.008371584699453552,0.0,0.0,0.00828415300546448,0.4949071038251366,0.5050928961748634,0.05296174863387978,0.054688524590163934,0.06649180327868852,0.06356284153005465,0.06032786885245902,0.09678688524590164,0.11547540983606558,0.11958469945355191,0.07573770491803279,0.07713661202185793,0.12961748633879783,0.06675409836065574,0.02087431693989071,0.8483401847677142,0.15165981523228572,0.034482758620689655,0.04107068668763725,0.10962074900587572,0.09964983085049557,0.13241141907531603,0.20588758976793875,0.14018636120838032,0.14238233723069618,0.039052762775238885,0.05525550477773162
"Dallas County, Texas",33.3,1428744,760531,56854,85064,31219,32067,42810,40218,2966.0388782371774,0.39937337428360226,0.2960760116170098,0.22144924981210506,0.0020270228474045756,0.061386741886495996,0.0004349419613446782,0.0017335820041506995,0.017519075587886887,0.4930215978646476,0.5069784021353524,0.07571933601180258,0.07526699637200412,0.07271031086945091,0.06781267107717147,0.07107454247971817,0.16296869345754503,0.1389080907710342,0.1268074254838101,0.05786931791821699,0.048876651232992806,0.0619017131687281,0.028553843108508933,0.011530408049016606,0.7895158222167186,0.2104841777832814,0.06125310157466237,0.041518583283548245,0.09434019858799314,0.10327644024263144,0.13955341685599537,0.1864716835499893,0.11882247000902672,0.13057247764031762,0.054561549631735706,0.06963007862410005
"McMullen County, Texas",40.2,502,210,68750,91265,32556,35500,58750,31875,0.5808041593298467,0.5015105740181269,0.49244712990936557,0.0,0.006042296072507553,0.0,0.0,0.0,0.0,0.5845921450151057,0.41540785498489424,0.06797583081570997,0.08157099697885196,0.08459214501510574,0.028700906344410877,0.03625377643504532,0.12386706948640483,0.18882175226586104,0.052870090634441085,0.08761329305135952,0.04078549848942598,0.11329305135951662,0.0634441087613293,0.030211480362537766,0.877643504531722,0.12235649546827794,0.07174887892376682,0.06278026905829596,0.026905829596412557,0.04484304932735426,0.18834080717488788,0.20179372197309417,0.11659192825112108,0.1031390134529148,0.07174887892376682,0.11210762331838565
"Johnson County, Texas",36.8,106074,42973,62066,78174,27667,36444,49563,38541,225.54497792494482,0.20827649487689248,0.7287230463373604,0.03047560789111485,0.003939440281388592,0.008564000611714329,0.00371310597950757,0.00048325432023245147,0.015825049701789263,0.49896314421165316,0.5010368557883469,0.06589386756384769,0.07383391955956568,0.07532038538002753,0.07137482795534486,0.06117755008411072,0.12655757761125555,0.130937452209818,0.1344853953203854,0.07000458785747056,0.05381862670133048,0.08359688025692001,0.04098486007034715,0.012014069429576387,0.8385193466244333,0.16148065337556675,0.03976396789112753,0.0339694859390782,0.08271755887512626,0.08863608172523169,0.13959917069799585,0.2044371201247497,0.14776814984140485,0.16593128134247692,0.05782077862243722,0.03935640494037177
"Hartley County, Texas",39.1,2599,1265,59280,73285,20480,37096,42045,37361,3.9447286536963277,0.264262181376799,0.5878272932200451,0.08531298768857291,0.0003468007629616785,0.014739032425871337,0.0,0.006415814114791052,0.0410958904109589,0.5914687012311427,0.4085312987688573,0.05392751864054101,0.05635512398127276,0.06745274839604647,0.04074908964799723,0.029824865614704352,0.19334142535113577,0.17877579330674528,0.12918328420322525,0.0622507369516213,0.04473729842205653,0.07733657014045431,0.055488122073868565,0.010577423270331194,0.8312796208530806,0.16872037914691942,0.024390243902439025,0.00297441998810232,0.08982748364069007,0.10469958358120167,0.18738845925044617,0.25044616299821537,0.11481261154074955,0.18500892325996432,0.010113027959547887,0.030339083878643664
